n_days,mean_kg,median_kg,std_kg,cv,min_kg,q1_kg,q3_kg,iqr_kg,p95_kg,max_kg,skewness,excess_kurtosis,zero_days,positive_days,zero_rate,product_code,product_name,category_name,total_net_sales_kg,observed_sales_days,return_days,total_share,total_rank,category_total_net_sales_kg,category_share,category_rank
1085,0.256785,0.0,0.629134,2.450038,0.0,0.0,0.119,0.119,1.5334,7.187,4.218486,27.355289,813,272,0.749309,102900011001219,红灯笼椒(1),辣椒类,278.612,272,0,0.000592,122,91588.629,0.003042,24
1085,0.242573,0.0,0.826844,3.408635,0.0,0.0,0.173,0.173,1.3228,16.094,11.065305,173.886791,801,284,0.738249,102900005117209,七彩椒(1),辣椒类,263.192,284,0,0.000559,123,91588.629,0.002874,25
1085,0.231336,0.0,1.062153,4.591377,0.0,0.0,0.0,0.0,1.0,8.0,4.905977,24.097795,1026,59,0.945622,106956146480197,白玉菇(2),食用菌,251.0,59,0,0.000533,124,76086.725,0.003299,34
1085,0.197982,0.0,0.66182,3.342835,0.0,0.0,0.0,0.0,1.213,9.534,6.448936,61.326894,903,182,0.832258,102900011032367,红灯笼椒(2),辣椒类,214.81,182,0,0.000456,125,91588.629,0.002345,26
1085,0.195549,0.0,0.458443,2.344388,0.0,0.0,0.0,0.0,1.1786,5.429,3.628092,21.666409,833,252,0.767742,102900011009246,鲜木耳(1),食用菌,212.171,252,0,0.00045,126,76086.725,0.002789,35
1085,0.195431,0.0,0.553049,2.829889,0.0,0.0,0.0,0.0,1.2158,5.758,4.776306,31.77485,868,217,0.8,102900005123880,灯笼椒(1),辣椒类,212.043,217,0,0.00045,127,91588.629,0.002315,27
1085,0.184332,0.0,4.893057,26.544833,0.0,0.0,0.0,0.0,0.0,160.0,32.237045,1052.760606,1078,7,0.993548,102900011034354,鲜粽叶(袋)(1),花叶类,200.0,7,0,0.000425,128,198520.978,0.001007,48
1085,0.175596,0.0,1.190467,6.779568,0.0,0.0,0.0,0.0,0.0,23.06,10.898684,157.618938,1033,52,0.952074,102900011033975,青茄子(2),茄类,190.522,52,0,0.000405,129,22431.782,0.008493,7
1085,0.172194,0.0,0.892194,5.181316,0.0,0.0,0.0,0.0,0.8286,10.321,6.830227,53.298334,1022,63,0.941935,102900011035764,龙牙菜,花叶类,186.831,63,0,0.000397,130,198520.978,0.000941,49
1085,0.154839,0.0,1.032671,6.669332,0.0,0.0,0.0,0.0,0.0,18.0,9.762883,120.884256,1043,42,0.96129,106957634300010,白玉菇(盒),食用菌,168.0,42,0,0.000357,131,76086.725,0.002208,36
1085,0.15082,0.0,0.711141,4.715155,0.0,0.0,0.0,0.0,0.7996,7.579,6.030483,41.627126,1004,81,0.925346,102900011027479,小皱皮,辣椒类,163.64,81,0,0.000347,132,91588.629,0.001787,28
1085,0.143314,0.0,0.808175,5.639177,0.0,0.0,0.0,0.0,0.546,12.256,8.524953,89.706048,1015,70,0.935484,102900011035771,黄白菜(1),花叶类,155.496,70,2,0.00033,133,198520.978,0.000783,50
1085,0.118433,0.0,0.505494,4.268183,0.0,0.0,0.0,0.0,0.9152,5.815,5.717737,39.802145,995,90,0.917051,102900005119968,青杭椒(2),辣椒类,128.5,90,0,0.000273,134,91588.629,0.001403,29
1085,0.117972,0.0,1.453111,12.317384,0.0,0.0,0.0,0.0,0.0,41.0,22.782699,599.741749,1054,31,0.971429,106972776821582,鲜粽叶(袋)(3),花叶类,128.0,31,0,0.000272,135,198520.978,0.000645,51
1085,0.117051,0.0,0.949915,8.115414,0.0,0.0,0.0,0.0,0.0,15.0,10.115877,117.30094,1063,22,0.979724,102900011035481,外地茼蒿(份),花叶类,127.0,22,0,0.00027,136,198520.978,0.00064,52
1085,0.116518,0.0,0.46438,3.985481,0.0,0.0,0.0,0.0,0.9004,4.837,5.549946,36.71569,980,105,0.903226,102900011001691,菱角,水生根茎类,126.422,105,0,0.000268,137,40581.353,0.003115,10
1085,0.111539,0.0,0.738433,6.620396,0.0,0.0,0.0,0.0,0.0,12.853,9.921108,122.602981,1038,47,0.956682,102900005115625,本地小毛白菜,花叶类,121.02,47,0,0.000257,138,198520.978,0.00061,53
1085,0.110272,0.0,0.518563,4.702581,0.0,0.0,0.0,0.0,0.7874,7.4,6.529544,55.942235,1012,73,0.932719,102900011029176,辣妹子,辣椒类,119.645,73,1,0.000254,139,91588.629,0.001306,30
1085,0.100461,0.0,0.862316,8.583601,0.0,0.0,0.0,0.0,0.0,10.0,9.646995,97.126683,1066,19,0.982488,106973990980123,和丰阳光海鲜菇(包),食用菌,109.0,19,0,0.000231,140,76086.725,0.001433,37
1085,0.094009,0.0,0.490134,5.213683,0.0,0.0,0.0,0.0,0.0,5.0,6.292374,43.905087,1034,51,0.952995,102900005119104,蟹味菇(1),食用菌,102.0,51,0,0.000217,141,76086.725,0.001341,38
1085,0.094009,0.0,0.803826,8.550498,0.0,0.0,0.0,0.0,0.0,9.0,9.319996,88.683955,1066,19,0.982488,102900011031599,杏鲍菇(份),食用菌,102.0,19,0,0.000217,142,76086.725,0.001341,39
1085,0.093437,0.0,0.483218,5.171599,0.0,0.0,0.0,0.0,0.5252,7.138,8.764161,98.297636,1004,81,0.925346,102900011016909,花茄子,茄类,101.379,81,0,0.000215,143,22431.782,0.004519,8
1085,0.093203,0.0,1.04169,11.176598,0.0,0.0,0.0,0.0,0.0,29.631,22.412285,605.217895,1058,27,0.975115,102900005116806,黑油菜,花叶类,101.125,27,0,0.000215,144,198520.978,0.000509,54
1085,0.092598,0.0,0.394664,4.262119,0.0,0.0,0.0,0.0,0.734,4.739,6.25735,48.636562,989,96,0.911521,102900011007969,红莲藕带,水生根茎类,100.469,96,1,0.000213,145,40581.353,0.002476,11
1085,0.087558,0.0,0.60034,6.856511,0.0,0.0,0.0,0.0,0.0,9.0,8.755088,90.138409,1053,32,0.970507,106956146480203,蟹味菇(2),食用菌,95.0,32,0,0.000202,146,76086.725,0.001249,40
1085,0.086926,0.0,0.354333,4.076247,0.0,0.0,0.0,0.0,0.6828,4.011,5.528897,37.989886,992,93,0.914286,102900005116639,马齿苋,花叶类,94.315,93,1,0.0002,147,198520.978,0.000475,55
1085,0.085714,0.0,0.712972,8.318006,0.0,0.0,0.0,0.0,0.0,10.0,10.73745,126.411953,1058,27,0.975115,102900011034262,红椒(份),辣椒类,93.0,27,0,0.000197,148,91588.629,0.001015,31
1085,0.084122,0.0,0.879899,10.459842,0.0,0.0,0.0,0.0,0.0,10.315,10.506202,109.668988,1075,10,0.990783,102900011000175,快菜,花叶类,91.272,10,0,0.000194,149,198520.978,0.00046,56
1085,0.082949,0.0,0.436497,5.262219,0.0,0.0,0.0,0.0,0.0,4.0,6.156372,41.086813,1037,48,0.95576,102900011012482,茶树菇(袋),食用菌,90.0,48,0,0.000191,150,76086.725,0.001183,41
1085,0.078385,0.0,0.556219,7.095966,0.0,0.0,0.0,0.0,0.0,7.924,9.518973,105.190029,1046,39,0.964055,102900005115977,豌豆尖,花叶类,85.048,39,0,0.000181,151,198520.978,0.000428,57
1085,0.074654,0.0,0.505462,6.770693,0.0,0.0,0.0,0.0,0.0,6.0,8.205196,74.118872,1053,32,0.970507,106957634300058,蟹味菇(盒),食用菌,81.0,32,0,0.000172,152,76086.725,0.001065,42
1085,0.070595,0.0,0.275202,3.8983,0.0,0.0,0.0,0.0,0.5438,3.453,5.498592,39.750214,984,101,0.906912,102900011032350,灯笼椒(2),辣椒类,76.596,101,0,0.000163,153,91588.629,0.000836,32
1085,0.059908,0.0,0.567498,9.472844,0.0,0.0,0.0,0.0,0.0,11.0,12.146673,177.170821,1069,16,0.985253,102900011033241,蔡甸藜蒿(份),花叶类,65.0,16,0,0.000138,154,198520.978,0.000327,58
1085,0.057347,0.0,0.912663,15.914874,0.0,0.0,0.0,0.0,0.0,25.154,22.102117,557.85828,1077,8,0.992627,102900011023976,净藕(2),水生根茎类,62.221,8,0,0.000132,155,40581.353,0.001533,12
1085,0.047829,0.0,0.282322,5.902668,0.0,0.0,0.0,0.0,0.0,3.622,7.417684,63.605426,1042,43,0.960369,102900011032633,海鲜菇(2),食用菌,51.895,43,0,0.00011,156,76086.725,0.000682,43
1085,0.047682,0.0,0.521925,10.945957,0.0,0.0,0.0,0.0,0.0,10.388,13.357444,204.45965,1071,14,0.987097,102900011008485,芥菜,花叶类,51.735,14,0,0.00011,157,198520.978,0.000261,59
1085,0.046834,0.0,0.40677,8.685348,0.0,0.0,0.0,0.0,0.0,6.211,10.889458,133.534134,1062,23,0.978802,102900011018132,野生粉藕,水生根茎类,50.815,23,0,0.000108,158,40581.353,0.001252,13
1085,0.041707,0.0,0.15785,3.784749,0.0,0.0,0.0,0.0,0.3558,1.239,4.533526,22.471291,989,96,0.911521,102900011002414,田七,花叶类,45.252,96,0,9.6e-05,159,198520.978,0.000228,60
1085,0.041475,0.0,0.342465,8.2572,0.0,0.0,0.0,0.0,0.0,6.0,11.438592,155.420821,1061,24,0.97788,102900011036242,青红尖椒组合装(份),辣椒类,45.0,24,0,9.6e-05,160,91588.629,0.000491,33
1085,0.037788,0.0,0.815809,21.589101,0.0,0.0,0.0,0.0,0.0,26.0,30.059092,949.671203,1078,7,0.993548,102900011032282,襄甜红菜苔(袋),花叶类,41.0,7,0,8.7e-05,161,198520.978,0.000207,61
1085,0.037535,0.0,0.341755,9.104849,0.0,0.0,0.0,0.0,0.0,4.872,10.698289,123.230509,1067,18,0.98341,102900051009220,油菜苔,花叶类,40.726,18,0,8.6e-05,162,198520.978,0.000205,62
1085,0.036866,0.0,0.224277,6.083511,0.0,0.0,0.0,0.0,0.0,3.0,7.202482,61.002429,1052,33,0.969585,102900011032176,紫苏(份),花叶类,40.0,33,0,8.5e-05,163,198520.978,0.000201,63
1085,0.036866,0.0,0.463149,12.56291,0.0,0.0,0.0,0.0,0.0,12.0,18.942487,436.155687,1073,12,0.98894,102900011034569,洪湖莲藕(脆藕),水生根茎类,40.0,12,0,8.5e-05,164,40581.353,0.000986,14
1085,0.036845,0.0,0.157603,4.277453,0.0,0.0,0.0,0.0,0.3046,1.734,5.491839,36.101948,1003,82,0.924424,102900051009336,虫草花,食用菌,39.977,82,0,8.5e-05,165,76086.725,0.000525,44
1085,0.031336,0.0,0.259389,8.27757,-1.0,0.0,0.0,0.0,0.0,4.0,10.650003,137.225123,1060,24,0.976959,102900011030608,牛排菇(盒),食用菌,34.0,24,1,7.2e-05,166,76086.725,0.000447,45
1085,0.031251,0.0,0.287894,9.212419,0.0,0.0,0.0,0.0,0.0,4.609,11.454536,145.830776,1065,20,0.981567,102900011028407,余干椒,辣椒类,33.907,20,0,7.2e-05,167,91588.629,0.00037,34
1085,0.027903,0.0,0.547871,19.634676,0.0,0.0,0.0,0.0,0.0,12.957,20.592762,437.89258,1082,3,0.997235,102900011022924,青菜苔,花叶类,30.275,3,0,6.4e-05,168,198520.978,0.000153,64
1085,0.027808,0.0,0.126131,4.535729,0.0,0.0,0.0,0.0,0.169,1.48,6.231623,47.432433,1001,84,0.922581,102900011007464,紫苏,花叶类,30.172,84,0,6.4e-05,169,198520.978,0.000152,65
1085,0.026728,0.0,0.192634,7.207166,0.0,0.0,0.0,0.0,0.0,2.0,7.98432,68.551511,1062,23,0.978802,102900011031216,冰草(盒),花叶类,29.0,23,0,6.2e-05,170,198520.978,0.000146,66
1085,0.02636,0.0,0.188723,7.15935,0.0,0.0,0.0,0.0,0.0,2.684,8.772484,86.145954,1054,31,0.971429,102900011032589,鱼腥草,花叶类,28.601,31,0,6.1e-05,171,198520.978,0.000144,67
1085,0.026333,0.0,0.176645,6.708184,0.0,0.0,0.0,0.0,0.0,1.818,7.439087,57.522395,1055,30,0.97235,102900011029305,水果辣椒,辣椒类,28.571,30,0,6.1e-05,172,91588.629,0.000312,35
1085,0.0263,0.0,0.15563,5.917578,0.0,0.0,0.0,0.0,0.0,1.963,7.361215,61.73625,1044,41,0.962212,102900011032626,鲜木耳(2),食用菌,28.535,41,0,6.1e-05,173,76086.725,0.000375,46
1085,0.025542,0.0,0.181575,7.108903,0.0,0.0,0.0,0.0,0.0,2.746,9.338242,103.210663,1053,32,0.970507,102900011000861,红线椒,辣椒类,27.713,32,1,5.9e-05,174,91588.629,0.000303,36
1085,0.024905,0.0,0.130967,5.258655,0.0,0.0,0.0,0.0,0.0,1.482,6.646999,51.112773,1032,53,0.951152,102900051010790,紫贝菜,花叶类,27.022,53,0,5.7e-05,175,198520.978,0.000136,68
1085,0.024885,0.0,0.167266,6.721621,0.0,0.0,0.0,0.0,0.0,2.0,7.251712,57.704852,1060,25,0.976959,102900011036686,木耳菜(份),花叶类,27.0,25,0,5.7e-05,176,198520.978,0.000136,69
1085,0.023041,0.0,0.349517,15.16905,0.0,0.0,0.0,0.0,0.0,10.0,23.589895,633.750764,1074,11,0.989862,102900011021644,洪山菜苔,花叶类,25.0,11,0,5.3e-05,177,198520.978,0.000126,70
1085,0.023038,0.0,0.200547,8.70515,0.0,0.0,0.0,0.0,0.0,4.021,12.188311,185.180567,1063,22,0.979724,102900011033081,春菜,花叶类,24.996,22,0,5.3e-05,178,198520.978,0.000126,71
1085,0.020276,0.0,0.264006,13.020298,0.0,0.0,0.0,0.0,0.0,5.0,14.736123,231.481319,1077,8,0.992627,102900005117353,白玉菇(1),食用菌,22.0,8,0,4.7e-05,179,76086.725,0.000289,47
1085,0.019355,0.0,0.282636,14.602882,0.0,0.0,0.0,0.0,0.0,7.0,18.337108,388.334288,1078,7,0.993548,102900011024010,鲜藕带(袋),水生根茎类,21.0,7,0,4.5e-05,180,40581.353,0.000517,15
1085,0.017156,0.0,0.396363,23.103775,0.0,0.0,0.0,0.0,0.0,10.432,23.910814,580.951788,1082,3,0.997235,102900051006229,藕尖,水生根茎类,18.614,3,0,4e-05,181,40581.353,0.000459,16
1085,0.016984,0.0,0.294563,17.34321,0.0,0.0,0.0,0.0,0.0,6.23,18.286899,343.093726,1081,4,0.996313,102900005115816,南瓜尖,花叶类,18.428,4,0,3.9e-05,182,198520.978,9.3e-05,72
1085,0.01659,0.0,0.191376,11.535739,0.0,0.0,0.0,0.0,0.0,4.0,13.979502,227.207063,1075,10,0.990783,102900011031735,七彩椒(份),辣椒类,18.0,10,0,3.8e-05,183,91588.629,0.000197,37
1085,0.015625,0.0,0.103427,6.619402,0.0,0.0,0.0,0.0,0.0,1.349,8.397152,81.80748,1052,33,0.969585,102900011032640,姬菇(2),食用菌,16.953,33,0,3.6e-05,184,76086.725,0.000223,48
1085,0.015511,0.0,0.26376,17.005145,0.0,0.0,0.0,0.0,0.0,5.081,17.631843,316.098265,1081,4,0.996313,102900011027462,奶白菜苗,花叶类,16.829,4,0,3.6e-05,185,198520.978,8.5e-05,73
1085,0.015242,0.0,0.289427,18.988293,0.0,0.0,0.0,0.0,0.0,7.199,20.883534,459.112932,1081,4,0.996313,102900011035849,大白菜秧,花叶类,16.538,4,0,3.5e-05,186,198520.978,8.3e-05,74
1085,0.015057,0.0,0.167891,11.150262,0.0,0.0,0.0,0.0,0.0,4.055,16.68305,342.594818,1068,17,0.984332,102900011006955,冰草,花叶类,16.337,17,0,3.5e-05,187,198520.978,8.2e-05,75
1085,0.014642,0.0,0.15112,10.320702,0.0,0.0,0.0,0.0,0.0,2.588,12.016076,159.29578,1071,14,0.987097,102900011008676,荠菜,花叶类,15.887,14,0,3.4e-05,188,198520.978,8e-05,76
1085,0.013556,0.0,0.129818,9.57658,0.0,0.0,0.0,0.0,0.0,2.513,12.423225,182.416764,1068,17,0.984332,102900011011669,秀珍菇,食用菌,14.708,17,0,3.1e-05,189,76086.725,0.000193,49
1085,0.013112,0.0,0.128316,9.785834,0.0,0.0,0.0,0.0,0.0,3.013,15.46926,305.517993,1066,19,0.982488,102900011008133,丝瓜尖,花叶类,14.227,19,0,3e-05,190,198520.978,7.2e-05,77
1085,0.012213,0.0,0.118294,9.686,0.0,0.0,0.0,0.0,0.0,1.578,10.935221,125.486857,1070,15,0.986175,102900011000632,紫白菜(1),花菜类,13.251,15,0,2.8e-05,191,41766.451,0.000317,4
1085,0.011982,0.0,0.15139,12.635272,0.0,0.0,0.0,0.0,0.0,3.0,14.411716,227.247745,1077,8,0.992627,102900011031759,红灯笼椒(份),辣椒类,13.0,8,0,2.8e-05,192,91588.629,0.000142,38
1085,0.011982,0.0,0.216574,18.075596,0.0,0.0,0.0,0.0,0.0,5.0,19.576548,398.671661,1081,4,0.996313,102900011036068,菌蔬四宝(份),食用菌,13.0,4,0,2.8e-05,193,76086.725,0.000171,50
1085,0.011923,0.0,0.085021,7.131099,0.0,0.0,0.0,0.0,0.0,1.203,9.541267,104.559808,1052,33,0.969585,102900011008515,面条菜,花叶类,12.936,33,0,2.7e-05,194,198520.978,6.5e-05,78
1085,0.010505,0.0,0.172404,16.411477,0.0,0.0,0.0,0.0,0.0,4.561,20.949621,495.413406,1079,6,0.99447,102900011035962,野藕(2),水生根茎类,11.398,6,0,2.4e-05,195,40581.353,0.000281,17
1085,0.009688,0.0,0.185512,19.147662,0.0,0.0,0.0,0.0,0.0,4.874,21.971359,517.666874,1081,4,0.996313,102900011026618,艾蒿,花叶类,10.512,4,0,2.2e-05,196,198520.978,5.3e-05,79
1085,0.009217,0.0,0.135518,14.703716,0.0,0.0,0.0,0.0,0.0,3.0,16.877239,311.393991,1079,6,0.99447,102900011032114,荸荠(份),水生根茎类,10.0,6,0,2.1e-05,197,40581.353,0.000246,18
1085,0.009217,0.0,0.14851,16.113327,0.0,0.0,0.0,0.0,0.0,3.0,17.871896,335.777031,1080,5,0.995392,102900011026793,杏鲍菇(250克),食用菌,10.0,5,0,2.1e-05,198,76086.725,0.000131,51
1085,0.009217,0.0,0.196622,21.333529,0.0,0.0,0.0,0.0,0.0,6.0,27.336787,807.360338,1081,4,0.996313,102900011031841,双孢菇(份),食用菌,10.0,4,0,2.1e-05,199,76086.725,0.000131,52
1085,0.008646,0.0,0.284796,32.939338,0.0,0.0,0.0,0.0,0.0,9.381,32.939338,1085.0,1084,1,0.999078,102900011034316,芝麻苋菜,花叶类,9.381,1,0,2e-05,200,198520.978,4.7e-05,80
1085,0.008571,0.0,0.081855,9.549778,0.0,0.0,0.0,0.0,0.0,1.375,12.826956,186.078627,1065,20,0.981567,102900011033173,槐花,花叶类,9.3,20,0,2e-05,201,198520.978,4.7e-05,81
1085,0.008516,0.0,0.117229,13.765527,0.0,0.0,0.0,0.0,0.0,2.509,16.459507,292.4115,1075,10,0.990783,102900011033968,西峡花菇(2),食用菌,9.24,10,0,2e-05,202,76086.725,0.000121,53
1085,0.007808,0.0,0.157987,20.233277,0.0,0.0,0.0,0.0,0.0,4.883,27.852895,842.23707,1080,5,0.995392,102900011027615,菊花油菜,花叶类,8.472,5,0,1.8e-05,203,198520.978,4.3e-05,82
1085,0.007373,0.0,0.14227,19.295385,0.0,0.0,0.0,0.0,0.0,4.0,23.594041,612.464145,1081,4,0.996313,106971563780002,鲜粽叶(袋)(2),花叶类,8.0,4,0,1.7e-05,204,198520.978,4e-05,83
1085,0.007373,0.0,0.135631,18.394955,0.0,0.0,0.0,0.0,0.0,3.0,20.58,442.03682,1081,4,0.996313,102900011034705,菌菇火锅套餐(份),食用菌,8.0,4,0,1.7e-05,205,76086.725,0.000105,54
1085,0.007058,0.0,0.101163,14.332989,0.0,0.0,0.0,0.0,0.0,2.525,18.741,404.745516,1077,8,0.992627,102900011000335,紫圆茄,茄类,7.658,8,0,1.6e-05,206,22431.782,0.000341,9
1085,0.006975,0.0,0.049562,7.1055,0.0,0.0,0.0,0.0,0.0,0.746,9.141263,96.317583,1054,31,0.971429,102900011007471,薄荷叶,花叶类,7.568,31,0,1.6e-05,207,198520.978,3.8e-05,84
1085,0.006894,0.0,0.168665,24.465376,0.0,0.0,0.0,0.0,0.0,4.947,26.327419,726.358567,1083,2,0.998157,102900011008492,大芥兰,花叶类,7.48,2,0,1.6e-05,208,198520.978,3.8e-05,85
1085,0.006452,0.0,0.09089,14.08789,0.0,0.0,0.0,0.0,0.0,2.0,15.788239,277.916395,1079,6,0.99447,102900011030615,猪肚菇(盒),食用菌,7.0,6,0,1.5e-05,209,76086.725,9.2e-05,55
1085,0.006452,0.0,0.09089,14.08789,0.0,0.0,0.0,0.0,0.0,2.0,15.788239,277.916395,1079,6,0.99447,106931885000035,绣球菌,食用菌,7.0,6,0,1.5e-05,210,76086.725,9.2e-05,56
1085,0.006307,0.0,0.083324,13.211588,0.0,0.0,0.0,0.0,0.0,1.965,17.387885,346.342417,1075,10,0.990783,102900011029299,紫螺丝椒,辣椒类,6.843,10,0,1.5e-05,211,91588.629,7.5e-05,39
1085,0.006085,0.0,0.073886,12.142741,0.0,0.0,0.0,0.0,0.0,1.585,14.830077,252.700641,1075,10,0.990783,102900011021699,牛排菇,食用菌,6.602,10,0,1.4e-05,212,76086.725,8.7e-05,57
1085,0.005825,0.0,0.075551,12.970466,0.0,0.0,0.0,0.0,0.0,1.455,15.036847,245.612015,1077,8,0.992627,102900011026502,鲜粽子叶,花叶类,6.32,8,0,1.3e-05,213,198520.978,3.2e-05,86
1085,0.005538,0.0,0.067348,12.160519,0.0,0.0,0.0,0.0,0.0,1.395,14.285719,231.242351,1076,9,0.991705,102900011034323,鲜粽叶,花叶类,6.009,9,0,1.3e-05,214,198520.978,3e-05,87
1085,0.00553,0.0,0.105069,18.999984,0.0,0.0,0.0,0.0,0.0,3.0,23.745582,631.331265,1081,4,0.996313,102900011031742,灯笼椒(份),辣椒类,6.0,4,0,1.3e-05,215,91588.629,6.6e-05,40
1085,0.005341,0.0,0.053075,9.93721,0.0,0.0,0.0,0.0,0.0,1.104,13.597628,222.960088,1069,16,0.985253,102900011012871,黑皮鸡枞菌,食用菌,5.795,16,0,1.2e-05,216,76086.725,7.6e-05,58
1085,0.004608,0.0,0.067759,14.703716,0.0,0.0,0.0,0.0,0.0,1.0,14.649157,212.990411,1080,5,0.995392,102900011030561,赤松茸(盒),食用菌,5.0,5,0,1.1e-05,217,76086.725,6.6e-05,59
1085,0.004591,0.0,0.13087,28.507059,0.0,0.0,0.0,0.0,0.0,4.283,32.326427,1056.694489,1082,3,0.997235,102900011033999,圆茄子(1),茄类,4.981,3,0,1.1e-05,218,22431.782,0.000222,10
1085,0.0039,0.0,0.041796,10.715718,0.0,0.0,0.0,0.0,0.0,0.936,15.818387,296.725611,1067,18,0.98341,102900011007495,蒲公英,花叶类,4.232,18,0,9e-06,219,198520.978,2.1e-05,88
1085,0.003687,0.0,0.074306,20.15563,0.0,0.0,0.0,0.0,0.0,2.0,22.377177,540.216752,1082,3,0.997235,102900011030622,黑牛肝菌(盒),食用菌,4.0,3,0,8e-06,220,76086.725,5.3e-05,60
1085,0.003687,0.0,0.074306,20.15563,0.0,0.0,0.0,0.0,0.0,2.0,22.377177,540.216752,1082,3,0.997235,102900011030639,黑皮鸡枞菌(盒),食用菌,4.0,3,0,8e-06,221,76086.725,5.3e-05,61
1085,0.003124,0.0,0.031955,10.227614,0.0,0.0,0.0,0.0,0.0,0.649,13.340329,212.661821,1071,14,0.987097,102900011015384,马兰头,花叶类,3.39,14,0,7e-06,222,198520.978,1.7e-05,89
1085,0.002765,0.0,0.091077,32.939338,0.0,0.0,0.0,0.0,0.0,3.0,32.939338,1085.0,1084,1,0.999078,102900011030400,洪山菜薹珍品手提袋,花叶类,3.0,1,0,6e-06,223,198520.978,1.5e-05,90
1085,0.002765,0.0,0.052535,18.999984,0.0,0.0,0.0,0.0,0.0,1.0,18.964799,358.324098,1082,3,0.997235,102900011030417,洪山菜薹莲藕拼装礼盒,花叶类,3.0,3,0,6e-06,224,198520.978,1.5e-05,91
1085,0.002765,0.0,0.052535,18.999984,0.0,0.0,0.0,0.0,0.0,1.0,18.964799,358.324098,1082,3,0.997235,102900011008577,猴头菇,食用菌,3.0,3,0,6e-06,225,76086.725,3.9e-05,62
1085,0.002765,0.0,0.052535,18.999984,0.0,0.0,0.0,0.0,0.0,1.0,18.964799,358.324098,1082,3,0.997235,102900011034538,花菇(一人份),食用菌,3.0,3,0,6e-06,226,76086.725,3.9e-05,63
1085,0.002765,0.0,0.067859,24.542472,0.0,0.0,0.0,0.0,0.0,2.0,26.49606,736.324063,1083,2,0.998157,102900011036266,鹿茸菇(盒),食用菌,3.0,2,0,6e-06,227,76086.725,3.9e-05,64
1085,0.00266,0.0,0.069237,26.030013,0.0,0.0,0.0,0.0,0.0,2.164,29.150128,888.652091,1083,2,0.998157,102900011029688,双沟白菜,花叶类,2.886,2,0,6e-06,228,198520.978,1.5e-05,92
1085,0.002201,0.0,0.045094,20.488587,0.0,0.0,0.0,0.0,0.0,1.165,22.330142,522.370872,1082,3,0.997235,102900011021675,赤松茸,食用菌,2.388,3,0,5e-06,229,76086.725,3.1e-05,65
1085,0.00205,0.0,0.019277,9.404448,0.0,0.0,0.0,0.0,0.0,0.307,10.40471,117.293509,1071,14,0.987097,102900011032480,白蒿,花叶类,2.224,14,0,5e-06,230,198520.978,1.1e-05,93
1085,0.001843,0.0,0.042914,23.280884,0.0,0.0,0.0,0.0,0.0,1.0,23.259347,539.992608,1083,2,0.998157,106931885000356,绣球菌(袋),食用菌,2.0,2,0,4e-06,231,76086.725,2.6e-05,66
1085,0.001675,0.0,0.02531,15.11361,0.0,0.0,0.0,0.0,0.0,0.496,15.84857,260.991348,1080,5,0.995392,102900005116905,青杭椒(1),辣椒类,1.817,5,0,4e-06,232,91588.629,2e-05,41
1085,0.001644,0.0,0.027031,16.439911,0.0,0.0,0.0,0.0,0.0,0.67,19.912333,432.726989,1079,6,0.99447,102900005128748,黄花菜,花叶类,1.784,6,0,4e-06,233,198520.978,9e-06,94
1085,0.001617,0.0,0.04462,27.601099,0.0,0.0,0.0,0.0,0.0,1.435,30.971984,987.280433,1083,2,0.998157,102900011029275,紫尖椒,辣椒类,1.754,2,0,4e-06,234,91588.629,1.9e-05,42
1085,0.00112,0.0,0.023323,20.827557,0.0,0.0,0.0,0.0,0.0,0.584,22.449012,518.757081,1082,3,0.997235,102900011010563,鸡枞菌,食用菌,1.215,3,0,3e-06,235,76086.725,1.6e-05,67
1085,0.001063,0.0,0.035004,32.939338,0.0,0.0,0.0,0.0,0.0,1.153,32.939338,1085.0,1084,1,0.999078,102900011033586,绿牛油,花叶类,1.153,1,0,2e-06,236,198520.978,6e-06,95
1085,0.000999,0.0,0.021593,21.612871,0.0,0.0,0.0,0.0,0.0,0.638,25.736523,720.28856,1082,3,0.997235,102900011011058,黑牛肝菌,食用菌,1.084,3,0,2e-06,237,76086.725,1.4e-05,68
1085,0.000922,0.0,0.030359,32.939338,0.0,0.0,0.0,0.0,0.0,1.0,32.939338,1085.0,1084,1,0.999078,102900011023075,活体银耳,食用菌,1.0,1,0,2e-06,238,76086.725,1.3e-05,69
1085,0.000922,0.0,0.030359,32.939338,0.0,0.0,0.0,0.0,0.0,1.0,32.939338,1085.0,1084,1,0.999078,102900011031858,金针菇(份),食用菌,1.0,1,0,2e-06,239,76086.725,1.3e-05,70
1085,0.000922,0.0,0.030359,32.939338,0.0,0.0,0.0,0.0,0.0,1.0,32.939338,1085.0,1084,1,0.999078,106973223300667,虫草花(盒)(2),食用菌,1.0,1,0,2e-06,240,76086.725,1.3e-05,71
1085,0.000869,0.0,0.028628,32.939338,0.0,0.0,0.0,0.0,0.0,0.943,32.939338,1085.0,1084,1,0.999078,102900011015391,甘蓝叶,花叶类,0.943,1,0,2e-06,241,198520.978,5e-06,96
1085,0.000629,0.0,0.020705,32.939338,0.0,0.0,0.0,0.0,0.0,0.682,32.939338,1085.0,1084,1,0.999078,102900011033531,红珊瑚(粗叶),花叶类,0.682,1,0,1e-06,242,198520.978,3e-06,97
