sales_date,date_has_records,category_code,category_name,category_has_records,sales_qty_kg,return_qty_kg,net_sales_kg,transaction_rows,sales_rows,return_rows,active_product_count
2021-01-07,1,1011010101,花叶类,1,161.628,0.0,161.628,251,251,0,15
2021-01-07,1,1011010201,花菜类,1,42.427,0.0,42.427,85,85,0,2
2021-01-07,1,1011010402,水生根茎类,1,54.723,0.0,54.723,71,71,0,3
2021-01-07,1,1011010501,茄类,1,12.56,0.0,12.56,25,25,0,2
2021-01-07,1,1011010504,辣椒类,1,50.183,0.0,50.183,150,150,0,10
2021-01-07,1,1011010801,食用菌,1,96.002,0.0,96.002,230,230,0,14
2021-01-08,1,1011010101,花叶类,1,234.462,0.0,234.462,330,330,0,15
2021-01-08,1,1011010201,花菜类,1,29.703,0.0,29.703,67,67,0,2
2021-01-08,1,1011010402,水生根茎类,1,53.904,0.0,53.904,70,70,0,3
2021-01-08,1,1011010501,茄类,1,12.049,0.0,12.049,30,30,0,2
2021-01-08,1,1011010504,辣椒类,1,37.342,0.0,37.342,127,127,0,10
2021-01-08,1,1011010801,食用菌,1,90.415,0.0,90.415,194,194,0,15
2021-01-09,1,1011010101,花叶类,1,233.427,0.0,233.427,387,387,0,14
2021-01-09,1,1011010201,花菜类,1,47.188,0.0,47.188,108,108,0,2
2021-01-09,1,1011010402,水生根茎类,1,90.49,0.0,90.49,111,111,0,3
2021-01-09,1,1011010501,茄类,1,17.965,0.0,17.965,43,43,0,2
2021-01-09,1,1011010504,辣椒类,1,78.498,0.0,78.498,235,235,0,9
2021-01-09,1,1011010801,食用菌,1,129.833,0.0,129.833,283,283,0,15
2021-01-10,1,1011010101,花叶类,1,250.645,0.0,250.645,368,368,0,14
2021-01-10,1,1011010201,花菜类,1,57.696,0.0,57.696,117,117,0,2
2021-01-10,1,1011010402,水生根茎类,1,79.563,0.0,79.563,98,98,0,3
2021-01-10,1,1011010501,茄类,1,23.755,0.0,23.755,52,52,0,2
2021-01-10,1,1011010504,辣椒类,1,68.365,0.0,68.365,214,214,0,10
2021-01-10,1,1011010801,食用菌,1,137.986,0.0,137.986,299,299,0,16
2021-01-11,1,1011010101,花叶类,1,182.204,0.0,182.204,261,261,0,14
2021-01-11,1,1011010201,花菜类,1,28.862,0.0,28.862,63,63,0,2
2021-01-11,1,1011010402,水生根茎类,1,47.911,0.0,47.911,57,57,0,3
2021-01-11,1,1011010501,茄类,1,15.841,0.0,15.841,32,32,0,2
2021-01-11,1,1011010504,辣椒类,1,46.768,0.0,46.768,149,149,0,10
2021-01-11,1,1011010801,食用菌,1,81.67,0.0,81.67,172,172,0,14
2021-01-12,1,1011010101,花叶类,1,173.449,0.0,173.449,229,229,0,12
2021-01-12,1,1011010201,花菜类,1,18.847,0.0,18.847,45,45,0,2
2021-01-12,1,1011010402,水生根茎类,1,55.595,0.0,55.595,68,68,0,3
2021-01-12,1,1011010501,茄类,1,6.304,0.0,6.304,17,17,0,1
2021-01-12,1,1011010504,辣椒类,1,35.595,0.0,35.595,116,116,0,8
2021-01-12,1,1011010801,食用菌,1,73.283,0.0,73.283,167,167,0,15
2021-01-13,1,1011010101,花叶类,1,172.101,0.0,172.101,261,261,0,14
2021-01-13,1,1011010201,花菜类,1,25.301,0.0,25.301,64,64,0,2
2021-01-13,1,1011010402,水生根茎类,1,40.616,0.0,40.616,56,56,0,3
2021-01-13,1,1011010501,茄类,0,0.0,0.0,0.0,0,0,0,0
2021-01-13,1,1011010504,辣椒类,1,37.065,0.0,37.065,106,106,0,10
2021-01-13,1,1011010801,食用菌,1,76.684,0.0,76.684,178,178,0,13
2021-01-14,1,1011010101,花叶类,1,148.947,0.0,148.947,218,218,0,13
2021-01-14,1,1011010201,花菜类,1,34.119,0.0,34.119,68,68,0,2
2021-01-14,1,1011010402,水生根茎类,1,43.51,0.0,43.51,55,55,0,3
2021-01-14,1,1011010501,茄类,1,18.643,0.0,18.643,35,35,0,2
2021-01-14,1,1011010504,辣椒类,1,39.296,0.0,39.296,121,121,0,10
2021-01-14,1,1011010801,食用菌,1,75.963,0.0,75.963,167,167,0,14
2021-01-15,1,1011010101,花叶类,1,171.213,0.0,171.213,254,254,0,13
2021-01-15,1,1011010201,花菜类,1,30.979,0.0,30.979,70,70,0,2
2021-01-15,1,1011010402,水生根茎类,1,51.428,0.0,51.428,60,60,0,3
2021-01-15,1,1011010501,茄类,1,14.644,0.0,14.644,33,33,0,2
2021-01-15,1,1011010504,辣椒类,1,39.211,0.0,39.211,126,126,0,9
2021-01-15,1,1011010801,食用菌,1,101.383,0.0,101.383,219,219,0,15
2021-01-16,1,1011010101,花叶类,1,252.825,0.0,252.825,392,392,0,13
2021-01-16,1,1011010201,花菜类,1,45.807,0.0,45.807,101,101,0,2
2021-01-16,1,1011010402,水生根茎类,1,82.624,0.0,82.624,98,98,0,3
2021-01-16,1,1011010501,茄类,1,20.109,0.0,20.109,47,47,0,2
2021-01-16,1,1011010504,辣椒类,1,76.174,0.0,76.174,228,228,0,10
2021-01-16,1,1011010801,食用菌,1,150.015,0.0,150.015,323,323,0,15
2021-01-17,1,1011010101,花叶类,1,228.991,0.0,228.991,354,354,0,14
2021-01-17,1,1011010201,花菜类,1,45.21,0.0,45.21,93,93,0,3
2021-01-17,1,1011010402,水生根茎类,1,67.482,0.0,67.482,74,74,0,3
2021-01-17,1,1011010501,茄类,1,24.613,0.0,24.613,52,52,0,2
2021-01-17,1,1011010504,辣椒类,1,74.534,0.0,74.534,235,235,0,10
2021-01-17,1,1011010801,食用菌,1,141.492,0.0,141.492,295,295,0,16
2021-01-18,1,1011010101,花叶类,1,167.119,0.0,167.119,302,302,0,16
2021-01-18,1,1011010201,花菜类,1,33.17,0.0,33.17,72,72,0,2
2021-01-18,1,1011010402,水生根茎类,1,48.095,0.0,48.095,58,58,0,3
2021-01-18,1,1011010501,茄类,1,10.266,0.0,10.266,25,25,0,2
2021-01-18,1,1011010504,辣椒类,1,48.166,0.0,48.166,149,149,0,10
2021-01-18,1,1011010801,食用菌,1,72.532,0.0,72.532,167,167,0,15
2021-01-19,1,1011010101,花叶类,1,216.055,0.0,216.055,278,278,0,15
2021-01-19,1,1011010201,花菜类,1,33.818,0.0,33.818,71,71,0,3
2021-01-19,1,1011010402,水生根茎类,1,42.265,0.0,42.265,60,60,0,3
2021-01-19,1,1011010501,茄类,1,9.304,0.0,9.304,22,22,0,2
2021-01-19,1,1011010504,辣椒类,1,50.827,0.0,50.827,155,155,0,9
2021-01-19,1,1011010801,食用菌,1,74.431,0.0,74.431,165,165,0,16
2021-01-20,1,1011010101,花叶类,1,197.824,0.0,197.824,329,329,0,15
2021-01-20,1,1011010201,花菜类,1,33.627,0.0,33.627,75,75,0,3
2021-01-20,1,1011010402,水生根茎类,1,44.546,0.0,44.546,62,62,0,3
2021-01-20,1,1011010501,茄类,1,19.321,0.0,19.321,38,38,0,2
2021-01-20,1,1011010504,辣椒类,1,51.058,0.0,51.058,150,150,0,9
2021-01-20,1,1011010801,食用菌,1,90.131,0.0,90.131,216,216,0,16
2021-01-21,1,1011010101,花叶类,1,219.93,0.0,219.93,320,320,0,15
2021-01-21,1,1011010201,花菜类,1,27.553,0.0,27.553,66,66,0,3
2021-01-21,1,1011010402,水生根茎类,1,48.089,0.0,48.089,63,63,0,3
2021-01-21,1,1011010501,茄类,1,23.411,0.0,23.411,44,44,0,2
2021-01-21,1,1011010504,辣椒类,1,57.724,0.0,57.724,175,175,0,10
2021-01-21,1,1011010801,食用菌,1,63.013,0.0,63.013,142,142,0,16
2021-01-22,1,1011010101,花叶类,1,218.136,0.0,218.136,345,345,0,16
2021-01-22,1,1011010201,花菜类,1,32.636,0.0,32.636,68,68,0,2
2021-01-22,1,1011010402,水生根茎类,1,48.728,0.0,48.728,64,64,0,3
2021-01-22,1,1011010501,茄类,1,12.333,0.0,12.333,28,28,0,2
2021-01-22,1,1011010504,辣椒类,1,54.45,0.0,54.45,161,161,0,8
2021-01-22,1,1011010801,食用菌,1,88.796,0.0,88.796,187,187,0,15
2021-01-23,1,1011010101,花叶类,1,214.815,0.0,214.815,354,354,0,15
2021-01-23,1,1011010201,花菜类,1,48.218,0.0,48.218,110,110,0,3
2021-01-23,1,1011010402,水生根茎类,1,66.893,0.0,66.893,90,90,0,3
2021-01-23,1,1011010501,茄类,1,20.333,0.0,20.333,43,43,0,2
2021-01-23,1,1011010504,辣椒类,1,87.038,0.0,87.038,222,222,0,8
2021-01-23,1,1011010801,食用菌,1,117.521,0.0,117.521,251,251,0,16
2021-01-24,1,1011010101,花叶类,1,350.342,0.0,350.342,535,535,0,16
2021-01-24,1,1011010201,花菜类,1,56.086,0.0,56.086,124,124,0,3
2021-01-24,1,1011010402,水生根茎类,1,88.664,0.0,88.664,116,116,0,3
2021-01-24,1,1011010501,茄类,1,23.807,0.0,23.807,53,53,0,2
2021-01-24,1,1011010504,辣椒类,1,99.115,0.0,99.115,277,277,0,8
2021-01-24,1,1011010801,食用菌,1,127.934,0.0,127.934,272,272,0,16
2021-01-25,1,1011010101,花叶类,1,224.149,0.0,224.149,354,354,0,16
2021-01-25,1,1011010201,花菜类,1,34.554,0.0,34.554,78,78,0,2
2021-01-25,1,1011010402,水生根茎类,1,86.892,0.0,86.892,103,103,0,3
2021-01-25,1,1011010501,茄类,1,20.041,0.0,20.041,43,43,0,2
2021-01-25,1,1011010504,辣椒类,1,68.681,0.0,68.681,200,200,0,8
2021-01-25,1,1011010801,食用菌,1,79.116,0.0,79.116,197,197,0,15
2021-01-26,1,1011010101,花叶类,1,215.643,0.0,215.643,340,340,0,17
2021-01-26,1,1011010201,花菜类,1,36.857,0.0,36.857,78,78,0,3
2021-01-26,1,1011010402,水生根茎类,1,59.222,0.0,59.222,79,79,0,3
2021-01-26,1,1011010501,茄类,1,16.078,0.0,16.078,36,36,0,2
2021-01-26,1,1011010504,辣椒类,1,57.954,0.0,57.954,167,167,0,8
2021-01-26,1,1011010801,食用菌,1,101.362,0.0,101.362,216,216,0,15
2021-01-27,1,1011010101,花叶类,1,208.029,0.0,208.029,347,347,0,15
2021-01-27,1,1011010201,花菜类,1,50.986,0.0,50.986,113,113,0,3
2021-01-27,1,1011010402,水生根茎类,1,50.075,0.0,50.075,65,65,0,3
2021-01-27,1,1011010501,茄类,1,11.937,0.0,11.937,27,27,0,2
2021-01-27,1,1011010504,辣椒类,1,105.094,0.0,105.094,268,268,0,8
2021-01-27,1,1011010801,食用菌,1,108.756,0.0,108.756,241,241,0,14
2021-01-28,1,1011010101,花叶类,1,160.384,0.0,160.384,266,266,0,14
2021-01-28,1,1011010201,花菜类,1,47.788,0.0,47.788,104,104,0,2
2021-01-28,1,1011010402,水生根茎类,1,58.18,0.0,58.18,74,74,0,3
2021-01-28,1,1011010501,茄类,1,17.792,0.0,17.792,36,36,0,2
2021-01-28,1,1011010504,辣椒类,1,70.075,0.0,70.075,191,191,0,8
2021-01-28,1,1011010801,食用菌,1,80.927,0.0,80.927,180,180,0,17
2021-01-29,1,1011010101,花叶类,1,151.962,0.0,151.962,240,240,0,16
2021-01-29,1,1011010201,花菜类,1,56.588,0.0,56.588,121,121,0,3
2021-01-29,1,1011010402,水生根茎类,1,48.372,0.0,48.372,61,61,0,3
2021-01-29,1,1011010501,茄类,1,15.072,0.0,15.072,26,26,0,2
2021-01-29,1,1011010504,辣椒类,1,66.029,0.0,66.029,185,185,0,8
2021-01-29,1,1011010801,食用菌,1,69.324,0.0,69.324,165,165,0,15
2021-01-30,1,1011010101,花叶类,1,236.777,0.0,236.777,389,389,0,15
2021-01-30,1,1011010201,花菜类,1,63.124,0.0,63.124,126,126,0,2
2021-01-30,1,1011010402,水生根茎类,1,39.938,0.0,39.938,55,55,0,3
2021-01-30,1,1011010501,茄类,1,23.084,0.0,23.084,50,50,0,3
2021-01-30,1,1011010504,辣椒类,1,91.796,0.0,91.796,260,260,0,11
2021-01-30,1,1011010801,食用菌,1,94.904,0.0,94.904,225,225,0,17
2021-01-31,1,1011010101,花叶类,1,249.269,0.0,249.269,421,421,0,15
2021-01-31,1,1011010201,花菜类,1,37.907,0.0,37.907,84,84,0,2
2021-01-31,1,1011010402,水生根茎类,1,47.573,0.0,47.573,60,60,0,3
2021-01-31,1,1011010501,茄类,1,24.61,0.0,24.61,53,53,0,3
2021-01-31,1,1011010504,辣椒类,1,84.451,0.0,84.451,239,239,0,9
2021-01-31,1,1011010801,食用菌,1,104.054,0.0,104.054,232,232,0,16
2021-02-01,1,1011010101,花叶类,1,181.621,0.0,181.621,295,295,0,15
2021-02-01,1,1011010201,花菜类,1,25.144,0.0,25.144,51,51,0,2
2021-02-01,1,1011010402,水生根茎类,1,50.34,0.0,50.34,62,62,0,3
2021-02-01,1,1011010501,茄类,1,13.664,0.0,13.664,30,30,0,4
2021-02-01,1,1011010504,辣椒类,1,71.64,0.0,71.64,193,193,0,9
2021-02-01,1,1011010801,食用菌,1,69.564,0.0,69.564,170,170,0,15
2021-02-02,1,1011010101,花叶类,1,193.791,0.0,193.791,305,305,0,17
2021-02-02,1,1011010201,花菜类,1,41.328,0.0,41.328,93,93,0,2
2021-02-02,1,1011010402,水生根茎类,1,47.323,0.0,47.323,55,55,0,3
2021-02-02,1,1011010501,茄类,1,24.133,0.0,24.133,51,51,0,4
2021-02-02,1,1011010504,辣椒类,1,92.145,0.0,92.145,239,239,0,9
2021-02-02,1,1011010801,食用菌,1,88.048,0.0,88.048,197,197,0,14
2021-02-03,1,1011010101,花叶类,1,223.102,0.0,223.102,323,323,0,15
2021-02-03,1,1011010201,花菜类,1,84.615,0.0,84.615,171,171,0,2
2021-02-03,1,1011010402,水生根茎类,1,36.091,0.0,36.091,49,49,0,3
2021-02-03,1,1011010501,茄类,1,14.938,0.0,14.938,33,33,0,4
2021-02-03,1,1011010504,辣椒类,1,79.053,0.0,79.053,233,233,0,10
2021-02-03,1,1011010801,食用菌,1,91.564,0.0,91.564,202,202,0,14
2021-02-04,1,1011010101,花叶类,1,197.832,0.0,197.832,299,299,0,15
2021-02-04,1,1011010201,花菜类,1,69.983,0.0,69.983,142,142,0,2
2021-02-04,1,1011010402,水生根茎类,1,61.4,0.0,61.4,74,74,0,3
2021-02-04,1,1011010501,茄类,1,27.716,0.0,27.716,51,51,0,4
2021-02-04,1,1011010504,辣椒类,1,96.194,0.0,96.194,252,252,0,9
2021-02-04,1,1011010801,食用菌,1,111.069,0.0,111.069,232,232,0,16
2021-02-05,1,1011010101,花叶类,1,194.292,0.0,194.292,324,324,0,19
2021-02-05,1,1011010201,花菜类,1,58.169,0.0,58.169,113,113,0,2
2021-02-05,1,1011010402,水生根茎类,1,56.39,0.0,56.39,69,69,0,3
2021-02-05,1,1011010501,茄类,1,25.906,0.0,25.906,47,47,0,5
2021-02-05,1,1011010504,辣椒类,1,124.448,0.0,124.448,310,310,0,8
2021-02-05,1,1011010801,食用菌,1,95.222,0.0,95.222,217,217,0,12
2021-02-06,1,1011010101,花叶类,1,212.817,0.0,212.817,332,332,0,19
2021-02-06,1,1011010201,花菜类,1,75.497,0.0,75.497,151,151,0,2
2021-02-06,1,1011010402,水生根茎类,1,55.472,0.0,55.472,67,67,0,3
2021-02-06,1,1011010501,茄类,1,39.051,0.0,39.051,78,78,0,5
2021-02-06,1,1011010504,辣椒类,1,194.842,0.0,194.842,431,431,0,8
2021-02-06,1,1011010801,食用菌,1,119.696,0.0,119.696,249,249,0,14
2021-02-07,1,1011010101,花叶类,1,193.778,0.0,193.778,279,279,0,18
2021-02-07,1,1011010201,花菜类,1,53.682,0.0,53.682,112,112,0,2
2021-02-07,1,1011010402,水生根茎类,1,101.527,0.0,101.527,99,99,0,3
2021-02-07,1,1011010501,茄类,1,43.635,0.0,43.635,73,73,0,5
2021-02-07,1,1011010504,辣椒类,1,159.904,0.0,159.904,365,365,0,8
2021-02-07,1,1011010801,食用菌,1,147.812,0.0,147.812,299,299,0,15
2021-02-08,1,1011010101,花叶类,1,234.405,0.0,234.405,344,344,0,20
2021-02-08,1,1011010201,花菜类,1,122.215,0.0,122.215,213,213,0,2
2021-02-08,1,1011010402,水生根茎类,1,124.55,0.0,124.55,118,118,0,3
2021-02-08,1,1011010501,茄类,1,58.326,0.0,58.326,93,93,0,5
2021-02-08,1,1011010504,辣椒类,1,289.227,0.0,289.227,559,559,0,8
2021-02-08,1,1011010801,食用菌,1,240.205,0.0,240.205,420,420,0,13
2021-02-09,1,1011010101,花叶类,1,282.558,0.0,282.558,419,419,0,18
2021-02-09,1,1011010201,花菜类,1,139.056,0.0,139.056,235,235,0,3
2021-02-09,1,1011010402,水生根茎类,1,211.431,0.0,211.431,203,203,0,3
2021-02-09,1,1011010501,茄类,1,87.912,0.0,87.912,135,135,0,2
2021-02-09,1,1011010504,辣椒类,1,423.696,0.0,423.696,912,912,0,9
2021-02-09,1,1011010801,食用菌,1,326.993,0.0,326.993,597,597,0,14
2021-02-10,1,1011010101,花叶类,1,503.976,-4.128,499.848,769,768,1,17
2021-02-10,1,1011010201,花菜类,1,167.055,0.0,167.055,259,259,0,2
2021-02-10,1,1011010402,水生根茎类,1,296.792,0.0,296.792,296,296,0,4
2021-02-10,1,1011010501,茄类,1,118.931,0.0,118.931,188,188,0,3
2021-02-10,1,1011010504,辣椒类,1,505.888,0.0,505.888,1322,1322,0,13
2021-02-10,1,1011010801,食用菌,1,511.136,0.0,511.136,913,913,0,15
2021-02-11,0,1011010101,花叶类,0,,,,,,,
2021-02-11,0,1011010201,花菜类,0,,,,,,,
2021-02-11,0,1011010402,水生根茎类,0,,,,,,,
2021-02-11,0,1011010501,茄类,0,,,,,,,
2021-02-11,0,1011010504,辣椒类,0,,,,,,,
2021-02-11,0,1011010801,食用菌,0,,,,,,,
2021-02-12,0,1011010101,花叶类,0,,,,,,,
2021-02-12,0,1011010201,花菜类,0,,,,,,,
2021-02-12,0,1011010402,水生根茎类,0,,,,,,,
2021-02-12,0,1011010501,茄类,0,,,,,,,
2021-02-12,0,1011010504,辣椒类,0,,,,,,,
2021-02-12,0,1011010801,食用菌,0,,,,,,,
2021-02-13,1,1011010101,花叶类,1,243.485,0.0,243.485,382,382,0,13
2021-02-13,1,1011010201,花菜类,1,22.759,0.0,22.759,39,39,0,1
2021-02-13,1,1011010402,水生根茎类,1,50.0,0.0,50.0,50,50,0,1
2021-02-13,1,1011010501,茄类,1,28.967,0.0,28.967,51,51,0,1
2021-02-13,1,1011010504,辣椒类,1,104.485,0.0,104.485,335,335,0,11
2021-02-13,1,1011010801,食用菌,1,74.519,0.0,74.519,182,182,0,8
2021-02-14,1,1011010101,花叶类,1,195.74,0.0,195.74,323,323,0,15
2021-02-14,1,1011010201,花菜类,1,16.607,0.0,16.607,31,31,0,2
2021-02-14,1,1011010402,水生根茎类,1,65.073,0.0,65.073,80,80,0,3
2021-02-14,1,1011010501,茄类,1,25.06,0.0,25.06,49,49,0,1
2021-02-14,1,1011010504,辣椒类,1,116.812,0.0,116.812,399,399,0,11
2021-02-14,1,1011010801,食用菌,1,164.586,0.0,164.586,292,292,0,14
2021-02-15,1,1011010101,花叶类,1,300.13,0.0,300.13,483,483,0,13
2021-02-15,1,1011010201,花菜类,1,41.123,0.0,41.123,73,73,0,2
2021-02-15,1,1011010402,水生根茎类,1,68.394,0.0,68.394,88,88,0,4
2021-02-15,1,1011010501,茄类,1,39.655,0.0,39.655,72,72,0,1
2021-02-15,1,1011010504,辣椒类,1,168.272,0.0,168.272,496,496,0,9
2021-02-15,1,1011010801,食用菌,1,212.364,-1.619,210.745,383,381,2,16
2021-02-16,1,1011010101,花叶类,1,253.696,0.0,253.696,414,414,0,13
2021-02-16,1,1011010201,花菜类,1,40.493,0.0,40.493,82,82,0,2
2021-02-16,1,1011010402,水生根茎类,1,67.819,0.0,67.819,84,84,0,1
2021-02-16,1,1011010501,茄类,1,31.647,0.0,31.647,64,64,0,1
2021-02-16,1,1011010504,辣椒类,1,151.649,0.0,151.649,501,501,0,8
2021-02-16,1,1011010801,食用菌,1,174.61,0.0,174.61,300,300,0,15
2021-02-17,1,1011010101,花叶类,1,180.052,0.0,180.052,303,303,0,16
2021-02-17,1,1011010201,花菜类,1,33.589,0.0,33.589,70,70,0,2
2021-02-17,1,1011010402,水生根茎类,1,53.632,0.0,53.632,70,70,0,1
2021-02-17,1,1011010501,茄类,1,30.358,0.0,30.358,67,67,0,1
2021-02-17,1,1011010504,辣椒类,1,133.646,0.0,133.646,431,431,0,9
2021-02-17,1,1011010801,食用菌,1,144.793,0.0,144.793,282,282,0,15
2021-02-18,1,1011010101,花叶类,1,227.336,0.0,227.336,410,410,0,16
2021-02-18,1,1011010201,花菜类,1,56.001,0.0,56.001,106,106,0,2
2021-02-18,1,1011010402,水生根茎类,1,62.327,0.0,62.327,83,83,0,1
2021-02-18,1,1011010501,茄类,1,18.17,0.0,18.17,44,44,0,1
2021-02-18,1,1011010504,辣椒类,1,105.697,0.0,105.697,365,365,0,9
2021-02-18,1,1011010801,食用菌,1,130.174,0.0,130.174,259,259,0,16
2021-02-19,1,1011010101,花叶类,1,184.169,0.0,184.169,312,312,0,16
2021-02-19,1,1011010201,花菜类,1,47.197,0.0,47.197,103,103,0,2
2021-02-19,1,1011010402,水生根茎类,1,73.044,0.0,73.044,90,90,0,2
2021-02-19,1,1011010501,茄类,1,13.769,0.0,13.769,31,31,0,2
2021-02-19,1,1011010504,辣椒类,1,116.07,0.0,116.07,323,323,0,7
2021-02-19,1,1011010801,食用菌,1,92.327,0.0,92.327,165,165,0,13
2021-02-20,1,1011010101,花叶类,1,175.262,0.0,175.262,332,332,0,17
2021-02-20,1,1011010201,花菜类,1,39.445,0.0,39.445,81,81,0,2
2021-02-20,1,1011010402,水生根茎类,1,60.612,0.0,60.612,80,80,0,3
2021-02-20,1,1011010501,茄类,1,21.798,0.0,21.798,52,52,0,4
2021-02-20,1,1011010504,辣椒类,1,119.306,0.0,119.306,344,344,0,9
2021-02-20,1,1011010801,食用菌,1,88.794,0.0,88.794,185,185,0,14
2021-02-21,1,1011010101,花叶类,1,144.855,0.0,144.855,294,294,0,15
2021-02-21,1,1011010201,花菜类,1,35.248,0.0,35.248,84,84,0,2
2021-02-21,1,1011010402,水生根茎类,1,38.554,0.0,38.554,57,57,0,3
2021-02-21,1,1011010501,茄类,1,33.803,0.0,33.803,67,67,0,4
2021-02-21,1,1011010504,辣椒类,1,80.423,0.0,80.423,255,255,0,8
2021-02-21,1,1011010801,食用菌,1,79.403,0.0,79.403,153,153,0,13
2021-02-22,1,1011010101,花叶类,1,139.491,0.0,139.491,266,266,0,15
2021-02-22,1,1011010201,花菜类,1,30.813,0.0,30.813,66,66,0,2
2021-02-22,1,1011010402,水生根茎类,1,40.444,0.0,40.444,53,53,0,3
2021-02-22,1,1011010501,茄类,1,15.47,0.0,15.47,35,35,0,4
2021-02-22,1,1011010504,辣椒类,1,72.834,0.0,72.834,212,212,0,7
2021-02-22,1,1011010801,食用菌,1,66.554,0.0,66.554,119,119,0,12
2021-02-23,1,1011010101,花叶类,1,136.05,0.0,136.05,283,283,0,15
2021-02-23,1,1011010201,花菜类,1,24.456,0.0,24.456,59,59,0,2
2021-02-23,1,1011010402,水生根茎类,1,44.084,0.0,44.084,59,59,0,3
2021-02-23,1,1011010501,茄类,1,25.429,0.0,25.429,54,54,0,4
2021-02-23,1,1011010504,辣椒类,1,85.425,0.0,85.425,246,246,0,8
2021-02-23,1,1011010801,食用菌,1,77.586,0.0,77.586,141,141,0,12
2021-02-24,1,1011010101,花叶类,1,190.158,0.0,190.158,314,314,0,16
2021-02-24,1,1011010201,花菜类,1,37.41,0.0,37.41,78,78,0,2
2021-02-24,1,1011010402,水生根茎类,1,54.382,0.0,54.382,80,80,0,3
2021-02-24,1,1011010501,茄类,1,22.668,0.0,22.668,47,47,0,4
2021-02-24,1,1011010504,辣椒类,1,60.043,0.0,60.043,222,222,0,10
2021-02-24,1,1011010801,食用菌,1,88.233,0.0,88.233,170,170,0,11
2021-02-25,1,1011010101,花叶类,1,156.613,0.0,156.613,300,300,0,17
2021-02-25,1,1011010201,花菜类,1,39.885,0.0,39.885,83,83,0,2
2021-02-25,1,1011010402,水生根茎类,1,74.027,0.0,74.027,94,94,0,4
2021-02-25,1,1011010501,茄类,1,34.618,0.0,34.618,71,71,0,4
2021-02-25,1,1011010504,辣椒类,1,100.118,0.0,100.118,291,291,0,8
2021-02-25,1,1011010801,食用菌,1,110.557,0.0,110.557,192,192,0,13
2021-02-26,1,1011010101,花叶类,1,276.322,0.0,276.322,459,459,0,14
2021-02-26,1,1011010201,花菜类,1,70.064,0.0,70.064,151,151,0,2
2021-02-26,1,1011010402,水生根茎类,1,72.508,0.0,72.508,89,89,0,3
2021-02-26,1,1011010501,茄类,1,31.286,0.0,31.286,67,67,0,4
2021-02-26,1,1011010504,辣椒类,1,135.777,0.0,135.777,376,376,0,9
2021-02-26,1,1011010801,食用菌,1,159.095,0.0,159.095,254,254,0,11
2021-02-27,1,1011010101,花叶类,1,218.04,0.0,218.04,361,361,0,11
2021-02-27,1,1011010201,花菜类,1,74.704,0.0,74.704,153,153,0,2
2021-02-27,1,1011010402,水生根茎类,1,45.651,0.0,45.651,66,66,0,3
2021-02-27,1,1011010501,茄类,1,22.579,0.0,22.579,49,49,0,4
2021-02-27,1,1011010504,辣椒类,1,122.322,0.0,122.322,323,323,0,7
2021-02-27,1,1011010801,食用菌,1,116.814,0.0,116.814,224,224,0,13
2021-02-28,1,1011010101,花叶类,1,309.688,-4.041,305.647,462,460,2,16
2021-02-28,1,1011010201,花菜类,1,54.673,-0.291,54.382,109,108,1,2
2021-02-28,1,1011010402,水生根茎类,1,49.705,0.0,49.705,71,71,0,3
2021-02-28,1,1011010501,茄类,1,27.705,0.0,27.705,59,59,0,4
2021-02-28,1,1011010504,辣椒类,1,114.677,0.0,114.677,322,322,0,8
2021-02-28,1,1011010801,食用菌,1,111.764,0.0,111.764,215,215,0,12
2021-03-01,1,1011010101,花叶类,1,241.709,0.0,241.709,432,432,0,19
2021-03-01,1,1011010201,花菜类,1,28.579,0.0,28.579,59,59,0,2
2021-03-01,1,1011010402,水生根茎类,1,29.048,0.0,29.048,36,36,0,2
2021-03-01,1,1011010501,茄类,1,27.232,0.0,27.232,58,58,0,4
2021-03-01,1,1011010504,辣椒类,1,97.068,0.0,97.068,293,293,0,11
2021-03-01,1,1011010801,食用菌,1,79.404,0.0,79.404,169,169,0,12
2021-03-02,1,1011010101,花叶类,1,182.984,0.0,182.984,333,333,0,20
2021-03-02,1,1011010201,花菜类,1,40.61,0.0,40.61,85,85,0,2
2021-03-02,1,1011010402,水生根茎类,1,46.406,0.0,46.406,59,59,0,2
2021-03-02,1,1011010501,茄类,1,16.541,0.0,16.541,34,34,0,3
2021-03-02,1,1011010504,辣椒类,1,83.363,0.0,83.363,238,238,0,8
2021-03-02,1,1011010801,食用菌,1,62.044,0.0,62.044,144,144,0,14
2021-03-03,1,1011010101,花叶类,1,186.008,0.0,186.008,328,328,0,18
2021-03-03,1,1011010201,花菜类,1,22.01,0.0,22.01,47,47,0,2
2021-03-03,1,1011010402,水生根茎类,1,20.757,0.0,20.757,28,28,0,2
2021-03-03,1,1011010501,茄类,1,23.654,0.0,23.654,47,47,0,4
2021-03-03,1,1011010504,辣椒类,1,80.749,0.0,80.749,238,238,0,7
2021-03-03,1,1011010801,食用菌,1,71.027,0.0,71.027,138,138,0,13
2021-03-04,1,1011010101,花叶类,1,145.281,0.0,145.281,269,269,0,17
2021-03-04,1,1011010201,花菜类,1,18.952,0.0,18.952,39,39,0,2
2021-03-04,1,1011010402,水生根茎类,1,28.177,0.0,28.177,37,37,0,2
2021-03-04,1,1011010501,茄类,1,20.344,0.0,20.344,44,44,0,4
