product_code_a,product_name_a,category_a,product_code_b,product_name_b,category_b,same_category,n_days,positive_days_a,positive_days_b,min_positive_days,joint_positive_days,union_positive_days,jaccard_positive_days,raw_spearman_rho,raw_spearman_p,raw_spearman_p_fdr,raw_spearman_ci_low,raw_spearman_ci_high,residual_spearman_rho,residual_spearman_p,residual_spearman_p_fdr,residual_spearman_ci_low,residual_spearman_ci_high,residual_change,eligible_for_overlap_screen,raw_strong,residual_strong,residual_significant_fdr,robust_residual_relation
102900005115779,云南生菜,花叶类,102900051004294,青线椒,辣椒类,False,1085,810,747,747,729,828,0.88043478,0.68124644,0.0,0.0,0.64800482,0.71189761,0.22353372,0.0,0.0,0.16623092,0.27933189,-0.45771272,True,True,False,True,False
102900011000861,红线椒,辣椒类,102900011012482,茶树菇(袋),食用菌,False,1085,32,48,32,0,80,0.0,-0.03748848,0.2172566,0.2434398,-0.09678678,0.02207502,0.22353179,0.0,0.0,0.16622894,0.27933001,0.26102026,False,False,False,True,False
102900011031582,青尖椒(份),辣椒类,102900011034439,青红杭椒组合装(份),辣椒类,True,1085,193,228,193,85,336,0.25297619,0.28737507,0.0,0.0,0.23182572,0.34105626,0.22346708,0.0,0.0,0.16616272,0.27926722,-0.06390799,True,False,False,True,False
102900011007464,紫苏,花叶类,106930274220092,蟹味菇(袋),食用菌,False,1085,84,99,84,20,163,0.12269939,0.15057337,6.3e-07,1.29e-06,0.09188251,0.20822169,0.22329553,0.0,0.0,0.16598713,0.27910073,0.07272216,True,False,False,True,False
102900005115885,蔡甸藜蒿,花叶类,106930274220092,蟹味菇(袋),食用菌,False,1085,303,99,99,71,331,0.21450151,0.31606918,0.0,0.0,0.26147341,0.36864891,0.22325026,0.0,0.0,0.1659408,0.27905679,-0.09281892,True,False,False,True,False
102900005119944,海鲜菇(1),食用菌,102900011035078,红椒(2),辣椒类,False,1085,326,288,288,0,614,0.0,-0.37973048,0.0,0.0,-0.42953745,-0.32762025,0.22320102,0.0,0.0,0.1658904,0.27900901,0.6029315,False,False,False,True,False
102900005116912,姬菇(1),食用菌,102900011035078,红椒(2),辣椒类,False,1085,308,288,288,0,596,0.0,-0.36576513,0.0,0.0,-0.41621902,-0.31306578,0.22315076,0.0,0.0,0.16583896,0.27896023,0.58891589,False,False,False,True,False
102900011012482,茶树菇(袋),食用菌,102900011032251,螺丝椒(份),辣椒类,False,1085,48,382,48,45,385,0.11688312,0.30528384,0.0,0.0,0.25031755,0.35828843,0.22313173,0.0,0.0,0.16581949,0.27894176,-0.08215211,True,False,False,True,False
102900005115786,竹叶菜,花叶类,102900051010455,黄白菜(2),花叶类,True,1085,667,904,667,588,983,0.59816887,0.40033873,0.0,0.0,0.34914312,0.44915155,0.22291837,0.0,0.0,0.16560113,0.27873469,-0.17742035,True,False,False,True,False
102900011022764,长线茄,茄类,102900011027479,小皱皮,辣椒类,False,1085,454,81,81,65,470,0.13829787,0.25646396,0.0,0.0,0.2000024,0.31122785,0.22291294,0.0,0.0,0.16559557,0.27872942,-0.03355101,True,False,False,True,False
102900011021842,洪湖莲藕(粉藕),水生根茎类,102900011032213,红杭椒(份),辣椒类,False,1085,393,192,192,109,476,0.2289916,0.2359449,0.0,0.0,0.1789434,0.29136774,0.22285524,0.0,0.0,0.16553652,0.27867342,-0.01308967,True,False,False,True,False
102900005119944,海鲜菇(1),食用菌,102900011001806,姬菇(包),食用菌,True,1085,326,359,326,244,441,0.55328798,0.56657299,0.0,0.0,0.52475298,0.60566473,0.22282975,0.0,0.0,0.16551043,0.27864868,-0.34374324,True,True,False,True,False
102900011001219,红灯笼椒(1),辣椒类,102900011035078,红椒(2),辣椒类,True,1085,272,288,272,23,537,0.04283054,-0.22382744,0.0,0.0,-0.27961693,-0.16653155,0.22281039,0.0,0.0,0.16549061,0.27862989,0.44663783,True,False,False,True,False
102900005116219,红尖椒,辣椒类,102900011000328,螺丝椒,辣椒类,True,1085,314,858,314,312,860,0.3627907,0.34733461,0.0,0.0,0.29389558,0.39860906,0.22266151,0.0,0.0,0.16533825,0.27848539,-0.1246731,True,False,False,True,False
102900005117056,泡泡椒(精品),辣椒类,102900011034231,奶白菜(份),花叶类,False,1085,228,244,228,0,472,0.0,-0.2723301,0.0,0.0,-0.32655175,-0.21632189,0.22264834,0.0,0.0,0.16532478,0.27847262,0.49497844,False,False,False,True,False
102900011032206,青杭椒(份),辣椒类,102900011032640,姬菇(2),食用菌,False,1085,110,33,33,23,120,0.19166667,0.34701573,0.0,0.0,0.29356429,0.39830405,0.22251492,0.0,0.0,0.16518823,0.27834312,-0.12450081,True,False,False,True,False
102900005122654,枝江红菜苔,花叶类,106956146480203,蟹味菇(2),食用菌,False,1085,384,32,32,29,387,0.0749354,0.22010234,0.0,0.0,0.1627196,0.27600119,0.22250599,0.0,0.0,0.1651791,0.27833446,0.00240365,True,False,False,True,False
102900011001219,红灯笼椒(1),辣椒类,102900011001813,金针菇(袋)(1),食用菌,False,1085,272,123,123,98,297,0.32996633,0.43404215,0.0,0.0,0.38445913,0.48112804,0.22247451,0.0,0.0,0.16514688,0.2783039,-0.21156764,True,False,False,True,False
102900005119944,海鲜菇(1),食用菌,102900011010891,野藕(1),水生根茎类,False,1085,326,164,164,4,486,0.00823045,-0.24475117,0.0,0.0,-0.29989706,-0.187975,0.22233544,0.0,0.0,0.16500455,0.27816892,0.46708661,False,False,False,True,False
102900011001219,红灯笼椒(1),辣椒类,102900011009277,荸荠,水生根茎类,False,1085,272,213,213,64,421,0.152019,0.10325772,0.00065819,0.00102829,0.04401396,0.16177779,0.22232342,0.0,0.0,0.16499226,0.27815725,0.1190657,True,False,False,True,False
102900005116912,姬菇(1),食用菌,102900011006948,外地茼蒿,花叶类,False,1085,308,269,269,109,468,0.23290598,0.21060283,0.0,0.0,0.15300635,0.26677337,0.22224013,0.0,0.0,0.16490702,0.27807641,0.0116373,True,False,False,True,False
102900005116509,青茄子(1),茄类,102900011032251,螺丝椒(份),辣椒类,False,1085,845,382,382,200,1027,0.19474197,-0.409109,0.0,0.0,-0.4574845,-0.35831904,0.22206447,0.0,0.0,0.16472726,0.27790591,0.63117347,True,False,False,True,False
102900011031100,小米椒(份),辣椒类,102900011032732,高瓜(2),水生根茎类,False,1085,488,159,159,157,490,0.32040816,0.45956948,0.0,0.0,0.4113048,0.50526427,0.22201786,0.0,0.0,0.16467957,0.27786067,-0.23755161,True,False,False,True,False
102900011030059,云南生菜(份),花叶类,102900011032787,竹叶菜(份),花叶类,True,1085,400,77,77,64,413,0.15496368,0.26109013,0.0,0.0,0.20475753,0.31569886,0.22200685,0.0,0.0,0.1646683,0.27784998,-0.03908328,True,False,False,True,False
102900005116790,黄心菜(1),花叶类,102900011035078,红椒(2),辣椒类,False,1085,447,288,288,39,696,0.05603448,-0.32888665,0.0,0.0,-0.3809445,-0.27475021,0.22180167,0.0,0.0,0.16445833,0.27765082,0.55068832,True,False,False,True,False
102900011032848,姜蒜小米椒组合装(小份),辣椒类,102900011035511,净藕(3),水生根茎类,False,1085,366,70,70,70,366,0.19125683,0.37381396,0.0,0.0,0.32145112,0.42389765,0.2217717,0.0,0.0,0.16442766,0.27762173,-0.15204227,True,False,False,True,False
102900011016701,芜湖青椒(1),辣椒类,106930274220092,蟹味菇(袋),食用菌,False,1085,858,99,99,65,892,0.07286996,0.10817271,0.00035765,0.00057456,0.04897375,0.16661433,0.22176313,0.0,0.0,0.1644189,0.27761341,0.11359041,True,False,False,True,False
102900011033975,青茄子(2),茄类,102900011035764,龙牙菜,花叶类,False,1085,52,63,52,12,103,0.11650485,0.16025187,1.1e-07,2.4e-07,0.10170764,0.21768995,0.22172726,0.0,0.0,0.16438219,0.2775786,0.06147539,False,False,False,True,False
102900005116899,净藕(1),水生根茎类,102900011032206,青杭椒(份),辣椒类,False,1085,1057,110,110,110,1057,0.10406812,0.10179176,0.00078562,0.00121723,0.0425352,0.16033469,0.22170542,0.0,0.0,0.16435984,0.27755739,0.11991365,True,False,False,True,False
102900005117056,泡泡椒(精品),辣椒类,102900011031926,虫草花(份),食用菌,False,1085,228,245,228,0,473,0.0,-0.2730717,0.0,0.0,-0.32726731,-0.21708545,0.22163045,0.0,0.0,0.16428313,0.27748463,0.49470215,False,False,False,True,False
102900005115199,四川红香椿,花叶类,102900005115854,萝卜叶,花叶类,True,1085,151,164,151,61,254,0.24015748,0.28307263,0.0,0.0,0.22738918,0.33691098,0.22158433,0.0,0.0,0.16423594,0.27743986,-0.0614883,True,False,False,True,False
102900005116714,西兰花,花菜类,102900011030134,菜心(份),花叶类,False,1085,1076,275,275,275,1076,0.25557621,0.12997657,1.75e-05,3.168e-05,0.07101164,0.18803627,0.22146431,0.0,0.0,0.16411313,0.27732336,0.09148774,True,False,False,True,False
102900011007044,银耳(朵),食用菌,102900011029305,水果辣椒,辣椒类,False,1085,141,30,30,7,164,0.04268293,0.05148511,0.090065,0.10787703,-0.00805381,0.11066028,0.22140729,0.0,0.0,0.16405477,0.277268,0.16992217,False,False,False,True,False
102900011032626,鲜木耳(2),食用菌,102900011032787,竹叶菜(份),花叶类,False,1085,41,77,41,26,92,0.2826087,0.40321415,0.0,0.0,0.35215045,0.45188452,0.22110572,0.0,0.0,0.1637462,0.27697526,-0.18210843,True,False,False,True,False
102900011033906,保康高山大白菜,花叶类,102900011034439,青红杭椒组合装(份),辣椒类,False,1085,200,228,200,120,308,0.38961039,0.45976004,0.0,0.0,0.41150553,0.50544419,0.22099958,0.0,0.0,0.1636376,0.27687222,-0.23876047,True,False,False,True,False
102900005115168,牛首生菜,花叶类,102900011016701,芜湖青椒(1),辣椒类,False,1085,102,858,102,98,862,0.1136891,0.14145122,2.9e-06,5.63e-06,0.0826326,0.19928778,0.22087198,0.0,0.0,0.16350705,0.27674836,0.07942077,True,False,False,True,False
102900005115168,牛首生菜,花叶类,102900051009336,虫草花,食用菌,False,1085,102,82,82,10,174,0.05747126,0.02090916,0.49144313,0.52097368,-0.03865318,0.08032345,0.22072366,0.0,0.0,0.16335528,0.27660437,0.19981449,False,False,False,True,False
102900011007044,银耳(朵),食用菌,102900011035788,西峡香菇(份),食用菌,True,1085,141,65,65,20,186,0.10752688,0.13019825,1.692e-05,3.069e-05,0.07123599,0.18825378,0.22037628,0.0,0.0,0.16299987,0.27626714,0.09017803,True,False,False,True,False
102900011022849,本地黄心油菜,花叶类,102900011034231,奶白菜(份),花叶类,True,1085,115,244,115,85,274,0.31021898,0.41497432,0.0,0.0,0.36446113,0.46305261,0.22027267,0.0,0.0,0.16289386,0.27616655,-0.19470165,True,False,False,True,False
102900005115878,茼蒿,花叶类,102900011012994,杏鲍菇(袋),食用菌,False,1085,514,327,327,198,643,0.30793157,0.2444128,0.0,0.0,0.1876278,0.29956949,0.22023552,0.0,0.0,0.16285585,0.27613048,-0.02417728,True,False,False,True,False
102900005115854,萝卜叶,花叶类,102900005116639,马齿苋,花叶类,True,1085,164,93,93,36,221,0.16289593,0.19904234,0.0,0.0,0.14120074,0.25552962,0.22019923,0.0,0.0,0.16281873,0.27609525,0.02115689,True,False,False,True,False
102900011032633,海鲜菇(2),食用菌,106957634300010,白玉菇(盒),食用菌,True,1085,43,42,42,0,85,0.0,-0.04074321,0.17989955,0.20457344,-0.10001494,0.01881666,0.22009404,0.0,0.0,0.1627111,0.27599312,0.26083725,False,False,False,True,False
102900011032640,姬菇(2),食用菌,102900011032787,竹叶菜(份),花叶类,False,1085,33,77,33,25,85,0.29411765,0.45799567,0.0,0.0,0.40964729,0.50377829,0.21988966,0.0,0.0,0.16250201,0.2757947,-0.23810601,True,False,False,True,False
102900011032350,灯笼椒(2),辣椒类,102900011032640,姬菇(2),食用菌,False,1085,101,33,33,24,110,0.21818182,0.37860256,0.0,0.0,0.32644383,0.42846258,0.21988562,0.0,0.0,0.16249787,0.27579077,-0.15871694,True,False,False,True,False
102900011013274,白玉菇(袋),食用菌,102900011035078,红椒(2),辣椒类,False,1085,698,288,288,200,786,0.25445293,0.05398153,0.07550866,0.09148879,-0.00555055,0.11313232,0.21985764,0.0,0.0,0.16246926,0.27576362,0.16587612,True,False,False,True,False
102900005119098,双孢菇,食用菌,102900051009336,虫草花,食用菌,True,1085,223,82,82,50,255,0.19607843,0.28784844,0.0,0.0,0.23231398,0.34151221,0.21981439,0.0,0.0,0.162425,0.27572162,-0.06803404,True,False,False,True,False
102900005119098,双孢菇,食用菌,102900011013274,白玉菇(袋),食用菌,True,1085,223,698,223,195,726,0.26859504,0.23532644,0.0,0.0,0.17830947,0.29076839,0.21959773,0.0,0.0,0.16220335,0.27551126,-0.01572871,True,False,False,True,False
102900005116639,马齿苋,花叶类,102900005119098,双孢菇,食用菌,False,1085,93,223,93,28,288,0.09722222,0.07836944,0.0098106,0.01344875,0.01894355,0.13724357,0.21954982,0.0,0.0,0.16215434,0.27546475,0.14118038,True,False,False,True,False
102900005116509,青茄子(1),茄类,102900011001219,红灯笼椒(1),辣椒类,False,1085,845,272,272,260,857,0.3033839,0.28897727,0.0,0.0,0.23347845,0.3425994,0.21954895,0.0,0.0,0.16215345,0.2754639,-0.06942833,True,False,False,True,False
102900005115960,大白菜,花叶类,102900011032343,七彩椒(2),辣椒类,False,1085,480,258,258,20,718,0.02785515,-0.39632871,0.0,0.0,-0.44533866,-0.34495089,0.21951249,0.0,0.0,0.16211615,0.2754285,0.61584119,True,False,False,True,False
102900005117209,七彩椒(1),辣椒类,102900011031926,虫草花(份),食用菌,False,1085,284,245,245,25,504,0.04960317,-0.17632211,1e-08,1e-08,-0.23338726,-0.11804661,0.21943062,0.0,0.0,0.16203239,0.27534901,0.39575273,True,False,False,True,False
102900011001219,红灯笼椒(1),辣椒类,106971533455008,海鲜菇(袋)(3),食用菌,False,1085,272,240,240,36,476,0.07563025,-0.11167371,0.00022803,0.00037271,-0.17005772,-0.05250845,0.21925359,0.0,0.0,0.1618513,0.27517713,0.3309273,True,False,False,True,False
102900005116257,紫茄子(2),茄类,102900005119944,海鲜菇(1),食用菌,False,1085,1022,326,326,325,1023,0.31769306,0.24133748,0.0,0.0,0.18447282,0.29659177,0.21921958,0.0,0.0,0.16181651,0.27514411,-0.0221179,True,False,False,True,False
102900005115960,大白菜,花叶类,102900011034231,奶白菜(份),花叶类,True,1085,480,244,244,25,699,0.03576538,-0.35883735,0.0,0.0,-0.40960412,-0.30585492,0.21919252,0.0,0.0,0.16178883,0.27511783,0.57802987,True,False,False,True,False
102900005115960,大白菜,花叶类,102900011016909,花茄子,茄类,False,1085,480,81,81,39,522,0.07471264,0.07651682,0.01169537,0.01587631,0.01708035,0.13541441,0.21882566,0.0,0.0,0.16141355,0.27476162,0.14230884,True,False,False,True,False
102900011008515,面条菜,花叶类,102900011032787,竹叶菜(份),花叶类,True,1085,33,77,33,4,106,0.03773585,0.03146332,0.30046225,0.32872627,-0.02810355,0.09080752,0.21871241,0.0,0.0,0.16129769,0.27465165,0.18724909,False,False,False,True,False
102900011001806,姬菇(包),食用菌,102900011034330,双孢菇(盒),食用菌,True,1085,359,293,293,4,648,0.00617284,-0.39515548,0.0,0.0,-0.44422277,-0.34372474,0.21850548,0.0,0.0,0.16108603,0.27445072,0.61366096,False,False,False,True,False
102900005115250,西峡花菇(1),食用菌,102900005115861,牛首油菜,花叶类,False,1085,297,285,285,34,548,0.0620438,-0.18544275,0.0,0.0,-0.24228304,-0.12733382,0.2184596,0.0,0.0,0.1610391,0.27440616,0.40390235,True,False,False,True,False
102900011029305,水果辣椒,辣椒类,102900011034200,苋菜(份),花叶类,False,1085,30,56,30,0,86,0.0,-0.03931539,0.19565487,0.22112838,-0.09859893,0.02024622,0.2183933,0.0,0.0,0.16097128,0.27434178,0.25770869,False,False,False,True,False
102900005115946,木耳菜,花叶类,102900011023464,小青菜(1),花叶类,True,1085,421,492,421,214,699,0.30615165,0.18320443,0.0,0.0,0.12505368,0.24010079,0.21820696,0.0,0.0,0.16078068,0.27416084,0.03500253,True,False,False,True,False
102900011030110,菠菜(份),花叶类,102900011034224,小青菜(份),花叶类,True,1085,386,179,179,128,437,0.29290618,0.3717151,0.0,0.0,0.31926372,0.42189602,0.21820378,0.0,0.0,0.16077743,0.27415775,-0.15351132,True,False,False,True,False
102900011012994,杏鲍菇(袋),食用菌,102900011022030,组合椒系列,辣椒类,False,1085,327,176,176,130,373,0.34852547,0.3873758,0.0,0.0,0.33559858,0.43681945,0.2181802,0.0,0.0,0.16075331,0.27413485,-0.1691956,True,False,False,True,False
102900005116639,马齿苋,花叶类,102900011022030,组合椒系列,辣椒类,False,1085,93,176,93,33,236,0.13983051,0.15698564,2e-07,4.3e-07,0.09839064,0.21449587,0.21817173,0.0,0.0,0.16074465,0.27412662,0.06118609,True,False,False,True,False
102900005115168,牛首生菜,花叶类,102900005119098,双孢菇,食用菌,False,1085,102,223,102,28,297,0.09427609,0.08144743,0.00727052,0.01014047,0.02204002,0.14028169,0.21811866,0.0,0.0,0.16069036,0.27407509,0.13667123,True,False,False,True,False
102900011027479,小皱皮,辣椒类,102900011032367,红灯笼椒(2),辣椒类,True,1085,81,182,81,11,252,0.04365079,-0.0150789,0.61979231,0.64639747,-0.07452627,0.04447525,0.21801813,0.0,0.0,0.16058754,0.27397747,0.23309703,False,False,False,True,False
102900005115854,萝卜叶,花叶类,102900011002414,田七,花叶类,True,1085,164,96,96,29,231,0.12554113,0.14328517,2.15e-06,4.22e-06,0.08449143,0.20108466,0.21799366,0.0,0.0,0.16056251,0.2739537,0.07470849,True,False,False,True,False
102900005115984,云南油麦菜,花叶类,102900051004294,青线椒,辣椒类,False,1085,782,747,747,729,800,0.91125,0.72559986,0.0,0.0,0.69614773,0.7526136,0.21767496,0.0,0.0,0.16023655,0.27364421,-0.5079249,True,True,False,True,False
102900005125815,杏鲍菇(1),食用菌,102900011021842,洪湖莲藕(粉藕),水生根茎类,False,1085,452,393,393,123,722,0.17036011,-0.1751495,1e-08,1e-08,-0.23224287,-0.11685332,0.21755889,0.0,0.0,0.16011783,0.27353149,0.39270839,True,False,False,True,False
102900011008515,面条菜,花叶类,102900011033234,红薯尖(份),花叶类,True,1085,33,58,33,1,90,0.01111111,-0.01973752,0.51604455,0.54512115,-0.07915878,0.0398235,0.21741135,0.0,0.0,0.15996693,0.27338821,0.23714887,False,False,False,True,False
102900005125815,杏鲍菇(1),食用菌,102900011034330,双孢菇(盒),食用菌,True,1085,452,293,293,2,743,0.00269179,-0.47707441,0.0,0.0,-0.52177406,-0.42976228,0.21738181,0.0,0.0,0.15993671,0.27335951,0.69445621,False,False,False,True,False
102900005115861,牛首油菜,花叶类,102900011001806,姬菇(包),食用菌,False,1085,285,359,285,138,506,0.27272727,0.27257565,0.0,0.0,0.21657471,0.32678869,0.21735105,0.0,0.0,0.15990525,0.27332964,-0.05522461,True,False,False,True,False
106957634300058,蟹味菇(盒),食用菌,106971533455008,海鲜菇(袋)(3),食用菌,True,1085,32,240,32,30,242,0.12396694,0.30254545,0.0,0.0,0.24748741,0.35565584,0.21732409,0.0,0.0,0.15987769,0.27330346,-0.08522136,True,False,False,True,False
102900005115199,四川红香椿,花叶类,102900011007471,薄荷叶,花叶类,True,1085,151,31,31,17,165,0.1030303,0.21255075,0.0,0.0,0.15499718,0.26866641,0.21707011,0.0,0.0,0.15961793,0.2730568,0.00451936,True,False,False,True,False
102900005115625,本地小毛白菜,花叶类,102900011034439,青红杭椒组合装(份),辣椒类,False,1085,47,228,47,29,246,0.11788618,0.22546298,0.0,0.0,0.16820576,0.28120395,0.21703337,0.0,0.0,0.15958035,0.27302111,-0.00842961,True,False,False,True,False
102900005119944,海鲜菇(1),食用菌,102900051000463,圆茄子(2),茄类,False,1085,326,501,326,204,623,0.32744783,0.3000608,0.0,0.0,0.24492032,0.35326645,0.2170166,0.0,0.0,0.1595632,0.27300483,-0.08304421,True,False,False,True,False
102900011008515,面条菜,花叶类,102900011032589,鱼腥草,花叶类,True,1085,33,31,31,3,61,0.04918033,0.06411942,0.03470446,0.04426144,0.00462282,0.12316367,0.21701324,0.0,0.0,0.15955977,0.27300157,0.15289382,False,False,False,True,False
102900005116509,青茄子(1),茄类,106949711300259,金针菇(盒),食用菌,False,1085,845,429,429,255,1019,0.25024534,-0.27459785,0.0,0.0,-0.32873967,-0.21865701,0.21699382,0.0,0.0,0.15953991,0.27298271,0.49159167,True,False,False,True,False
102900011034330,双孢菇(盒),食用菌,102900011034439,青红杭椒组合装(份),辣椒类,False,1085,293,228,228,162,359,0.45125348,0.50831746,0.0,0.0,0.46280402,0.551158,0.21696186,0.0,0.0,0.15950723,0.27295167,-0.29135559,True,True,False,True,False
102900005116233,红椒(1),辣椒类,102900005118817,菠菜,花叶类,False,1085,755,730,730,647,838,0.77207637,0.46474742,0.0,0.0,0.41676039,0.51015134,0.21641032,0.0,0.0,0.15894318,0.27241598,-0.2483371,True,False,False,True,False
102900005119098,双孢菇,食用菌,102900011016701,芜湖青椒(1),辣椒类,False,1085,223,858,223,169,912,0.18530702,0.10715897,0.00040645,0.00064822,0.04795053,0.165617,0.21608677,0.0,0.0,0.15861232,0.27210172,0.1089278,True,False,False,True,False
102900005115793,小白菜,花叶类,102900011008522,甜白菜,花叶类,True,1085,478,340,340,224,594,0.37710438,0.40323327,0.0,0.0,0.35217046,0.4519027,0.21599021,0.0,0.0,0.15851358,0.27200793,-0.18724306,True,False,False,True,False
102900005116257,紫茄子(2),茄类,102900011007969,红莲藕带,水生根茎类,False,1085,1022,96,96,96,1022,0.09393346,0.25121243,0.0,0.0,0.19460771,0.30614952,0.21582957,0.0,0.0,0.15834931,0.27185189,-0.03538286,True,False,False,True,False
102900011032244,红尖椒(份),辣椒类,102900011034231,奶白菜(份),花叶类,False,1085,246,244,244,151,339,0.44542773,0.48591266,0.0,0.0,0.43909653,0.53009717,0.21567861,0.0,0.0,0.15819495,0.27170526,-0.27023405,True,False,False,True,False
102900011007471,薄荷叶,花叶类,102900011032640,姬菇(2),食用菌,False,1085,31,33,31,0,64,0.0,-0.03036547,0.31765141,0.34596543,-0.08971757,0.02920155,0.21562725,0.0,0.0,0.15814243,0.27165537,0.24599272,False,False,False,True,False
102900011030905,鱼腥草(份),花叶类,102900011035771,黄白菜(1),花叶类,True,1085,130,70,70,37,163,0.22699387,0.3213651,0.0,0.0,0.26695661,0.37373143,0.21544604,0.0,0.0,0.15795714,0.27147935,-0.10591906,True,False,False,True,False
102900005116257,紫茄子(2),茄类,102900011001219,红灯笼椒(1),辣椒类,False,1085,1022,272,272,271,1023,0.26490714,0.09422011,0.0018907,0.00281721,0.03490158,0.15287711,0.21515906,0.0,0.0,0.1576637,0.27120057,0.12093894,True,False,False,True,False
102900005118831,娃娃菜,花叶类,102900011035511,净藕(3),水生根茎类,False,1085,688,70,70,39,719,0.054242,0.08089418,0.00767827,0.01067125,0.02148337,0.13973569,0.21514843,0.0,0.0,0.15765283,0.27119025,0.13425425,True,False,False,True,False
102900011009277,荸荠,水生根茎类,106957634300010,白玉菇(盒),食用菌,False,1085,213,42,42,31,224,0.13839286,0.24489993,0.0,0.0,0.18812765,0.30004107,0.21506358,0.0,0.0,0.15756608,0.27110783,-0.02983635,True,False,False,True,False
102900011030097,云南油麦菜(份),花叶类,102900011031926,虫草花(份),食用菌,False,1085,410,245,245,234,421,0.55581948,0.61874933,0.0,0.0,0.58061591,0.65417401,0.21506094,0.0,0.0,0.15756338,0.27110526,-0.40368838,True,True,False,True,False
102900005115199,四川红香椿,花叶类,102900011032626,鲜木耳(2),食用菌,False,1085,151,41,41,30,162,0.18518519,0.34288627,0.0,0.0,0.28927515,0.3943531,0.21504975,0.0,0.0,0.15755193,0.27109438,-0.12783652,True,False,False,True,False
102900005115823,上海青,花叶类,102900011000328,螺丝椒,辣椒类,False,1085,919,858,858,829,948,0.87447257,0.52159951,0.0,0.0,0.47688914,0.5636176,0.21476641,0.0,0.0,0.15726224,0.27081914,-0.3068331,True,True,False,True,False
102900011009970,青梗散花,花菜类,102900011030110,菠菜(份),花叶类,False,1085,444,386,386,17,813,0.02091021,-0.53243592,0.0,0.0,-0.57376885,-0.48839779,0.21469763,0.0,0.0,0.15719192,0.27075232,0.74713355,True,True,False,True,False
102900005115977,豌豆尖,花叶类,106956146480203,蟹味菇(2),食用菌,False,1085,39,32,32,0,71,0.0,-0.03364869,0.26812039,0.29550723,-0.09297674,0.02591746,0.21460717,0.0,0.0,0.15709943,0.27066444,0.24825586,False,False,False,True,False
102900011030103,茼蒿(份),花叶类,106971533455008,海鲜菇(袋)(3),食用菌,False,1085,83,240,83,59,264,0.22348485,0.34166677,0.0,0.0,0.28800891,0.39318595,0.21442622,0.0,0.0,0.15691442,0.27048864,-0.12724055,True,False,False,True,False
102900011034026,枝江青梗散花,花菜类,102900011034330,双孢菇(盒),食用菌,False,1085,337,293,293,238,392,0.60714286,0.60850181,0.0,0.0,0.56961593,0.64466965,0.21439522,0.0,0.0,0.15688273,0.27045853,-0.39410659,True,True,False,True,False
102900005115861,牛首油菜,花叶类,102900005116899,净藕(1),水生根茎类,False,1085,285,1057,285,284,1058,0.268431,0.45861522,0.0,0.0,0.41029976,0.5043633,0.21436213,0.0,0.0,0.1568489,0.27042638,-0.24425309,True,False,False,True,False
102900011027479,小皱皮,辣椒类,102900011032206,青杭椒(份),辣椒类,True,1085,81,110,81,9,182,0.04945055,0.00616407,0.83928491,0.85307152,-0.05336975,0.06565423,0.21434203,0.0,0.0,0.15682835,0.27040685,0.20817796,False,False,False,True,False
102900005116257,紫茄子(2),茄类,102900005123880,灯笼椒(1),辣椒类,False,1085,1022,217,217,216,1023,0.2111437,0.10798628,0.00036619,0.00058783,0.04878557,0.16643092,0.21429253,0.0,0.0,0.15677774,0.27035876,0.10630625,True,False,False,True,False
102900005115984,云南油麦菜,花叶类,102900011022030,组合椒系列,辣椒类,False,1085,782,176,176,176,782,0.22506394,0.3951169,0.0,0.0,0.34368443,0.44418607,0.21428314,0.0,0.0,0.15676814,0.27034964,-0.18083376,True,False,False,True,False
102900011030134,菜心(份),花叶类,106949711300259,金针菇(盒),食用菌,False,1085,275,429,275,178,526,0.33840304,0.36314468,0.0,0.0,0.31033754,0.41371755,0.21415926,0.0,0.0,0.15664149,0.27022929,-0.14898542,True,False,False,True,False
102900011027479,小皱皮,辣椒类,102900011033975,青茄子(2),茄类,False,1085,81,52,52,1,132,0.00757576,-0.04686376,0.12289642,0.14392149,-0.10608213,0.01268587,0.21407215,0.0,0.0,0.15655244,0.27014466,0.26093591,False,False,False,True,False
102900011029305,水果辣椒,辣椒类,102900011035764,龙牙菜,花叶类,False,1085,30,63,30,7,86,0.08139535,0.12465546,3.832e-05,6.738e-05,0.0656281,0.18281346,0.21391243,0.0,0.0,0.15638915,0.26998948,0.08925697,False,False,False,True,False
102900011008515,面条菜,花叶类,102900011034439,青红杭椒组合装(份),辣椒类,False,1085,33,228,33,16,245,0.06530612,0.12073461,6.693e-05,0.00011475,0.06166344,0.17896293,0.21360026,0.0,0.0,0.15607002,0.26968619,0.09286566,True,False,False,True,False
102900011032367,红灯笼椒(2),辣椒类,102900011034231,奶白菜(份),花叶类,False,1085,182,244,182,115,311,0.36977492,0.42295335,0.0,0.0,0.37282373,0.47062123,0.21343917,0.0,0.0,0.15590534,0.26952967,-0.20951418,True,False,False,True,False
102900011029176,辣妹子,辣椒类,102900011035764,龙牙菜,花叶类,False,1085,73,63,63,0,136,0.0,-0.06658957,0.02828413,0.03653609,-0.12560604,-0.00710348,0.21340951,0.0,0.0,0.15587502,0.26950085,0.27999908,False,False,False,True,False
