销售日期,分类,实际日销量,主模型拟合日销量,主模型销量尺度残差,主模型残差
2023-03-06,花叶类,90.018,128.22841286341082,-38.21041286341082,-0.29304841371582313
2023-03-07,花叶类,106.406,127.18851501668827,-20.782515016688265,-0.11765330470371982
2023-03-08,花叶类,104.807,126.39172125771196,-21.584721257711962,-0.12651033455799077
2023-03-09,花叶类,99.336,119.35126737418649,-20.015267374186493,-0.12280784350343232
2023-03-10,花叶类,97.762,137.0749081604209,-39.3129081604209,-0.2772365127341603
2023-03-11,花叶类,181.131,199.30745517993304,-18.176455179933043,-0.03487302187503527
2023-03-12,花叶类,186.971,176.6858883197866,10.28511168021339,0.11733509592628533
2023-03-13,花叶类,132.956,124.5967050193638,8.359294980636193,0.12569116996389695
2023-03-14,花叶类,129.747,125.57833170855866,4.1686682914413495,0.09341176456572153
2023-03-15,花叶类,128.813,140.91955174370491,-12.106551743704927,-0.029072347205057802
2023-03-16,花叶类,163.911,131.64894374661569,32.262056253384316,0.27993981995622264
2023-03-17,花叶类,201.58,139.50175374965883,62.07824625034118,0.4288642371436575
2023-03-18,花叶类,282.075,187.43293177396248,94.64206822603751,0.4695069938899481
2023-03-19,花叶类,243.51,205.14060325152155,38.36939674847844,0.2322174809656392
2023-03-20,花叶类,180.04,148.90738215784268,31.132617842157316,0.2506096170878749
2023-03-21,花叶类,160.208,144.43647454699112,15.771525453008877,0.16438826766890458
2023-03-22,花叶类,124.098,147.23451422685142,-23.136514226851418,-0.11019998933369379
2023-03-23,花叶类,139.273,133.6034281988335,5.669571801166484,0.10231519986201842
2023-03-24,花叶类,129.414,141.6142136266101,-12.200213626610122,-0.02933490199125366
2023-03-25,花叶类,205.087,189.70465726385413,15.382342736145858,0.13872093711684919
2023-03-26,花叶类,189.268,185.5388306339674,3.7291693660326075,0.08065489545719284
2023-03-27,花叶类,114.807,117.75531269540113,-2.9483126954011283,0.035398692406747756
2023-03-28,花叶类,97.516,131.25468808429366,-33.738688084293656,-0.23636806738529348
2023-03-29,花叶类,96.475,123.82236740022475,-27.347367400224755,-0.1888090250948471
2023-03-30,花叶类,121.581,133.7648868954771,-12.183886895477102,-0.03474789106848597
2023-03-31,花叶类,146.231,155.73020211500221,-9.49920211500222,-0.0021823881377889265
2023-04-01,花叶类,177.142,198.29430529478003,-21.152305294780035,-0.05204556158362106
2023-04-02,花叶类,168.834,172.5163785055369,-3.6823785055368887,0.03917888893928545
2023-04-03,花叶类,153.149,125.28875013058101,27.860249869418993,0.26154531439650164
2023-04-04,花叶类,156.641,127.83476986545183,28.80623013454816,0.26397307829321104
2023-04-05,花叶类,203.271,139.78750841668065,63.483491583319335,0.4351716766405014
2023-04-06,花叶类,122.403,133.89113245467013,-11.488132454670122,-0.02895306070773529
2023-04-07,花叶类,97.267,151.96905253149154,-54.702052531491546,-0.38546203884915364
2023-04-08,花叶类,155.424,198.1483258930235,-42.72432589302349,-0.18210391967073303
2023-04-09,花叶类,171.616,201.94493597557428,-30.328935975574268,-0.10198055817835261
2023-04-10,花叶类,103.411,149.4942878668397,-46.0832878668397,-0.30779175937597447
2023-04-11,花叶类,99.675,141.80421813393568,-42.12921813393568,-0.2917773823725449
2023-04-12,花叶类,98.089,139.01188489684236,-40.92288489684236,-0.2879291174439249
2023-04-13,花叶类,81.82000000000001,120.62563477109107,-38.805634771091064,-0.32741502441360026
2023-04-14,花叶类,93.087,162.3678700064827,-69.28087000648269,-0.4955749385526964
2023-04-15,花叶类,187.791,220.51737669962995,-32.72637669962995,-0.09989177029130847
2023-04-16,花叶类,175.215,195.63022058951398,-20.41522058951398,-0.04945737130065986
2023-04-17,花叶类,89.884,149.78145335306576,-59.89745335306576,-0.44990221883486825
2023-04-18,花叶类,151.76,149.41840082073423,2.3415991792657564,0.07630498079624992
2023-04-19,花叶类,126.971,149.69801874017065,-22.72701874017065,-0.10390625746105986
2023-04-20,花叶类,103.475,135.9639577690165,-32.48895776901651,-0.21230471149244767
2023-04-21,花叶类,192.551,157.04430923988687,35.506690760113116,0.26458814879678627
2023-04-22,花叶类,302.374,208.14236665072278,94.23163334927725,0.4341974462341316
2023-04-23,花叶类,243.486,220.07384017946643,23.41215982053356,0.16185140386649
2023-04-24,花叶类,169.83,155.1047242761002,14.725275723899813,0.15145249253020854
2023-04-25,花叶类,146.007,150.9409410961823,-4.933941096182309,0.027521009106167504
2023-04-26,花叶类,126.458,148.86902769085256,-22.411027690852563,-0.10240158829516055
2023-04-27,花叶类,106.949,142.4054189268545,-35.45641892685451,-0.2255708821129101
2023-04-28,花叶类,134.339,155.60522616906042,-21.266226169060417,-0.08620065729184923
2023-04-29,花叶类,152.554,197.76216998135146,-45.20816998135146,-0.19879143019970869
2023-04-30,花叶类,117.666,183.91781332052605,-66.25181332052605,-0.3858838034791905
2023-05-01,花叶类,160.855,140.0406656539837,20.814334346016295,0.19932557375665816
2023-05-02,花叶类,178.091,132.9720697344731,45.1189302655269,0.3529106365202237
2023-05-03,花叶类,239.366,138.85595707895916,100.51004292104085,0.6053117305844866
2023-05-04,花叶类,108.428,124.59307665699737,-16.16507665699737,-0.07821159694333524
2023-05-05,花叶类,108.371,126.67885646397498,-18.307856463974986,-0.09533958404409404
2023-05-06,花叶类,160.743,189.5200488483603,-28.777048848360295,-0.10393291622593104
2023-05-07,花叶类,234.132,188.85951259373067,45.272487406269335,0.27563672490647395
2023-05-08,花叶类,141.689,126.65346508728912,15.035534912710872,0.17293486434596161
2023-05-09,花叶类,134.554,138.40698719615355,-3.852987196153549,0.03252216310731182
2023-05-10,花叶类,146.834,134.08659409716864,12.74740590283136,0.15157196623096247
2023-05-11,花叶类,148.549,132.68836953257338,15.860630467426631,0.17366666254872598
2023-05-12,花叶类,133.706,138.08584840008788,-4.379848400087894,0.02852286317658681
2023-05-13,花叶类,170.984,192.18331629523124,-21.199316295231228,-0.056124618938575566
2023-05-14,花叶类,186.781,184.42565507031338,2.3553449296866233,0.07344546391643636
2023-05-15,花叶类,146.336,141.6164901026214,4.7195098973786,0.09353780255092126
2023-05-16,花叶类,171.274,133.0497157721853,38.22428422781471,0.31329683721639157
2023-05-17,花叶类,140.47,134.53585522570413,5.9341447742958735,0.10391828280520343
2023-05-18,花叶类,103.986,127.76667353295437,-23.780673532954367,-0.14519437768247734
2023-05-19,花叶类,121.327,147.5485134735442,-26.221513473544206,-0.1349125617223521
2023-05-20,花叶类,147.822,210.32188446145983,-62.49988446145983,-0.2918752080386353
2023-05-21,花叶类,194.446,182.10312492106937,12.342875078930632,0.12633642757732488
2023-05-22,花叶类,134.741,139.9302258696485,-5.189225869648482,0.022965590559460125
2023-05-23,花叶类,122.592,141.59888296279019,-19.006882962790186,-0.08338143894793948
2023-05-24,花叶类,120.51,137.9200414574976,-17.4100414574976,-0.07418628538547711
2023-05-25,花叶类,108.755,129.06515015625826,-20.31015015625826,-0.11046458583806107
2023-05-26,花叶类,148.816,145.39539778241712,3.420602217582882,0.08400881609852195
2023-05-27,花叶类,263.537,204.15814636030186,59.37885363969812,0.31605393989542296
2023-05-28,花叶类,251.705,189.3252683825569,62.3797316174431,0.34554631936920455
2023-05-29,花叶类,132.604,137.02110879910674,-4.417108799106728,0.02798733550596566
2023-05-30,花叶类,134.287,133.41744330764186,0.8695566923581453,0.0672515013515973
2023-05-31,花叶类,133.132,132.49627870613423,0.635721293865771,0.06554164252722927
2023-06-01,花叶类,123.982,121.62375785437398,2.358242145626022,0.07995915131891973
2023-06-02,花叶类,144.142,131.37586695146948,12.76613304853052,0.1534915816453637
2023-06-03,花叶类,202.081,180.33981562549386,21.741184374506133,0.17458075650706295
2023-06-04,花叶类,201.285,175.93386529319557,25.35113470680443,0.19536874026141593
2023-06-05,花叶类,125.623,120.48990280286279,5.133097197137218,0.10247448811739623
2023-06-06,花叶类,136.393,118.29632559155989,18.09667440844011,0.20310279911211904
2023-06-07,花叶类,123.913,125.3684976930196,-1.455497693019609,0.049077409467823685
2023-06-08,花叶类,105.298,121.07095247546494,-15.772952475464933,-0.0788272471468261
2023-06-09,花叶类,112.823,130.57146216397928,-17.748462163979283,-0.08534537560244893
2023-06-10,花叶类,212.159,180.39358197655474,31.76541802344525,0.22295004827499998
2023-06-11,花叶类,192.119,172.3666577281239,19.752342271876103,0.16924611790804178
2023-06-12,花叶类,105.231,128.0885210806949,-22.85752108069491,-0.13580857705508187
2023-06-13,花叶类,122.404,116.95236664870211,5.451633351297886,0.10631540512412219
2023-06-14,花叶类,97.688,116.46625616058877,-18.778256160588768,-0.11506777274763991
2023-06-15,花叶类,101.42,123.78519105938906,-22.365191059389062,-0.13852233777143574
2023-06-16,花叶类,143.11,128.51390601216553,14.596093987834479,0.16833153393061373
2023-06-17,花叶类,230.472,185.22467680513546,45.24732319486455,0.27931490766116784
2023-06-18,花叶类,241.916,182.1084945289651,59.80750547103489,0.34474301029328824
2023-06-19,花叶类,116.749,135.2640085909641,-18.5150085909641,-0.08644707161364895
2023-06-20,花叶类,100.466,124.44382446308853,-23.977824463088538,-0.15327995806380468
2023-06-21,花叶类,106.137,139.79323338525052,-33.656233385250516,-0.21467862899440693
2023-06-22,花叶类,163.919,127.67806640142996,36.24093359857005,0.3106154989689047
2023-06-23,花叶类,147.997,139.53761446845357,8.459385531546445,0.11961288568748163
2023-06-24,花叶类,146.656,191.3202322003736,-44.66423220037359,-0.20510383907856067
2023-06-25,花叶类,87.895,183.1007733992355,-95.2057733992355,-0.6731386702554039
2023-06-26,花叶类,64.597,119.13504789628581,-54.53804789628582,-0.5513346507570542
2023-06-27,花叶类,108.063,127.62774776710661,-19.56474776710661,-0.10564833079350855
2023-06-28,花叶类,107.625,131.32425320354062,-23.69925320354062,-0.13826143236621213
2023-06-29,花叶类,116.09,128.75606930111192,-12.666069301111918,-0.04279884120418309
2023-06-30,花叶类,120.104,137.89341371296618,-17.78941371296618,-0.07736790313988529
2020-07-01,花菜类,47.076,30.353963687481325,16.722036312518675,0.5989885625489131
2020-07-02,花菜类,43.943,30.922861343344803,13.020138656655195,0.5115499336665725
2020-07-03,花菜类,42.076,37.99929490019306,4.076705099806944,0.2620622563505681
2020-07-04,花菜类,55.662,47.97343048383472,7.6885695161652805,0.30880271560293826
2020-07-05,花菜类,55.474,45.25771910565814,10.216280894341857,0.363693552720175
2020-07-06,花菜类,42.277,32.67370982277953,9.603290177220472,0.4178247831373061
2020-07-07,花菜类,45.749,34.75128175335757,10.997718246642435,0.43510583100956923
2020-07-08,花菜类,45.433,33.14059008580478,12.292409914195218,0.4756322493320506
2020-07-09,花菜类,41.131,31.914018476685502,9.216981523314498,0.41386908492946217
2020-07-10,花菜类,57.167,41.91593063433583,15.251069365664172,0.47046320185622603
2020-07-11,花菜类,69.376,59.13441307539005,10.241586924609955,0.3198802996576213
2020-07-12,花菜类,64.004,51.97557110737577,12.028428892624234,0.3683241133757207
2020-07-13,花菜类,29.221,38.445681190171406,-9.224681190171406,-0.114206384249119
2020-07-14,花菜类,53.035,41.22794310846462,11.807056891535375,0.41198816947823325
2020-07-15,花菜类,34.894,39.59489437805422,-4.7008943780542225,0.03376706832625587
2020-07-16,花菜类,35.3,35.185572054215456,0.11442794578454141,0.16339920395406748
2020-07-17,花菜类,39.855,43.49128986470627,-3.6362898647062707,0.0728395365995067
2020-07-18,花菜类,51.371,58.557313287038426,-7.186313287038423,0.029220175734834708
2020-07-19,花菜类,67.928,54.05433542501504,13.873664574984957,0.38861092221967164
2020-07-20,花菜类,42.51,43.95903555090573,-1.4490355509057338,0.1266335060880075
2020-07-21,花菜类,44.897,43.23594705327863,1.6610529467213695,0.19785107418575398
2020-07-22,花菜类,48.839,39.73885634216981,9.100143657830188,0.3663520695785927
2020-07-23,花菜类,36.344,35.56148467700989,0.7825153229901147,0.18191832113067052
2020-07-24,花菜类,34.424,41.132067992231924,-6.708067992231925,-0.017881711084767105
2020-07-25,花菜类,49.636,54.97599114120308,-5.339991141203079,0.05797216545964412
2020-07-26,花菜类,54.93,50.59156360451383,4.33843639548617,0.24242716591484958
2020-07-27,花菜类,37.663,35.4472879437195,2.215712056280495,0.22078378759451933
2020-07-28,花菜类,32.735,37.17569117026826,-4.440691170268259,0.032942111148595465
2020-07-29,花菜类,38.031,33.58670720463072,4.444292795369279,0.28442360061284555
2020-07-30,花菜类,32.394,36.713063185305636,-4.319063185305637,0.03499293740311238
2020-07-31,花菜类,36.922,42.59666995907369,-5.6746699590736895,0.017183852872978633
2020-08-01,花菜类,50.603,42.137806364320774,8.465193635679228,0.3432178657233469
2020-08-02,花菜类,49.219,39.31544019537131,9.903559804628692,0.3848147595745748
2020-08-03,花菜类,44.426,27.1872985639684,17.2387014360316,0.6512273377250657
2020-08-04,花菜类,44.534,28.634574589367897,15.899425410632102,0.6017904067333175
2020-08-05,花菜类,43.631,29.670198583504824,13.960801416495176,0.5457771332974182
2020-08-06,花菜类,40.827,31.34841985320225,9.478580146797746,0.42433211861397924
2020-08-07,花菜类,40.272,31.99847363495343,8.273526365046568,0.39012058940826577
2020-08-08,花菜类,58.156,44.50835776967226,13.64764223032774,0.42760442225290607
2020-08-09,花菜类,54.876,37.09295388223301,17.783046117766986,0.5518014189695313
2020-08-10,花菜类,50.7,25.796515241168915,24.903484758831087,0.8358388497335381
2020-08-11,花菜类,56.279,27.156755831679014,29.12224416832099,0.8888479685513362
2020-08-12,花菜类,50.065,25.923552089931665,24.141447910068333,0.8183226123279592
2020-08-13,花菜类,47.468,28.91145544013379,18.556544559866214,0.6559702549812503
2020-08-14,花菜类,58.582,34.26168213619793,24.320317863802067,0.6965522451108805
2020-08-15,花菜类,79.38,56.12635507328705,23.253644926712944,0.5067933115088987
2020-08-16,花菜类,60.231,42.403161566418945,17.827838433581057,0.5111165990054563
2020-08-17,花菜类,51.749,29.251820162516257,22.497179837483746,0.730615662536843
2020-08-18,花菜类,55.92,31.78179831312514,24.13820168687486,0.7251807058715438
2020-08-19,花菜类,64.061,33.11707009374042,30.943929906259584,0.8199392459434547
2020-08-20,花菜类,69.587,33.58602584563567,36.000974154364336,0.8886200390465118
2020-08-21,花菜类,50.062,34.537706287664534,15.524293712335464,0.5313629279407412
2020-08-22,花菜类,55.886,47.20288609550869,8.683113904491314,0.32901121852296633
2020-08-23,花菜类,71.556,41.14678478356257,30.409215216437424,0.7134869236850152
2020-08-24,花菜类,41.784,28.748064539599564,13.035935460400434,0.5340954002882072
2020-08-25,花菜类,47.761,28.16950437612264,19.591495623877364,0.6881217729566487
2020-08-26,花菜类,63.106,27.15904642572721,35.94695357427279,1.003258013394766
2020-08-27,花菜类,65.932,27.88202678684439,38.04997321315561,1.0207939815866025
2020-08-28,花菜类,39.93,36.24122569640675,3.6887743035932488,0.2570829725972099
2020-08-29,花菜类,56.803,46.277063487736626,10.525936512263371,0.3650950456907127
2020-08-30,花菜类,80.779,44.35794586702427,36.421054132975726,0.7595775290898246
2020-08-31,花菜类,54.722,30.335364163742458,24.386635836257543,0.7501040100629637
2020-09-01,花菜类,55.858,33.60025553847643,22.257744461523565,0.6684314375985183
2020-09-02,花菜类,38.716,32.51020331211155,6.205796687888451,0.33485131692725867
2020-09-03,花菜类,38.893,33.15233956708522,5.74066043291478,0.3198533502977048
2020-09-04,花菜类,46.612,38.722351150947404,7.889648849052598,0.345593390042195
2020-09-05,花菜类,57.828,51.50277006415922,6.325229935840781,0.27598984733913
2020-09-06,花菜类,53.202,43.53906483150687,9.662935168493128,0.36058976619593297
2020-09-07,花菜类,26.257,29.34091275863982,-3.083912758639819,0.049102091992397234
2020-09-08,花菜类,33.239,30.287156676869564,2.951843323130433,0.25315248846288174
2020-09-09,花菜类,32.73,29.599281657319523,3.130718342680474,0.260694349581053
2020-09-10,花菜类,52.067,27.89516419531592,24.17183580468408,0.7842303570635236
2020-09-11,花菜类,30.406,41.288760817901604,-10.882760817901605,-0.14579801664338587
2020-09-12,花菜类,43.337,49.67711041523974,-6.340110415239735,0.023614855372920296
2020-09-13,花菜类,41.704,48.48309434538974,-6.779094345389737,0.009534234254927387
2020-09-14,花菜类,64.257,31.225824162376508,33.03117583762349,0.8817975710519979
2020-09-15,花菜类,29.878,33.27910963648036,-3.4011096364803564,0.052344915506230105
2020-09-16,花菜类,53.167,31.462559911675605,21.704440088324397,0.6847919922147985
2020-09-17,花菜类,32.648,32.39784152860403,0.25015847139597014,0.16784415078162507
2020-09-18,花菜类,27.705,37.792321363734835,-10.087321363734837,-0.15034068737557282
2020-09-19,花菜类,72.746,54.28749780189744,18.458502198102558,0.45283231812091085
2020-09-20,花菜类,53.497,54.76402843887054,-1.2670284388705397,0.13674436826304337
2020-09-21,花菜类,39.191,35.45467387291779,3.736326127082215,0.260344393993722
2020-09-22,花菜类,40.905,32.088974034459106,8.816025965540895,0.40289217562799307
2020-09-23,花菜类,31.972,29.527623400986183,2.444376599013818,0.23968666184991427
2020-09-24,花菜类,38.952,26.335890215981514,12.616109784018484,0.551549816755351
2020-09-25,花菜类,41.561,28.55801370680347,13.002986293196528,0.5353769943372462
2020-09-26,花菜类,86.643,41.22818561122706,45.41481438877294,0.9028264426701216
2020-09-27,花菜类,35.964,41.33993642995044,-5.375936429950443,0.020841775376832405
2020-09-28,花菜类,24.576,26.98929991364989,-2.4132999136498903,0.06648222277247617
2020-09-29,花菜类,28.105,27.708328537713204,0.39667146228679684,0.17436681299085466
2020-09-30,花菜类,58.301,26.736158569355965,31.564841430644037,0.9397546968718222
2020-10-01,花菜类,88.759,30.238241959824833,58.52075804017517,1.2369697720622619
2020-10-02,花菜类,63.205,35.33535872761392,27.869641272386076,0.7416516394364923
2020-10-03,花菜类,44.493,48.433073470851966,-3.9400734708519636,0.07530131066827694
2020-10-04,花菜类,34.491,47.362664636005036,-12.871664636005036,-0.1569834782127728
2020-10-05,花菜类,82.648,42.05772252413049,40.590277475869506,0.8356999587696401
2020-10-06,花菜类,108.157,52.643036264658555,55.51396373534144,0.8802022638399016
2020-10-07,花菜类,50.932,38.81134436367726,12.120655636322745,0.4319311790793643
2020-10-08,花菜类,49.58,40.58592415488468,8.994075845115319,0.3603185695743969
2020-10-09,花菜类,55.845,36.58059318128241,19.26440681871759,0.58321449093118
2020-10-10,花菜类,37.393,57.48695053636553,-20.093950536365533,-0.2699220999561671
2020-10-11,花菜类,60.47,48.80355782697644,11.666442173023562,0.37449651156275143
2020-10-12,花菜类,34.815,38.579458289684155,-3.764458289684157,0.0574807160064541
2020-10-13,花菜类,47.321,43.359614905761454,3.961385094238544,0.24757804960276975
2020-10-14,花菜类,48.259,41.76490137523183,6.494098624768171,0.3046783858742246
2020-10-15,花菜类,59.624,47.504419076982366,12.119580923017637,0.3873877914361863
2020-10-16,花菜类,80.029,55.94758142118588,24.081418578814116,0.5181262164361096
2020-10-17,花菜类,109.311,65.179773896747,44.13122610325301,0.677200179829426
2020-10-18,花菜类,91.597,62.08649031466982,29.510509685330177,0.5490224558169539
2020-10-19,花菜类,57.412,44.06598947077757,13.346010529222426,0.42471742337895924
2020-10-20,花菜类,30.899,46.42555895669681,-15.52655895669681,-0.24697397246958364
2020-10-21,花菜类,40.555,42.78752498030641,-2.2325249803064082,0.10656484361334462
2020-10-22,花菜类,26.166,44.00567110734099,-17.839671107340987,-0.35970530255763533
2020-10-23,花菜类,23.854,46.593987951147234,-22.739987951147235,-0.5093672469585342
2020-10-24,花菜类,31.113,65.89956952510693,-34.78656952510693,-0.5903538171975171
2020-10-25,花菜类,43.114,62.37689098607973,-19.262890986079732,-0.2091947459013057
2020-10-26,花菜类,22.371,39.16656077769242,-16.79556077769242,-0.39990551036470556
2020-10-27,花菜类,23.305,39.20870317074547,-15.903703170745473,-0.36007845822117135
2020-10-28,花菜类,30.297,41.50819267746588,-11.211192677465878,-0.15468977018570307
2020-10-29,花菜类,24.902,43.220868961462216,-18.318868961462215,-0.3912229811172496
2020-10-30,花菜类,28.939,51.841790248883385,-22.902790248883385,-0.4228540654438584
2020-10-31,花菜类,82.701,68.60037929011892,14.10062070988107,0.3470859838976308
2020-11-01,花菜类,69.062,39.20404554666378,29.85795445333622,0.7263770614441607
2020-11-02,花菜类,32.726,28.303853464782293,4.422146535217706,0.3053242625635022
2020-11-03,花菜类,52.37,28.5309239976396,23.839076002360397,0.7674977104817695
2020-11-04,花菜类,67.527,33.84125992466322,33.68574007533678,0.8509991058082838
2020-11-05,花菜类,57.354,33.865581120989226,23.488418879010773,0.6869957496309289
2020-11-06,花菜类,95.136,58.42206697120408,36.713933028795914,0.6477661230260137
2020-11-07,花菜类,121.453,65.17310616876449,56.27989383123551,0.7826328086717504
2020-11-08,花菜类,125.591,63.396227168534075,62.19477283146592,0.8437785978956804
2020-11-09,花菜类,57.592,39.508416757609425,18.083583242390574,0.5370222912573444
2020-11-10,花菜类,25.698,39.62430740617863,-13.92630740617863,-0.2728772317052779
2020-11-11,花菜类,63.25,41.86214794577983,21.38785205422017,0.5728654530677066
2020-11-12,花菜类,13.406,41.28509741715736,-27.87909741715736,-0.9646468757870945
2020-11-13,花菜类,60.306,50.56134143647069,9.744658563529306,0.3363966739779438
2020-11-14,花菜类,84.001,69.64932785281219,14.351672147187813,0.34750800747926025
2020-11-15,花菜类,77.798,65.57585910112408,12.22214089887592,0.3310604509691233
2020-11-16,花菜类,48.64,45.06918814236743,3.5708118576325703,0.23639976814739017
2020-11-17,花菜类,43.621,45.56446701746117,-1.9434670174611668,0.11656285885604234
2020-11-18,花菜类,50.438,51.15695662486995,-0.7189566248699464,0.14599872546355286
2020-11-19,花菜类,77.165,51.748018814693204,25.416981185306803,0.5597121924839006
2020-11-20,花菜类,52.701,57.7949598886086,-5.093959888608602,0.06788521175180984
2020-11-21,花菜类,114.066,90.12712166661191,23.93887833338809,0.39570844530211424
2020-11-22,花菜类,119.596,85.38829219487396,34.20770780512605,0.4970627522514057
2020-11-23,花菜类,74.623,60.21223653694216,14.410763463057847,0.37472552806074555
2020-11-24,花菜类,60.927,57.48948025668276,3.437519743317239,0.21822680098093583
2020-11-25,花菜类,37.137,60.03375928061258,-22.896759280612578,-0.3201409276807037
2020-11-26,花菜类,34.766,52.05688906755536,-17.290889067555362,-0.24354488963794463
2020-11-27,花菜类,28.934,59.9649195020212,-31.030919502021202,-0.5685899882896313
2020-11-28,花菜类,79.441,70.25532418576806,9.185675814231942,0.28303086708094494
2020-11-29,花菜类,77.335,65.191028402447,12.14397159755299,0.33097712998456874
2020-11-30,花菜类,41.156,45.749558290225195,-4.593558290225197,0.05433994146680554
2020-12-01,花菜类,25.82,47.67742210781311,-21.857422107813107,-0.4531562155764872
2020-12-02,花菜类,24.46,45.70402269062872,-21.244022690628718,-0.46499483386252294
2020-12-03,花菜类,27.342,41.823678509074405,-14.481678509074406,-0.26488631537575014
2020-12-04,花菜类,27.457,46.707341006831314,-19.250341006831313,-0.37112784900469586
2020-12-05,花菜类,72.116,66.9431001657322,5.172899834267795,0.23458528013456093
2020-12-06,花菜类,67.968,50.82318410496227,17.14481589503773,0.4508367294554243
2020-12-07,花菜类,29.017,36.40049104576347,-7.383491045763467,-0.06654804591935015
2020-12-08,花菜类,29.686,35.73313194735844,-6.047131947358437,-0.025250416178903556
2020-12-09,花菜类,20.825,35.106494321442455,-14.281494321442455,-0.36207959493741626
2020-12-10,花菜类,20.405,36.58251286297082,-16.177512862970822,-0.4236380129723285
2020-12-11,花菜类,30.644,39.558832806557184,-8.914832806557186,-0.09519976351067871
2020-12-12,花菜类,65.792,54.5223185739705,11.2696814260295,0.3480404712028511
2020-12-13,花菜类,78.67,51.075800226547805,27.594199773452196,0.5921034338539761
2020-12-14,花菜类,33.376,36.07627000887865,-2.700270008878654,0.08235412386647445
2020-12-15,花菜类,33.43,38.24383208881084,-4.813832088810841,0.02562375951186402
2020-12-16,花菜类,26.065,33.80229848458194,-7.737298484581938,-0.09978303068956507
2020-12-17,花菜类,31.098,36.66377920669299,-5.565779206692994,-0.004493462909753276
2020-12-18,花菜类,26.454,40.43705576344987,-13.983055763449869,-0.2641868570701864
2020-12-19,花菜类,60.29,53.92284238943661,6.367157610563389,0.2717644261187213
2020-12-20,花菜类,89.851,50.370005118412465,39.480994881587534,0.7389092352240345
2020-12-21,花菜类,32.408,34.979882040041076,-2.571882040041075,0.08378456229683584
2020-12-22,花菜类,27.346,34.860489461994334,-7.514489461994334,-0.08263146112829212
2020-12-23,花菜类,39.823,31.482840651154923,8.340159348845077,0.39515433242052156
2020-12-24,花菜类,39.293,33.33095818385604,5.962041816143959,0.3247120994349002
2020-12-25,花菜类,33.711,37.762902833308765,-4.051902833308766,0.04664933315895414
2020-12-26,花菜类,62.717,44.40219500557823,18.31480499442177,0.5054959917564479
2020-12-27,花菜类,51.016,45.735310612381184,5.280689387618814,0.2694210021289942
2020-12-28,花菜类,33.949,32.38483213140537,1.5641678685946303,0.20732158316739202
2020-12-29,花菜类,33.714,31.068545299057536,2.6454547009424623,0.24186963293296904
2020-12-30,花菜类,33.438,28.808591084972292,4.62940891502771,0.3091716873647785
2020-12-31,花菜类,23.092,26.730245069809765,-3.6382450698097664,0.01384289251653481
2021-01-01,花菜类,55.985,49.030791295794266,6.954208704205733,0.2927876569362158
2021-01-02,花菜类,31.833,69.50393801217268,-37.670938012172684,-0.6207275716819027
2021-01-03,花菜类,50.09,60.71927795786492,-10.629277957864915,-0.032287500537938385
2021-01-04,花菜类,24.728,42.0788942511315,-17.3508942511315,-0.37145773218267886
2021-01-05,花菜类,45.052,44.74220658958762,0.3097934104123823,0.16705245682354875
2021-01-06,花菜类,41.283,43.145878368380075,-1.8628783683800734,0.11601625244710956
2021-01-07,花菜类,42.427,42.480617838181,-0.053617838180997524,0.15888938475294134
2021-01-08,花菜类,29.703,45.375181534227764,-15.672181534227764,-0.26356488875315787
2021-01-09,花菜类,47.188,52.980404778973664,-5.792404778973662,0.04436985271232796
2021-01-10,花菜类,57.696,49.29043241631809,8.405567583681908,0.3176102072102358
2021-01-11,花菜类,28.862,31.875775417144027,-3.0137754171440285,0.0608318747885237
2021-01-12,花菜类,18.847,30.774932940177376,-11.927932940177374,-0.33019438922828837
2021-01-13,花菜类,23.848,30.356298229143615,-6.508298229143616,-0.0811513057366473
2021-01-14,花菜类,31.086,30.115883038986546,0.9701169610134528,0.19185720253360827
2021-01-15,花菜类,30.327,34.40305353392741,-4.076053533927411,0.03404543264865545
2021-01-16,花菜类,45.807,47.08842503309403,-1.281425033094031,0.13256205383189545
2021-01-17,花菜类,45.21,41.246153908396096,3.963846091603905,0.2519127852268457
2021-01-18,花菜类,26.404,27.449744544529004,-1.0457445445290041,0.12131100589422195
2021-01-19,花菜类,28.877,30.02001703713802,-1.1430170371380228,0.12133339055086978
2021-01-20,花菜类,33.627,28.707888702652067,4.919111297347936,0.31830971679216713
2021-01-21,花菜类,27.553,28.465715145844193,-0.9127151458441922,0.127563390584434
2021-01-22,花菜类,32.636,33.29612830502741,-0.6601283050274063,0.14012720422569247
2021-01-23,花菜类,48.218,46.74970440141855,1.4682955985814559,0.19107681634640894
2021-01-24,花菜类,56.086,42.39180459364486,13.694195406355135,0.4400835251176072
2021-01-25,花菜类,34.554,31.659403537633015,2.8945964623669873,0.24764045686682
2021-01-26,花菜类,36.857,32.637865867392925,4.219134132607074,0.28172476966589377
2021-01-27,花菜类,50.986,35.75968071312456,15.226319286875437,0.5148824173438351
2021-01-28,花菜类,47.788,33.96880027506432,13.819199724935679,0.5014844513655952
2021-01-29,花菜类,56.588,43.665592020887885,12.922407979112116,0.4193888783448543
2021-01-30,花菜类,63.124,59.48139772619132,3.6426022738086843,0.21958977924438106
2021-01-31,花菜类,37.907,55.95743051353585,-18.05043051353585,-0.22930308688505008
2021-02-01,花菜类,25.144,31.41470481274266,-6.270704812742661,-0.06250443616644796
