销售日期,单品编码,品类,正常销售量,正常售价中位数,正常销售额,正常销售成本额,最后销售时间,正常销量加权售价,当日批发价,单品加成率,折扣销售量,是否有折扣,折扣占比
2020-07-16,102900011006689,花叶类,2.883,8.0,23.064,10.52295,2026-08-27 11:47:09.160,8.0,3.65,1.191780821917808,0.0,否,0.0
2020-07-16,102900011008522,花叶类,14.989,8.0,119.912,74.945,2026-08-27 21:07:17.032,8.0,4.999999999999999,0.6000000000000003,0.702,是,0.04473902236951118
2020-07-16,102900051010455,花叶类,15.649000000000001,9.0,140.841,83.09618999999999,2026-08-27 20:52:32.728,9.0,5.31,0.6949152542372883,1.827,是,0.10454337376974136
2020-07-16,102900005116714,花菜类,22.106,14.0,309.484,171.10044,2026-08-27 21:21:29.114,13.999999999999998,7.739999999999999,0.8087855297157622,1.2730000000000001,是,0.05445057530262201
2020-07-16,102900011009970,花菜类,13.194,6.0,79.164,37.20708,2026-08-27 16:15:47.911,6.0,2.82,1.127659574468085,2.877,是,0.17901810714952396
2020-07-16,102900005116257,茄类,5.989,8.0,47.912,33.89774,2026-08-27 20:54:44.280,8.0,5.66,0.4134275618374559,1.704,是,0.22150006499415054
2020-07-16,102900005116509,茄类,9.152,4.6,42.099199999999996,22.51392,2026-08-27 21:30:35.625,4.6,2.46,0.8699186991869918,0.851,是,0.08507447765670298
2020-07-16,102900011009444,茄类,8.89,10.0,88.9,41.783,2026-08-27 20:56:27.170,10.0,4.7,1.127659574468085,0.0,否,0.0
2020-07-16,102900005116226,辣椒类,2.179,8.0,17.432,10.98216,2026-08-27 19:19:22.607,8.0,5.040000000000001,0.587301587301587,0.288,是,0.11674098094852048
2020-07-16,102900005116233,辣椒类,3.972,12.0,47.664,29.79,2026-08-27 19:40:38.155,12.0,7.5,0.6000000000000001,0.234,是,0.05563480741797432
2020-07-16,102900005116943,辣椒类,0.801,18.0,14.418,6.776460000000001,2026-08-27 17:34:39.076,17.999999999999996,8.46,1.1276595744680846,0.42300000000000004,是,0.34558823529411764
2020-07-16,102900005117056,辣椒类,31.465,9.0,283.185,174.9454,2026-08-27 21:20:43.889,9.0,5.5600000000000005,0.618705035971223,3.352,是,0.09627480828330988
2020-07-16,102900005117209,辣椒类,0.661,21.8,14.4098,8.269110000000001,2026-08-27 18:50:19.475,21.8,12.510000000000002,0.7426059152677855,0.0,否,0.0
2020-07-16,102900005125808,辣椒类,2.224,25.8,57.379200000000004,22.44016,2026-08-27 20:42:36.266,25.8,10.089999999999998,1.5569871159563928,0.365,是,0.14098107377365776
2020-07-16,102900011000328,辣椒类,16.03,10.0,160.3,100.02720000000001,2026-08-27 21:33:17.514,10.0,6.24,0.6025641025641024,2.997,是,0.15751300783097702
2020-07-16,102900011001219,辣椒类,1.934,19.8,38.2932,21.854200000000002,2026-08-27 19:53:31.975,19.8,11.3,0.752212389380531,0.0,否,0.0
2020-07-16,102900051004294,辣椒类,5.059,12.0,60.708,38.34722,2026-08-27 20:09:40.122,12.0,7.58,0.5831134564643798,0.0,否,0.0
2020-07-16,102900005116530,食用菌,12.534,19.8,248.1732,150.408,2026-08-27 21:07:17.658,19.8,11.999999999999998,0.6500000000000004,2.894,是,0.18758102151931552
2020-07-16,102900005116547,食用菌,15.697,8.0,125.576,66.71225,2026-08-27 20:16:24.983,8.0,4.25,0.8823529411764706,0.0,否,0.0
2020-07-16,102900005116912,食用菌,0.9870000000000001,14.0,13.818000000000001,7.71834,2026-08-27 19:34:38.308,14.0,7.819999999999999,0.7902813299232738,0.0,否,0.0
2020-07-16,102900005119944,食用菌,1.897,18.0,34.146,18.91309,2026-08-27 19:46:23.967,18.0,9.97,0.8054162487462386,0.0,否,0.0
2020-07-16,102900005125815,食用菌,9.975,12.0,119.7,60.348749999999995,2026-08-27 20:38:56.619,12.0,6.05,0.9834710743801653,0.7010000000000001,是,0.06566129636568004
2020-07-16,102900011001806,食用菌,4.0,5.9,23.6,12.4,2026-08-27 21:35:52.983,5.9,3.1,0.903225806451613,0.0,否,0.0
2020-07-16,106956146480197,食用菌,5.0,3.5,17.5,10.149999999999999,2026-08-27 18:55:54.063,3.5,2.03,0.7241379310344829,0.0,否,0.0
2020-07-17,102900005116899,水生根茎类,7.809,16.0,124.944,62.472,2026-08-27 20:17:07.337,16.0,8.0,1.0,0.0,否,0.0
2020-07-17,102900005118824,水生根茎类,2.918,10.0,29.18,15.81556,2026-08-27 12:50:14.992,10.0,5.42,0.845018450184502,0.0,否,0.0
2020-07-17,102900005115762,花叶类,4.9190000000000005,5.0,24.595000000000002,16.03594,2026-08-27 20:48:24.736,5.0,3.26,0.5337423312883436,1.888,是,0.2773615395915969
2020-07-17,102900005115779,花叶类,23.796,10.0,237.96,161.8128,2026-08-27 21:06:56.312,10.0,6.800000000000001,0.47058823529411753,3.277,是,0.12104310567724301
2020-07-17,102900005115786,花叶类,11.735,4.0,46.94,20.6536,2026-08-27 17:17:44.405,4.0,1.7600000000000002,1.2727272727272725,1.508,是,0.11387147927206828
2020-07-17,102900005115793,花叶类,3.37,18.0,60.66,36.9015,2026-08-27 20:54:29.523,18.0,10.95,0.6438356164383563,0.701,是,0.17219356423483173
2020-07-17,102900005115823,花叶类,7.589,10.0,75.89,43.02963,2026-08-27 20:36:03.968,10.0,5.669999999999999,0.7636684303350973,1.002,是,0.11663368641601675
2020-07-17,102900005115908,花叶类,9.849,8.0,78.792,43.33560000000001,2026-08-27 20:46:38.598,8.0,4.4,0.8181818181818181,0.877,是,0.08176393809435017
2020-07-17,102900005115946,花叶类,4.271,7.0,29.897,18.23717,2026-08-27 18:27:01.886,7.0,4.27,0.6393442622950822,0.889,是,0.17228682170542636
2020-07-17,102900005115960,花叶类,24.131,3.0,72.393,33.7834,2026-08-27 18:52:19.717,3.0,1.4,1.1428571428571428,2.55,是,0.09557362917431879
2020-07-17,102900005115984,花叶类,31.655,6.0,189.93,118.70625,2026-08-27 21:01:37.123,6.0,3.7499999999999996,0.6000000000000001,3.596,是,0.1020112904598451
2020-07-17,102900005118831,花叶类,9.0,6.9,62.1,36.72,2026-08-27 18:48:29.795,6.9,4.08,0.6911764705882353,8.0,是,0.47058823529411764
2020-07-17,102900005119975,花叶类,15.016,6.0,90.096,48.0512,2026-08-27 20:09:33.780,6.0,3.2,0.875,1.7730000000000001,是,0.10560486032521293
2020-07-17,102900011006689,花叶类,5.69,8.0,45.52,20.0857,2026-08-27 19:09:11.060,8.0,3.53,1.2662889518413598,1.191,是,0.17308530736811512
2020-07-17,102900011008522,花叶类,14.326,8.0,114.608,71.63,2026-08-27 20:34:20.798,8.0,4.999999999999999,0.6000000000000003,0.451,是,0.030520403329498545
2020-07-17,102900051010455,花叶类,8.085,9.0,72.765,42.931349999999995,2026-08-27 17:27:57.121,9.0,5.309999999999999,0.6949152542372885,0.535,是,0.06206496519721577
2020-07-17,102900005116714,花菜类,21.793,14.0,305.10200000000003,168.24196,2026-08-27 20:56:04.428,14.000000000000002,7.720000000000001,0.8134715025906736,3.356,是,0.13344466976818162
2020-07-17,102900011009970,花菜类,18.062,6.0,108.372,58.15964,2026-08-27 20:35:25.438,6.0,3.2199999999999998,0.8633540372670809,0.987,是,0.05181374350359599
2020-07-17,102900005116257,茄类,13.51,8.0,108.08,69.4414,2026-08-27 21:17:57.983,8.0,5.140000000000001,0.5564202334630348,2.381,是,0.14983323894028064
2020-07-17,102900005116509,茄类,7.533,4.6,34.651799999999994,18.45585,2026-08-27 21:06:56.366,4.599999999999999,2.45,0.8775510204081627,0.437,是,0.0548306148055207
2020-07-17,102900011009444,茄类,11.456,10.0,114.56,59.11296,2026-08-27 21:21:06.969,10.0,5.16,0.9379844961240309,1.934,是,0.14443614637789395
2020-07-17,102900005116226,辣椒类,2.996,8.0,23.968,15.069880000000001,2026-08-27 17:55:06.873,8.0,5.03,0.5904572564612325,0.0,否,0.0
2020-07-17,102900005116233,辣椒类,3.606,12.0,43.272,27.33348,2026-08-27 17:58:49.299,12.0,7.580000000000001,0.5831134564643798,0.267,是,0.06893880712625872
2020-07-17,102900005116943,辣椒类,1.319,18.0,23.742,11.68634,2026-08-27 18:47:50.030,18.0,8.86,1.0316027088036117,0.256,是,0.16253968253968254
2020-07-17,102900005117056,辣椒类,25.214,9.0,226.926,131.86922,2026-08-27 21:23:14.998,9.0,5.23,0.7208413001912044,2.706,是,0.09691977077363897
2020-07-17,102900005117209,辣椒类,1.798,19.8,35.6004,23.302080000000004,2026-08-27 19:13:36.063,19.8,12.96,0.5277777777777777,0.0,否,0.0
2020-07-17,102900005123880,辣椒类,0.732,10.0,7.32,3.1988399999999997,2026-08-27 11:04:08.561,10.0,4.37,1.2883295194508007,0.0,否,0.0
2020-07-17,102900005125808,辣椒类,2.215,25.8,57.147000000000006,22.7702,2026-08-27 21:31:01.229,25.800000000000004,10.280000000000001,1.509727626459144,0.10500000000000001,是,0.04525862068965518
2020-07-17,102900011000328,辣椒类,10.476,10.0,104.76,65.37024,2026-08-27 21:28:07.037,10.0,6.239999999999999,0.6025641025641026,1.073,是,0.09290847692440903
2020-07-17,102900011001219,辣椒类,3.3449999999999998,19.8,66.231,38.03265,2026-08-27 21:15:53.598,19.8,11.37,0.7414248021108181,0.556,是,0.1425275570366573
2020-07-17,102900051004294,辣椒类,4.119,12.0,49.428,31.13964,2026-08-27 18:35:17.436,12.0,7.5600000000000005,0.5873015873015872,0.242,是,0.0554918596652144
2020-07-17,102900005116530,食用菌,13.989,19.8,276.9822,167.868,2026-08-27 21:53:25.697,19.799999999999997,11.999999999999998,0.6499999999999999,1.6099999999999999,是,0.10321174434258605
2020-07-17,102900005116547,食用菌,13.729000000000001,9.0,123.561,65.07546,2026-08-27 19:01:25.483,9.0,4.74,0.8987341772151898,1.816,是,0.11682212930202637
2020-07-17,102900005116912,食用菌,1.103,14.0,15.442,8.58134,2026-08-27 20:28:00.400,14.0,7.780000000000001,0.7994858611825191,0.15,是,0.11971268954509179
2020-07-17,102900005119944,食用菌,1.6300000000000001,18.0,29.34,16.2348,2026-08-27 20:43:26.771,18.0,9.959999999999999,0.8072289156626509,0.478,是,0.22675521821631878
2020-07-17,102900005125815,食用菌,10.535,12.0,126.42,63.526050000000005,2026-08-27 21:17:48.014,12.0,6.03,0.9900497512437809,0.868,是,0.07612031921424187
2020-07-17,102900011001806,食用菌,2.0,5.9,11.8,6.16,2026-08-27 17:41:38.007,5.9,3.08,0.9155844155844157,0.0,否,0.0
2020-07-17,106956146480197,食用菌,3.0,3.5,10.5,6.09,2026-08-27 12:22:15.326,3.5,2.03,0.7241379310344829,1.0,是,0.25
2020-07-18,102900005116899,水生根茎类,6.09,16.0,97.44,48.72,2026-08-27 18:32:23.684,16.0,8.0,1.0,2.4850000000000003,是,0.289795918367347
2020-07-18,102900005118824,水生根茎类,1.1520000000000001,10.0,11.52,6.2783999999999995,2026-08-27 18:25:42.683,9.999999999999998,5.449999999999999,0.8348623853211008,0.6910000000000001,是,0.37493217580032556
2020-07-18,102900005115762,花叶类,5.582,5.0,27.91,17.974040000000002,2026-08-27 18:17:28.655,5.0,3.2200000000000006,0.5527950310559002,1.626,是,0.22558268590455047
2020-07-18,102900005115779,花叶类,35.317,10.0,353.17,240.1556,2026-08-27 20:46:09.889,10.0,6.8,0.47058823529411775,5.0809999999999995,是,0.12577355314619534
2020-07-18,102900005115786,花叶类,8.314,4.0,33.256,14.63264,2026-08-27 13:17:59.608,4.0,1.76,1.272727272727273,0.0,否,0.0
2020-07-18,102900005115793,花叶类,10.548,18.0,189.864,114.4458,2026-08-27 20:05:43.717,18.0,10.85,0.6589861751152075,0.0,否,0.0
2020-07-18,102900005115823,花叶类,18.321,10.0,183.21,98.56698,2026-08-27 20:39:21.951,10.0,5.38,0.8587360594795539,4.42,是,0.1943626049865881
2020-07-18,102900005115908,花叶类,18.019,8.0,144.152,78.74303,2026-08-27 20:50:20.604,8.0,4.370000000000001,0.8306636155606404,2.307,是,0.11349995080192858
2020-07-18,102900005115946,花叶类,5.746,7.0,40.222,24.995099999999997,2026-08-27 18:14:26.096,7.0,4.349999999999999,0.609195402298851,1.776,是,0.23610741823982984
2020-07-18,102900005115960,花叶类,12.014,3.0,36.042,16.8196,2026-08-27 17:34:40.613,3.0000000000000004,1.4000000000000001,1.1428571428571428,3.523,是,0.2267490506532793
2020-07-18,102900005115984,花叶类,40.303,6.0,241.818,151.13625000000002,2026-08-27 20:44:33.453,6.000000000000001,3.750000000000001,0.5999999999999999,11.004,是,0.21447365856510808
2020-07-18,102900005118831,花叶类,11.0,6.9,75.9,44.88,2026-08-27 18:36:56.699,6.9,4.08,0.6911764705882353,4.0,是,0.26666666666666666
2020-07-18,102900005119975,花叶类,37.904,5.0,189.52,107.26832,2026-08-27 19:45:30.125,5.0,2.8299999999999996,0.7667844522968201,5.339,是,0.12346506949101589
2020-07-18,102900011008522,花叶类,12.43,8.0,99.44,62.15,2026-08-27 20:20:09.467,8.0,5.0,0.6000000000000001,2.982,是,0.19348559563976125
2020-07-18,102900051010455,花叶类,15.792,9.0,142.12800000000001,83.85552,2026-08-27 20:21:30.264,9.000000000000002,5.31,0.6949152542372885,1.917,是,0.10825004235134678
2020-07-18,102900005116714,花菜类,28.677,14.0,401.478,222.24675,2026-08-27 21:27:11.335,14.0,7.75,0.8064516129032258,6.473,是,0.18415362731152204
2020-07-18,102900011009970,花菜类,22.694,6.0,136.16400000000002,72.84774,2026-08-27 19:40:53.186,6.000000000000001,3.2100000000000004,0.8691588785046729,3.244,是,0.12506746857891898
2020-07-18,102900005116257,茄类,15.339,8.0,122.712,78.84246,2026-08-27 21:02:18.585,8.0,5.14,0.556420233463035,2.719,是,0.15057038431720013
2020-07-18,102900005116509,茄类,20.066,4.6,92.30359999999999,51.168299999999995,2026-08-27 20:21:30.137,4.6,2.55,0.803921568627451,3.689,是,0.1552936223952852
2020-07-18,102900011009444,茄类,12.748,10.0,127.48,58.0034,2026-08-27 18:00:49.483,10.0,4.55,1.197802197802198,2.024,是,0.1370159761711346
2020-07-18,102900005116226,辣椒类,1.666,8.0,13.328,8.263359999999999,2026-08-27 11:29:50.295,8.0,4.959999999999999,0.612903225806452,1.04,是,0.3843311160384331
2020-07-18,102900005116233,辣椒类,5.458,14.0,76.412,45.30140000000001,2026-08-27 17:38:11.869,14.0,8.3,0.6867469879518071,1.238,是,0.18488649940262844
2020-07-18,102900005116943,辣椒类,1.451,18.0,26.118000000000002,12.95743,2026-08-27 20:54:42.497,18.0,8.93,1.0156774916013438,0.751,是,0.3410535876475931
2020-07-18,102900005117056,辣椒类,21.921,10.0,219.21,110.04341999999998,2026-08-27 20:54:44.055,10.0,5.02,0.9920318725099604,4.219,是,0.16140015302218821
2020-07-18,102900005117209,辣椒类,1.687,19.8,33.4026,23.179380000000002,2026-08-27 18:14:26.221,19.8,13.74,0.44104803493449785,0.55,是,0.24586499776486367
2020-07-18,102900005123880,辣椒类,3.619,10.0,36.19,20.736870000000003,2026-08-27 21:04:25.081,9.999999999999998,5.73,0.7452006980802788,0.421,是,0.1042079207920792
2020-07-18,102900005125808,辣椒类,3.245,25.8,83.721,33.84535,2026-08-27 19:54:35.545,25.8,10.430000000000001,1.4736337488015336,0.399,是,0.10949506037321625
2020-07-18,102900011000328,辣椒类,21.417,10.0,214.17,131.07204000000002,2026-08-27 20:44:32.874,9.999999999999998,6.12,0.6339869281045749,4.863,是,0.18504566210045664
2020-07-18,102900011001219,辣椒类,2.848,18.0,51.263999999999996,34.176,2026-08-27 18:23:57.514,18.0,12.000000000000002,0.4999999999999998,0.0,否,0.0
2020-07-18,102900051004294,辣椒类,7.9,12.0,94.8,53.088,2026-08-27 20:59:52.655,11.999999999999998,6.72,0.7857142857142856,0.358,是,0.04335190118672801
2020-07-18,102900005116530,食用菌,19.166,19.8,379.4868,229.992,2026-08-27 21:12:41.575,19.8,12.0,0.6500000000000001,3.496,是,0.15426705498190804
2020-07-18,102900005116547,食用菌,15.371,9.0,138.339,77.16242,2026-08-27 18:00:13.576,9.0,5.02,0.7928286852589643,4.11,是,0.2109747959550331
2020-07-18,102900005116912,食用菌,1.451,14.0,20.314,11.30329,2026-08-27 19:25:08.303,14.0,7.79,0.7971758664955071,0.129,是,0.08164556962025317
2020-07-18,102900005119944,食用菌,1.591,18.0,28.638,15.76681,2026-08-27 18:46:02.230,18.0,9.91,0.8163471241170535,0.362,是,0.18535586277521762
2020-07-18,102900005125815,食用菌,11.302,12.0,135.624,68.3771,2026-08-27 21:02:20.983,12.0,6.05,0.9834710743801653,2.906,是,0.20453265765765766
2020-07-18,102900011001806,食用菌,4.0,5.9,23.6,12.36,2026-08-27 17:25:35.264,5.9,3.09,0.9093851132686086,2.0,是,0.3333333333333333
2020-07-18,106956146480197,食用菌,4.0,3.5,14.0,8.08,2026-08-27 12:07:51.201,3.5,2.02,0.7326732673267327,2.0,是,0.3333333333333333
2020-07-19,102900005116899,水生根茎类,6.3389999999999995,16.0,101.42399999999999,50.711999999999996,2026-08-27 15:44:12.108,16.0,8.0,1.0,2.328,是,0.2686050536517826
2020-07-19,102900005118824,水生根茎类,1.865,10.0,18.650000000000002,10.126949999999999,2026-08-27 14:59:32.326,10.000000000000002,5.43,0.8416206261510133,0.5920000000000001,是,0.240944240944241
2020-07-19,102900005115779,花叶类,32.993,10.0,329.93,224.3524,2026-08-27 20:06:49.940,10.0,6.799999999999999,0.470588235294118,4.829,是,0.12767701337845697
2020-07-19,102900005115786,花叶类,18.243,4.0,72.972,38.310300000000005,2026-08-27 15:43:54.105,4.0,2.1000000000000005,0.9047619047619042,3.167,是,0.14792153199439514
2020-07-19,102900005115793,花叶类,6.246,16.0,99.936,68.51862000000001,2026-08-27 18:58:13.092,16.0,10.97,0.4585232452142205,0.714,是,0.10258620689655171
2020-07-19,102900005115823,花叶类,27.866,10.0,278.65999999999997,148.52578,2026-08-27 20:37:06.076,9.999999999999998,5.33,0.8761726078799246,2.888,是,0.09390648370943618
2020-07-19,102900005115908,花叶类,10.781,8.0,86.248,47.22078,2026-08-27 20:25:34.017,8.0,4.38,0.8264840182648403,4.362,是,0.2880538862840917
2020-07-19,102900005115946,花叶类,2.751,7.0,19.257,12.02187,2026-08-27 17:40:54.391,7.000000000000001,4.37,0.6018306636155608,0.0,否,0.0
2020-07-19,102900005115960,花叶类,16.005,4.0,64.02,22.407,2026-08-27 19:34:05.540,4.0,1.4000000000000001,1.8571428571428568,4.045,是,0.20174563591022446
2020-07-19,102900005115984,花叶类,66.48,6.0,398.88,251.2944,2026-08-27 21:32:25.597,6.0,3.78,0.5873015873015874,10.135,是,0.13228480062650916
2020-07-19,102900005118831,花叶类,10.0,6.9,69.0,40.599999999999994,2026-08-27 16:58:22.592,6.9,4.06,0.6995073891625618,4.0,是,0.2857142857142857
2020-07-19,102900005119975,花叶类,10.538,5.0,52.690000000000005,29.5064,2026-08-27 18:16:54.018,5.0,2.8,0.7857142857142858,3.012,是,0.22228782287822876
2020-07-19,102900011008522,花叶类,43.884,7.0,307.188,199.6722,2026-08-27 21:26:48.217,7.0,4.55,0.5384615384615385,11.349,是,0.20547498777904513
2020-07-19,102900051010455,花叶类,23.412,9.0,205.381,124.31772,2026-08-27 21:39:31.978,8.772467110883309,5.31,0.6520653692812259,3.464,是,0.1288882274147939
2020-07-19,102900005116714,花菜类,39.511,14.0,553.154,310.55646,2026-08-27 21:37:09.951,13.999999999999998,7.859999999999999,0.7811704834605597,5.279,是,0.11786112971645454
2020-07-19,102900011009970,花菜类,28.417,6.0,170.502,93.20776,2026-08-27 20:55:21.670,6.0,3.2799999999999994,0.8292682926829271,3.144,是,0.09961661544311017
2020-07-19,102900005116257,茄类,32.134,8.0,257.072,165.16876,2026-08-27 21:32:25.660,8.0,5.14,0.556420233463035,3.572,是,0.10003920909651039
2020-07-19,102900005116509,茄类,14.031,6.0,84.18599999999999,38.02401,2026-08-27 20:23:56.332,5.999999999999999,2.7099999999999995,1.2140221402214024,6.189,是,0.3060830860534125
2020-07-19,102900011009444,茄类,13.652,10.0,136.52,60.61488000000001,2026-08-27 18:21:43.973,10.000000000000002,4.44,1.2522522522522523,2.194,是,0.1384576549286886
2020-07-19,102900005116226,辣椒类,2.886,8.0,23.088,13.8528,2026-08-27 17:36:51.498,8.0,4.8,0.6666666666666667,0.539,是,0.15737226277372263
2020-07-19,102900005116233,辣椒类,5.472,14.0,76.608,48.974399999999996,2026-08-27 20:54:39.563,14.0,8.95,0.564245810055866,1.203,是,0.1802247191011236
2020-07-19,102900005116943,辣椒类,3.511,18.0,63.198,31.66922,2026-08-27 21:38:13.107,18.0,9.02,0.9955654101995566,0.0,否,0.0
2020-07-19,102900005117056,辣椒类,37.517,10.0,375.17,232.23023,2026-08-27 20:46:57.138,10.0,6.1899999999999995,0.6155088852988693,6.035,是,0.13856998530492284
2020-07-19,102900005117209,辣椒类,1.3639999999999999,19.8,27.0072,16.76356,2026-08-27 21:18:54.506,19.8,12.29,0.61106590724166,0.0,否,0.0
2020-07-19,102900005123880,辣椒类,2.5060000000000002,10.0,25.06,10.349779999999999,2026-08-27 21:06:44.119,9.999999999999998,4.129999999999999,1.4213075060532687,0.501,是,0.1666112404389757
2020-07-19,102900005125808,辣椒类,2.867,25.8,73.9686,29.50143,2026-08-27 21:16:02.905,25.799999999999997,10.29,1.5072886297376091,0.24,是,0.07724493080141615
2020-07-19,102900011000328,辣椒类,31.729,9.0,285.561,195.13335,2026-08-27 21:26:18.655,9.0,6.15,0.46341463414634143,2.116,是,0.06252031319249521
2020-07-19,102900011001219,辣椒类,0.223,18.0,4.014,2.49983,2026-08-27 18:26:43.590,18.0,11.21,0.6057091882247991,0.0,否,0.0
2020-07-19,102900051004294,辣椒类,4.858,12.0,58.296,30.31392,2026-08-27 20:53:14.914,12.0,6.24,0.9230769230769229,0.209,是,0.0412472863627393
2020-07-19,102900005116530,食用菌,27.452,19.8,543.5496,329.424,2026-08-27 21:16:45.717,19.8,11.999999999999998,0.6500000000000004,5.954,是,0.17823145542716878
2020-07-19,102900005116547,食用菌,18.175,9.0,163.57500000000002,91.602,2026-08-27 16:58:30.295,9.0,5.04,0.7857142857142858,1.371,是,0.07014222858896961
2020-07-19,102900005116912,食用菌,1.824,14.0,25.536,14.24544,2026-08-27 16:40:58.865,14.0,7.81,0.7925736235595391,0.0,否,0.0
2020-07-19,102900005119944,食用菌,1.497,18.0,26.946,14.820300000000001,2026-08-27 16:25:22.358,18.0,9.9,0.8181818181818181,0.8180000000000001,是,0.35334773218142546
2020-07-19,102900005125815,食用菌,15.42,12.0,185.04,93.5994,2026-08-27 20:47:33.155,12.0,6.07,0.9769357495881383,1.811,是,0.105101270965121
2020-07-19,102900011001806,食用菌,3.0,5.9,17.700000000000003,9.36,2026-08-27 11:42:30.557,5.900000000000001,3.1199999999999997,0.8910256410256416,0.0,否,0.0
2020-07-19,106956146480197,食用菌,3.0,3.5,10.5,6.1499999999999995,2026-08-27 14:40:39.170,3.5,2.05,0.7073170731707319,0.0,否,0.0
2020-07-20,102900005116899,水生根茎类,6.577,16.0,105.232,52.616,2026-08-27 18:00:18.803,16.0,8.0,1.0,0.5449999999999999,是,0.07652344846953102
2020-07-20,102900005118824,水生根茎类,2.426,10.0,24.259999999999998,13.19744,2026-08-27 16:57:56.936,9.999999999999998,5.4399999999999995,0.838235294117647,0.0,否,0.0
2020-07-20,102900005115779,花叶类,28.157,10.0,281.57,191.4676,2026-08-27 20:39:02.808,10.0,6.8,0.47058823529411775,2.316,是,0.07600170642864175
2020-07-20,102900005115786,花叶类,10.780000000000001,4.0,43.120000000000005,23.500400000000003,2026-08-27 17:06:40.495,4.0,2.18,0.8348623853211008,2.362,是,0.179729112768224
2020-07-20,102900005115793,花叶类,5.013,16.0,80.208,50.38065,2026-08-27 19:56:07.231,16.0,10.05,0.5920398009950247,0.738,是,0.12832550860719877
2020-07-20,102900005115823,花叶类,12.659,10.0,126.59,67.47247,2026-08-27 20:23:15.873,10.0,5.33,0.876172607879925,1.233,是,0.088756118629427
2020-07-20,102900005115908,花叶类,10.628,8.0,85.024,46.55064,2026-08-27 20:46:42.655,8.0,4.38,0.8264840182648403,0.363,是,0.03302702210899827
2020-07-20,102900005115946,花叶类,3.096,7.0,21.672,13.52952,2026-08-27 19:27:23.213,7.0,4.37,0.6018306636155606,0.416,是,0.1184510250569476
2020-07-20,102900005115960,花叶类,17.916,4.0,71.664,27.94896,2026-08-27 20:18:48.686,4.0,1.56,1.5641025641025639,3.1149999999999998,是,0.1481146878417574
2020-07-20,102900005115984,花叶类,10.522,6.0,63.132,40.299260000000004,2026-08-27 19:04:42.576,6.0,3.83,0.566579634464752,2.057,是,0.16352651244137054
2020-07-20,102900005118831,花叶类,7.0,6.9,48.300000000000004,28.490000000000002,2026-08-27 21:02:29.420,6.9,4.07,0.6953316953316953,1.0,是,0.125
2020-07-20,102900005119975,花叶类,41.474000000000004,5.0,200.305,116.1272,2026-08-27 21:07:58.264,4.829652312292038,2.8,0.724875825818585,4.5920000000000005,是,0.09968306343072983
2020-07-20,102900011008522,花叶类,25.816,7.0,180.712,108.94351999999999,2026-08-27 20:51:01.889,7.0,4.22,0.6587677725118484,3.911,是,0.1315638981397383
2020-07-20,102900051010455,花叶类,9.276,9.0,83.48400000000001,49.255559999999996,2026-08-27 20:32:44.813,9.000000000000002,5.31,0.6949152542372885,0.557,是,0.05664598799959321
2020-07-20,102900005116714,花菜类,15.753,14.0,220.542,123.81858,2026-08-27 20:53:04.592,14.0,7.859999999999999,0.78117048346056,1.058,是,0.0629349830468146
2020-07-20,102900011009970,花菜类,26.757,6.0,160.542,90.43866,2026-08-27 20:57:05.626,6.0,3.38,0.7751479289940828,3.863,是,0.1261593729588504
2020-07-20,102900005116257,茄类,12.456999999999999,8.0,99.65599999999999,64.02897999999999,2026-08-27 21:39:27.268,8.0,5.14,0.556420233463035,1.9049999999999998,是,0.1326416933574711
2020-07-20,102900005116509,茄类,6.104,6.0,36.624,16.54184,2026-08-27 21:31:21.420,6.0,2.71,1.2140221402214024,0.401,是,0.061644888547271334
2020-07-20,102900011009444,茄类,11.517,10.0,115.17,50.90514,2026-08-27 21:03:33.103,10.0,4.420000000000001,1.2624434389140267,1.5630000000000002,是,0.11949541284403671
2020-07-20,102900005116226,辣椒类,3.835,8.0,30.68,19.36675,2026-08-27 19:51:15.471,8.0,5.05,0.5841584158415842,0.276,是,0.06713694964728778
2020-07-20,102900005116233,辣椒类,2.197,14.0,30.758,19.13587,2026-08-27 21:26:38.090,14.0,8.71,0.6073478760045923,0.329,是,0.1302454473475851
2020-07-20,102900005116943,辣椒类,0.952,18.0,17.136,8.45376,2026-08-27 16:34:16.779,18.0,8.88,1.0270270270270268,0.195,是,0.17000871839581516
2020-07-20,102900005117056,辣椒类,24.424,9.0,219.816,150.2076,2026-08-27 21:06:30.967,9.0,6.15,0.46341463414634143,5.412,是,0.1813916074540823
2020-07-20,102900005117209,辣椒类,1.379,19.8,27.3042,17.15476,2026-08-27 19:51:15.967,19.8,12.44,0.5916398713826367,0.0,否,0.0
2020-07-20,102900005125808,辣椒类,2.612,19.8,51.717600000000004,26.66852,2026-08-27 20:34:37.280,19.8,10.209999999999999,0.9392752203721844,0.0,否,0.0
2020-07-20,102900011000328,辣椒类,19.634,9.0,176.70600000000002,121.92714000000001,2026-08-27 21:41:48.373,9.0,6.21,0.4492753623188406,1.649,是,0.07747967861673635
2020-07-20,102900011001219,辣椒类,0.9239999999999999,18.0,16.631999999999998,10.385760000000001,2026-08-27 17:36:49.854,18.0,11.240000000000002,0.6014234875444837,0.0,否,0.0
2020-07-20,102900051004294,辣椒类,3.231,12.0,38.772,20.19375,2026-08-27 20:23:30.745,12.0,6.250000000000001,0.9199999999999997,0.301,是,0.08522083805209513
