销售日期,品类,固定篮子覆盖率,权重收缩系数,权重历史样本数,权重窗口天数
2020-09-13,花叶类,0.9407095419554588,0.3442622950819672,21,180
2020-09-14,花叶类,0.9767305851535341,0.3548387096774194,22,180
2020-09-15,花叶类,0.9875066840400197,0.36507936507936506,23,180
2020-09-16,花叶类,0.9796957082355131,0.36507936507936506,23,180
2020-09-17,花叶类,0.9799199283459048,0.375,24,180
2020-09-18,花叶类,0.987850451218586,0.375,24,180
2020-09-19,花叶类,0.9782550914071048,0.375,24,180
2020-09-20,花叶类,0.9785934155089044,0.375,24,180
2020-09-21,花叶类,0.9789309332288408,0.375,24,180
2020-09-22,花叶类,0.9534328842824829,0.375,24,180
2020-09-23,花叶类,0.9574130911108223,0.375,24,180
2020-09-24,花叶类,0.9881553972201169,0.375,24,180
2020-09-25,花叶类,0.9909385466920743,0.375,24,180
2020-09-26,花叶类,0.9829748412622408,0.375,24,180
2020-09-27,花叶类,0.873746037930787,0.375,24,180
2020-09-28,花叶类,0.8669023570498493,0.375,24,180
2020-09-29,花叶类,0.8944137223068838,0.375,24,180
2020-09-30,花叶类,0.8799493164442822,0.375,24,180
2020-10-01,花叶类,0.8692444287565785,0.375,24,180
2020-10-02,花叶类,0.8824584474389892,0.375,24,180
2020-10-03,花叶类,0.8149816859999512,0.375,24,180
2020-10-04,花叶类,0.7899988208663921,0.375,24,180
2020-10-05,花叶类,0.8199686369241856,0.375,24,180
2020-10-06,花叶类,0.822620795713935,0.375,24,180
2020-10-07,花叶类,0.8243687218472078,0.38461538461538464,25,180
2020-10-08,花叶类,0.8265404990775351,0.38461538461538464,25,180
2020-10-09,花叶类,0.8129008193294144,0.38461538461538464,25,180
2020-10-10,花叶类,0.8409543028147158,0.38461538461538464,25,180
2020-10-11,花叶类,0.8311336689882608,0.38461538461538464,25,180
2020-10-12,花叶类,0.8175531994556031,0.38461538461538464,25,180
2020-10-13,花叶类,0.9001331292068354,0.38461538461538464,25,180
2020-10-14,花叶类,0.8091977951525782,0.38461538461538464,25,180
2020-10-15,花叶类,0.8107921765215262,0.38461538461538464,25,180
2020-10-16,花叶类,0.819140491179722,0.3939393939393939,26,180
2020-10-17,花叶类,0.8463642013561389,0.3939393939393939,26,180
2020-10-18,花叶类,0.8480673783673865,0.3939393939393939,26,180
2020-10-19,花叶类,0.8484421500349546,0.3939393939393939,26,180
2020-10-20,花叶类,0.8494534754434826,0.3939393939393939,26,180
2020-10-21,花叶类,0.8499957717742896,0.3939393939393939,26,180
2020-10-22,花叶类,0.851752123975706,0.3939393939393939,26,180
2020-10-23,花叶类,0.8448356033955009,0.3939393939393939,26,180
2020-10-24,花叶类,0.8287969154297606,0.3939393939393939,26,180
2020-10-25,花叶类,0.8565082177119591,0.3939393939393939,26,180
2020-10-26,花叶类,0.8497472300742435,0.3939393939393939,26,180
2020-10-27,花叶类,0.8507267417306201,0.40298507462686567,27,180
2020-10-28,花叶类,0.8516736855968811,0.40298507462686567,27,180
2020-10-29,花叶类,0.8606220127542504,0.40298507462686567,27,180
2020-10-30,花叶类,0.8613035480067003,0.40298507462686567,27,180
2020-10-31,花叶类,0.8299171405433552,0.4117647058823529,28,180
2020-11-01,花叶类,0.8554907382859948,0.4117647058823529,28,180
2020-11-02,花叶类,0.8539195927194427,0.4117647058823529,28,180
2020-11-03,花叶类,0.8547457753434806,0.4117647058823529,28,180
2020-11-04,花叶类,0.8319282745577437,0.4117647058823529,28,180
2020-11-05,花叶类,0.8606962181779456,0.4117647058823529,28,180
2020-11-06,花叶类,0.8351646630919771,0.4117647058823529,28,180
2020-11-07,花叶类,0.8360706169724421,0.4117647058823529,28,180
2020-11-08,花叶类,0.8570473400922638,0.4117647058823529,28,180
2020-11-09,花叶类,0.8581844074739956,0.4117647058823529,28,180
2020-11-10,花叶类,0.8462691115332835,0.42028985507246375,29,180
2020-11-11,花叶类,0.859623840087772,0.42028985507246375,29,180
2020-11-12,花叶类,0.8455674567875798,0.42857142857142855,30,180
2020-11-13,花叶类,0.838515341473418,0.42857142857142855,30,180
2020-11-14,花叶类,0.8696238108290208,0.42857142857142855,30,180
2020-11-15,花叶类,0.8625251658565378,0.42857142857142855,30,180
2020-11-16,花叶类,0.8423859599769521,0.42857142857142855,30,180
2020-11-17,花叶类,0.8619987450403949,0.42857142857142855,30,180
2020-11-18,花叶类,0.8731715425889142,0.42857142857142855,30,180
2020-11-19,花叶类,0.8660988406800171,0.42857142857142855,30,180
2020-11-20,花叶类,0.8669011897405239,0.42857142857142855,30,180
2020-11-21,花叶类,0.868211890329743,0.42857142857142855,30,180
2020-11-22,花叶类,0.8702322412845757,0.43661971830985913,31,180
2020-11-23,花叶类,0.8433839750414432,0.43661971830985913,31,180
2020-11-24,花叶类,0.7668253368717184,0.4444444444444444,32,180
2020-11-25,花叶类,0.758493871415414,0.4444444444444444,32,180
2020-11-26,花叶类,0.7782894667034507,0.4444444444444444,32,180
2020-11-27,花叶类,0.8007413419911642,0.4444444444444444,32,180
2020-11-28,花叶类,0.8567970197612192,0.4444444444444444,32,180
2020-11-29,花叶类,0.8373252046752664,0.4444444444444444,32,180
2020-11-30,花叶类,0.8597508493135246,0.4444444444444444,32,180
2020-12-01,花叶类,0.8576593816898772,0.4444444444444444,32,180
2020-12-02,花叶类,0.8611955391505088,0.4444444444444444,32,180
2020-12-03,花叶类,0.862852671863813,0.4444444444444444,32,180
2020-12-04,花叶类,0.8646040861478732,0.4520547945205479,33,180
2020-12-05,花叶类,0.8648386190079276,0.4520547945205479,33,180
2020-12-06,花叶类,0.8661007888614377,0.4520547945205479,33,180
2020-12-07,花叶类,0.8851247842060279,0.4520547945205479,33,180
2020-12-08,花叶类,0.8825739990158518,0.4520547945205479,33,180
2020-12-09,花叶类,0.7700744428933505,0.4520547945205479,33,180
2020-12-10,花叶类,0.870952400042545,0.4520547945205479,33,180
2020-12-11,花叶类,0.8901297468015517,0.4520547945205479,33,180
2020-12-12,花叶类,0.887032151584445,0.4520547945205479,33,180
2020-12-13,花叶类,0.8879157641593503,0.4520547945205479,33,180
2020-12-14,花叶类,0.8883122844046686,0.4520547945205479,33,180
2020-12-15,花叶类,0.8565866545382353,0.4520547945205479,33,180
2020-12-16,花叶类,0.8782127163301178,0.4520547945205479,33,180
2020-12-17,花叶类,0.8787064519420466,0.4520547945205479,33,180
2020-12-18,花叶类,0.8970494808313563,0.4520547945205479,33,180
2020-12-19,花叶类,0.8807278036645338,0.4520547945205479,33,180
2020-12-20,花叶类,0.8990036038853847,0.4520547945205479,33,180
2020-12-21,花叶类,0.8608224033768375,0.4520547945205479,33,180
2020-12-22,花叶类,0.8611122029685757,0.4520547945205479,33,180
2020-12-23,花叶类,0.8626250152541521,0.4520547945205479,33,180
2020-12-24,花叶类,0.8631609240842146,0.4520547945205479,33,180
2020-12-25,花叶类,0.8572805200638138,0.4520547945205479,33,180
2020-12-26,花叶类,0.8634091052839883,0.4520547945205479,33,180
2020-12-27,花叶类,0.835937999570146,0.4520547945205479,33,180
2020-12-28,花叶类,0.8242892538787968,0.4520547945205479,33,180
2020-12-29,花叶类,0.8665332790664666,0.4520547945205479,33,180
2020-12-30,花叶类,0.8675135556805874,0.4520547945205479,33,180
2020-12-31,花叶类,0.8681590894234217,0.4520547945205479,33,180
2021-01-01,花叶类,0.8687904178397072,0.4520547945205479,33,180
2021-01-02,花叶类,0.8703626875636963,0.4520547945205479,33,180
2021-01-03,花叶类,0.8714173798387368,0.4520547945205479,33,180
2021-01-04,花叶类,0.8723609599296644,0.4520547945205479,33,180
2021-01-05,花叶类,0.8665883357813351,0.4444444444444444,32,180
2021-01-06,花叶类,0.8740939299517705,0.4444444444444444,32,180
2021-01-07,花叶类,0.8749246553530452,0.4444444444444444,32,180
2021-01-08,花叶类,0.8757581503241461,0.4444444444444444,32,180
2021-01-09,花叶类,0.8167418229375469,0.4444444444444444,32,180
2021-01-10,花叶类,0.8181810220730555,0.4444444444444444,32,180
2021-01-11,花叶类,0.8753056753880801,0.4444444444444444,32,180
2021-01-12,花叶类,0.7496450830586333,0.4444444444444444,32,180
2021-01-13,花叶类,0.8374090211614091,0.4444444444444444,32,180
2021-01-14,花叶类,0.8094549609009914,0.4444444444444444,32,180
2021-01-15,花叶类,0.8332998498113693,0.4444444444444444,32,180
2021-01-16,花叶类,0.8344853863358325,0.4444444444444444,32,180
2021-01-17,花叶类,0.8424576661994236,0.4444444444444444,32,180
2021-01-18,花叶类,0.8628451247665476,0.4444444444444444,32,180
2021-01-19,花叶类,0.8360409979808763,0.4444444444444444,32,180
2021-01-20,花叶类,0.8696706274368609,0.4444444444444444,32,180
2021-01-21,花叶类,0.8707739490138622,0.4444444444444444,32,180
2021-01-22,花叶类,0.7904339770196342,0.4444444444444444,32,180
2021-01-23,花叶类,0.7997418169388346,0.4444444444444444,32,180
2021-01-24,花叶类,0.8746080057337683,0.4444444444444444,32,180
2021-01-25,花叶类,0.8852689869904347,0.4444444444444444,32,180
2021-01-26,花叶类,0.835442362724321,0.4444444444444444,32,180
2021-01-27,花叶类,0.8212911645836226,0.4444444444444444,32,180
2021-01-28,花叶类,0.7807529285137631,0.4444444444444444,32,180
2021-01-29,花叶类,0.8335682863337772,0.4444444444444444,32,180
2021-01-30,花叶类,0.8139523494790151,0.4444444444444444,32,180
2021-01-31,花叶类,0.8067587204119785,0.4444444444444444,32,180
2021-02-01,花叶类,0.8340918904092732,0.4444444444444444,32,180
2021-02-02,花叶类,0.8400145775985584,0.4444444444444444,32,180
2021-02-03,花叶类,0.810800167800128,0.4444444444444444,32,180
2021-02-04,花叶类,0.8188143820804343,0.4444444444444444,32,180
2021-02-05,花叶类,0.8794182750448325,0.4444444444444444,32,180
2021-02-06,花叶类,0.8274408965446478,0.4594594594594595,34,180
2021-02-07,花叶类,0.8282548450783415,0.4594594594594595,34,180
2021-02-08,花叶类,0.8953701414942672,0.4594594594594595,34,180
2021-02-09,花叶类,0.8983937170871692,0.4594594594594595,34,180
2021-02-10,花叶类,0.8732923418873829,0.4520547945205479,33,180
2021-02-13,花叶类,0.7778874464618769,0.4444444444444444,32,180
2021-02-14,花叶类,0.8443423043080232,0.4444444444444444,32,180
2021-02-15,花叶类,0.8014461198305958,0.4444444444444444,32,180
2021-02-16,花叶类,0.7918538345388777,0.4444444444444444,32,180
2021-02-17,花叶类,0.8804963103729538,0.4444444444444444,32,180
2021-02-18,花叶类,0.898891703295305,0.4444444444444444,32,180
2021-02-19,花叶类,0.8715079620861074,0.4444444444444444,32,180
2021-02-20,花叶类,0.9075578414545263,0.4444444444444444,32,180
2021-02-21,花叶类,0.8493925632341041,0.4444444444444444,32,180
2021-02-22,花叶类,0.7942509212540177,0.4444444444444444,32,180
2021-02-23,花叶类,0.7896879374282184,0.4594594594594595,34,180
2021-02-24,花叶类,0.7966356174342788,0.4594594594594595,34,180
2021-02-25,花叶类,0.8296304737015042,0.4594594594594595,34,180
2021-02-26,花叶类,0.7760086359066416,0.4666666666666667,35,180
2021-02-27,花叶类,0.6809896868499543,0.4666666666666667,35,180
2021-02-28,花叶类,0.8130637684602041,0.4666666666666667,35,180
2021-03-01,花叶类,0.8212227332024021,0.4666666666666667,35,180
2021-03-02,花叶类,0.8662659141510867,0.4666666666666667,35,180
2021-03-03,花叶类,0.8158290715071155,0.4666666666666667,35,180
2021-03-04,花叶类,0.7720605532613174,0.4666666666666667,35,180
2021-03-05,花叶类,0.790150087408775,0.4666666666666667,35,180
2021-03-06,花叶类,0.8299631504655501,0.47368421052631576,36,180
2021-03-07,花叶类,0.8011701980043221,0.47368421052631576,36,180
2021-03-08,花叶类,0.789617381813926,0.47368421052631576,36,180
2021-03-09,花叶类,0.832707635979734,0.47368421052631576,36,180
2021-03-10,花叶类,0.7974365687196087,0.4805194805194805,37,180
2021-03-11,花叶类,0.7907274624130238,0.4805194805194805,37,180
2021-03-12,花叶类,0.7710265656369436,0.4936708860759494,39,180
2021-03-13,花叶类,0.8444970689219152,0.4936708860759494,39,180
2021-03-14,花叶类,0.8090607294106145,0.4936708860759494,39,180
2021-03-15,花叶类,0.8158390296369126,0.4936708860759494,39,180
2021-03-16,花叶类,0.845462371094334,0.4936708860759494,39,180
2021-03-17,花叶类,0.8323240406878871,0.4936708860759494,39,180
2021-03-18,花叶类,0.8460914079634854,0.4936708860759494,39,180
2021-03-19,花叶类,0.8473660569688499,0.4936708860759494,39,180
2021-03-20,花叶类,0.8394957839185692,0.4936708860759494,39,180
2021-03-21,花叶类,0.8345466228203768,0.4936708860759494,39,180
2021-03-22,花叶类,0.828743270931843,0.4936708860759494,39,180
2021-03-23,花叶类,0.7896919280134183,0.4936708860759494,39,180
2021-03-24,花叶类,0.8370571549336581,0.4936708860759494,39,180
2021-03-25,花叶类,0.829081821015732,0.4936708860759494,39,180
2021-03-26,花叶类,0.7842133510716306,0.4936708860759494,39,180
2021-03-27,花叶类,0.8003712351560349,0.4936708860759494,39,180
2021-03-28,花叶类,0.7909148201183431,0.4936708860759494,39,180
2021-03-29,花叶类,0.8046573424987133,0.4936708860759494,39,180
2021-03-30,花叶类,0.7637450208991503,0.4936708860759494,39,180
2021-03-31,花叶类,0.7654906808194083,0.4936708860759494,39,180
2021-04-01,花叶类,0.835681928652363,0.5,40,180
2021-04-02,花叶类,0.8073579495089865,0.5,40,180
2021-04-03,花叶类,0.8406403982402149,0.5,40,180
2021-04-04,花叶类,0.7996155444533491,0.5,40,180
2021-04-05,花叶类,0.8022023697454281,0.4936708860759494,39,180
2021-04-06,花叶类,0.7950133038861162,0.4936708860759494,39,180
2021-04-07,花叶类,0.7513133391354412,0.4936708860759494,39,180
2021-04-08,花叶类,0.8456111375687674,0.4936708860759494,39,180
2021-04-09,花叶类,0.8424504188632645,0.4936708860759494,39,180
2021-04-10,花叶类,0.7840469555808767,0.4936708860759494,39,180
2021-04-11,花叶类,0.8065792018075133,0.4936708860759494,39,180
2021-04-12,花叶类,0.8076346839849395,0.4936708860759494,39,180
2021-04-13,花叶类,0.7758371372891045,0.4936708860759494,39,180
2021-04-14,花叶类,0.811809985956736,0.4936708860759494,39,180
2021-04-15,花叶类,0.8136898670652719,0.4936708860759494,39,180
2021-04-16,花叶类,0.8158872228271798,0.4936708860759494,39,180
2021-04-17,花叶类,0.8151516093513755,0.4936708860759494,39,180
2021-04-18,花叶类,0.8156710540946494,0.4936708860759494,39,180
2021-04-19,花叶类,0.8165367860012479,0.4936708860759494,39,180
2021-04-20,花叶类,0.8166060618013453,0.5,40,180
2021-04-21,花叶类,0.8020525851774927,0.5,40,180
2021-04-22,花叶类,0.8146934096537961,0.5,40,180
2021-04-23,花叶类,0.8143439432786146,0.5,40,180
2021-04-24,花叶类,0.8193146016238593,0.5,40,180
2021-04-25,花叶类,0.8202487159943621,0.5,40,180
2021-04-26,花叶类,0.8210789368227384,0.5,40,180
2021-04-27,花叶类,0.7818369954197724,0.5,40,180
2021-04-28,花叶类,0.8223632375107048,0.5,40,180
2021-04-29,花叶类,0.8231806140149723,0.5,40,180
2021-04-30,花叶类,0.8145496714574401,0.5,40,180
2021-05-01,花叶类,0.8142338519322908,0.5,40,180
2021-05-02,花叶类,0.8171761062229158,0.5,40,180
2021-05-03,花叶类,0.8254074295180119,0.5,40,180
2021-05-04,花叶类,0.8264946882065016,0.5,40,180
2021-05-05,花叶类,0.8302821948654808,0.5,40,180
2021-05-06,花叶类,0.8313921476398085,0.5,40,180
2021-05-07,花叶类,0.8293458584857453,0.5,40,180
2021-05-08,花叶类,0.8205872573674997,0.5,40,180
2021-05-09,花叶类,0.8278030868198885,0.5,40,180
2021-05-10,花叶类,0.7621648764262834,0.5,40,180
2021-05-11,花叶类,0.8186414948330858,0.5,40,180
2021-05-12,花叶类,0.8355925041057917,0.5,40,180
2021-05-13,花叶类,0.8305380832197179,0.5,40,180
2021-05-14,花叶类,0.8326581537568939,0.5,40,180
2021-05-15,花叶类,0.8328549854338578,0.5,40,180
2021-05-16,花叶类,0.7908556629210091,0.5,40,180
2021-05-17,花叶类,0.8351190990911013,0.5,40,180
2021-05-18,花叶类,0.8388525194419488,0.5,40,180
2021-05-19,花叶类,0.8257691422476463,0.5,40,180
2021-05-20,花叶类,0.8403633017731569,0.5,40,180
2021-05-21,花叶类,0.7823858405675574,0.5,40,180
2021-05-22,花叶类,0.8347709131996781,0.5,40,180
2021-05-23,花叶类,0.7854729380871184,0.5,40,180
2021-05-24,花叶类,0.8198360472989629,0.5,40,180
2021-05-25,花叶类,0.7973596609571596,0.5,40,180
2021-05-26,花叶类,0.841070085841088,0.5,40,180
2021-05-27,花叶类,0.8424906423167111,0.5,40,180
2021-05-28,花叶类,0.8089684625803366,0.5,40,180
2021-05-29,花叶类,0.8412186071830718,0.5,40,180
2021-05-30,花叶类,0.8414743330123782,0.5,40,180
2021-05-31,花叶类,0.8430685939206648,0.5,40,180
2021-06-01,花叶类,0.8323675339011831,0.5,40,180
2021-06-02,花叶类,0.8219696131706429,0.5,40,180
2021-06-03,花叶类,0.8485354701963126,0.5,40,180
2021-06-04,花叶类,0.8338551360046074,0.5,40,180
2021-06-05,花叶类,0.8370969851694505,0.4936708860759494,39,180
2021-06-06,花叶类,0.8045272920804171,0.5,40,180
2021-06-07,花叶类,0.83720999250995,0.5,40,180
2021-06-08,花叶类,0.8382491139688046,0.5,40,180
2021-06-09,花叶类,0.8318674447481369,0.5,40,180
2021-06-10,花叶类,0.8425511632254042,0.5061728395061729,41,180
2021-06-11,花叶类,0.8324471956482575,0.5121951219512195,42,180
2021-06-12,花叶类,0.8324360956853245,0.5121951219512195,42,180
2021-06-13,花叶类,0.841304394483467,0.5121951219512195,42,180
2021-06-14,花叶类,0.771113182736247,0.5121951219512195,42,180
2021-06-15,花叶类,0.8413077119197359,0.5121951219512195,42,180
2021-06-16,花叶类,0.8141012498181583,0.5121951219512195,42,180
2021-06-17,花叶类,0.8299697122351992,0.5121951219512195,42,180
2021-06-18,花叶类,0.8020547538902256,0.5121951219512195,42,180
2021-06-19,花叶类,0.8309162936705969,0.5121951219512195,42,180
2021-06-20,花叶类,0.8317629734070748,0.5121951219512195,42,180
2021-06-21,花叶类,0.8314111016545402,0.5121951219512195,42,180
2021-06-22,花叶类,0.8332621955041473,0.5121951219512195,42,180
2021-06-23,花叶类,0.833761743817134,0.5121951219512195,42,180
2021-06-24,花叶类,0.8344101266572034,0.5238095238095238,44,180
2021-06-25,花叶类,0.8346452447366336,0.5238095238095238,44,180
2021-06-26,花叶类,0.8121157414101596,0.5238095238095238,44,180
2021-06-27,花叶类,0.8359145630656935,0.5238095238095238,44,180
2021-06-28,花叶类,0.837350102872745,0.5238095238095238,44,180
2021-06-29,花叶类,0.8378846514704632,0.5238095238095238,44,180
2021-06-30,花叶类,0.8255415290502798,0.5238095238095238,44,180
2021-07-01,花叶类,0.8420204048618287,0.5238095238095238,44,180
2021-07-02,花叶类,0.8304842425511665,0.5238095238095238,44,180
2021-07-03,花叶类,0.8442440451025572,0.5238095238095238,44,180
2021-07-04,花叶类,0.8451653064695699,0.5238095238095238,44,180
2021-07-05,花叶类,0.8460787722125038,0.5238095238095238,44,180
2021-07-06,花叶类,0.8469002110126792,0.5238095238095238,44,180
2021-07-07,花叶类,0.8467854484700771,0.5238095238095238,44,180
2021-07-08,花叶类,0.8477579409092667,0.5294117647058824,45,180
2021-07-09,花叶类,0.8362311062660537,0.5294117647058824,45,180
2021-07-10,花叶类,0.8369668610817036,0.5294117647058824,45,180
2021-07-11,花叶类,0.8369833600443833,0.5238095238095238,44,180
2021-07-12,花叶类,0.8081031174955661,0.5238095238095238,44,180
2021-07-13,花叶类,0.8017650199097797,0.5238095238095238,44,180
2021-07-14,花叶类,0.8257164987321557,0.5238095238095238,44,180
2021-07-15,花叶类,0.8378183698870728,0.5238095238095238,44,180
2021-07-16,花叶类,0.8355224343927334,0.5238095238095238,44,180
2021-07-17,花叶类,0.8391646325424094,0.5238095238095238,44,180
2021-07-18,花叶类,0.8405578872478965,0.5238095238095238,44,180
2021-07-19,花叶类,0.8412457718028814,0.5348837209302325,46,180
2021-07-20,花叶类,0.8614017527091811,0.5348837209302325,46,180
2021-07-21,花叶类,0.858684104803268,0.5348837209302325,46,180
2021-07-22,花叶类,0.8234096813482402,0.5454545454545454,48,180
2021-07-23,花叶类,0.8541285328024278,0.550561797752809,49,180
2021-07-24,花叶类,0.8406296247250168,0.550561797752809,49,180
2021-07-25,花叶类,0.8397520790861104,0.550561797752809,49,180
2021-07-26,花叶类,0.8197951220109826,0.550561797752809,49,180
2021-07-27,花叶类,0.8726658431983818,0.550561797752809,49,180
2021-07-28,花叶类,0.8655044103519909,0.550561797752809,49,180
2021-07-29,花叶类,0.8646551994462908,0.550561797752809,49,180
2021-07-30,花叶类,0.8678026008685167,0.550561797752809,49,180
2021-07-31,花叶类,0.8419193313676778,0.550561797752809,49,180
2021-08-01,花叶类,0.8696168689368582,0.550561797752809,49,180
2021-08-02,花叶类,0.865370959835379,0.550561797752809,49,180
2021-08-03,花叶类,0.8715518296953061,0.550561797752809,49,180
2021-08-04,花叶类,0.8185965456233478,0.550561797752809,49,180
2021-08-05,花叶类,0.852510486650744,0.550561797752809,49,180
2021-08-06,花叶类,0.8736675452891006,0.550561797752809,49,180
2021-08-07,花叶类,0.8603031133454261,0.550561797752809,49,180
2021-08-08,花叶类,0.8761545213364541,0.5454545454545454,48,180
2021-08-09,花叶类,0.8779559760187434,0.5454545454545454,48,180
2021-08-10,花叶类,0.8804394190629437,0.5454545454545454,48,180
2021-08-11,花叶类,0.8480947997470779,0.5454545454545454,48,180
2021-08-12,花叶类,0.8815805048193188,0.5454545454545454,48,180
2021-08-13,花叶类,0.8825286208473804,0.5454545454545454,48,180
2021-08-14,花叶类,0.8837481295445593,0.5454545454545454,48,180
2021-08-15,花叶类,0.8310694880254094,0.5454545454545454,48,180
2021-08-16,花叶类,0.8862743569240983,0.5454545454545454,48,180
2021-08-17,花叶类,0.7534409278826398,0.550561797752809,49,180
2021-08-18,花叶类,0.8887356807634392,0.550561797752809,49,180
2021-08-19,花叶类,0.890188801697265,0.550561797752809,49,180
2021-08-20,花叶类,0.8914208834640613,0.550561797752809,49,180
2021-08-21,花叶类,0.8926988464297242,0.5555555555555556,50,180
2021-08-22,花叶类,0.8782670919432001,0.5555555555555556,50,180
2021-08-23,花叶类,0.8580383386247722,0.550561797752809,49,180
2021-08-24,花叶类,0.8558765969023319,0.550561797752809,49,180
2021-08-25,花叶类,0.6499346648022413,0.5454545454545454,48,180
2021-08-26,花叶类,0.8572906407202676,0.5454545454545454,48,180
2021-08-27,花叶类,0.8911534988875288,0.5454545454545454,48,180
2021-08-28,花叶类,0.8916287216442265,0.5454545454545454,48,180
2021-08-29,花叶类,0.8983562612677751,0.550561797752809,49,180
2021-08-30,花叶类,0.8932558193751645,0.550561797752809,49,180
2021-08-31,花叶类,0.8921662894057067,0.550561797752809,49,180
2021-09-01,花叶类,0.9011119827108307,0.550561797752809,49,180
2021-09-02,花叶类,0.9023018138325776,0.550561797752809,49,180
2021-09-03,花叶类,0.903577719941863,0.550561797752809,49,180
2021-09-04,花叶类,0.9048843716120035,0.5454545454545454,48,180
2021-09-05,花叶类,0.9056563686852096,0.5454545454545454,48,180
2021-09-06,花叶类,0.9066713509528156,0.5454545454545454,48,180
2021-09-07,花叶类,0.907411585774279,0.5454545454545454,48,180
2021-09-08,花叶类,0.8763201988684738,0.5402298850574713,47,180
2021-09-09,花叶类,0.9085415072260367,0.5402298850574713,47,180
2021-09-10,花叶类,0.9092440565135158,0.5402298850574713,47,180
2021-09-11,花叶类,0.9102040099404571,0.5402298850574713,47,180
2021-09-12,花叶类,0.8764854394342796,0.5402298850574713,47,180
2021-09-13,花叶类,0.9113387413339503,0.5402298850574713,47,180
2021-09-14,花叶类,0.7510451448976485,0.5348837209302325,46,180
2021-09-15,花叶类,0.9267702944476521,0.5348837209302325,46,180
2021-09-16,花叶类,0.7627195753017243,0.5348837209302325,46,180
2021-09-17,花叶类,0.763430446155014,0.5348837209302325,46,180
2021-09-18,花叶类,0.7429143871783309,0.5294117647058824,45,180
2021-09-19,花叶类,0.8894423261451196,0.5294117647058824,45,180
2021-09-20,花叶类,0.9037841568515288,0.5294117647058824,45,180
2021-09-21,花叶类,0.7420517230500516,0.5294117647058824,45,180
2021-09-22,花叶类,0.7392052349305054,0.5294117647058824,45,180
2021-09-23,花叶类,0.7398917678621224,0.5294117647058824,45,180
2021-09-24,花叶类,0.6772720162497048,0.5294117647058824,45,180
2021-09-25,花叶类,0.7406737752082677,0.5238095238095238,44,180
2021-09-26,花叶类,0.7414263753925419,0.5238095238095238,44,180
2021-09-27,花叶类,0.7422919235011753,0.5238095238095238,44,180
2021-09-28,花叶类,0.7038707270043509,0.5238095238095238,44,180
2021-09-29,花叶类,0.7439238483477539,0.5238095238095238,44,180
2021-09-30,花叶类,0.7351098890320319,0.5238095238095238,44,180
2021-10-01,花叶类,0.7062268724612059,0.5238095238095238,44,180
2021-10-02,花叶类,0.7077459268854809,0.5238095238095238,44,180
2021-10-03,花叶类,0.7475819693822385,0.5238095238095238,44,180
2021-10-04,花叶类,0.7384215060753856,0.5238095238095238,44,180
2021-10-05,花叶类,0.7095875913888363,0.5238095238095238,44,180
2021-10-06,花叶类,0.7264334448354093,0.5238095238095238,44,180
2021-10-07,花叶类,0.8809867017195753,0.5180722891566265,43,180
2021-10-08,花叶类,0.7742916745093892,0.5180722891566265,43,180
2021-10-09,花叶类,0.8467595608189156,0.5180722891566265,43,180
2021-10-10,花叶类,0.7732383337459193,0.5238095238095238,44,180
2021-10-11,花叶类,0.6976035145922869,0.5238095238095238,44,180
2021-10-12,花叶类,0.674428048538435,0.5238095238095238,44,180
2021-10-13,花叶类,0.6883780122568699,0.5238095238095238,44,180
2021-10-14,花叶类,0.7124986427151744,0.5238095238095238,44,180
2021-10-15,花叶类,0.7131994849541259,0.5238095238095238,44,180
2021-10-16,花叶类,0.8656782977841774,0.5180722891566265,43,180
2021-10-17,花叶类,0.7272837733467972,0.5180722891566265,43,180
2021-10-18,花叶类,0.6425597384762644,0.5180722891566265,43,180
2021-10-19,花叶类,0.6394473479836287,0.5180722891566265,43,180
2021-10-20,花叶类,0.6446340853011764,0.5180722891566265,43,180
2021-10-21,花叶类,0.6332996714766552,0.5180722891566265,43,180
2021-10-22,花叶类,0.6367916849448725,0.5180722891566265,43,180
2021-10-23,花叶类,0.6355898808791923,0.5180722891566265,43,180
2021-10-24,花叶类,0.6363942624854165,0.5180722891566265,43,180
2021-10-25,花叶类,0.63751609834192,0.5180722891566265,43,180
2021-10-26,花叶类,0.6383693437101315,0.5180722891566265,43,180
2021-10-27,花叶类,0.6422016761751681,0.5180722891566265,43,180
2021-10-28,花叶类,0.6622721515907349,0.5180722891566265,43,180
2021-10-29,花叶类,0.6578067710574875,0.5180722891566265,43,180
2021-10-30,花叶类,0.6690267882299521,0.5180722891566265,43,180
2021-10-31,花叶类,0.6453236251803469,0.5180722891566265,43,180
2021-11-01,花叶类,0.6434608150494932,0.5180722891566265,43,180
2021-11-02,花叶类,0.5921495915948183,0.5180722891566265,43,180
2021-11-03,花叶类,0.6498353590903798,0.5238095238095238,44,180
2021-11-04,花叶类,0.5296846360251461,0.5238095238095238,44,180
2021-11-05,花叶类,0.6885938114292163,0.5238095238095238,44,180
2021-11-06,花叶类,0.6136446652253426,0.5294117647058824,45,180
2021-11-07,花叶类,0.5688329447596856,0.5294117647058824,45,180
2021-11-08,花叶类,0.6254106933035031,0.5294117647058824,45,180
2021-11-09,花叶类,0.6519141153837402,0.5238095238095238,44,180
2021-11-10,花叶类,0.6136938851019188,0.5238095238095238,44,180
2021-11-11,花叶类,0.6282501428779615,0.5238095238095238,44,180
