销售日期,品类,折扣销售量,折扣销售额,折扣交易条数,折扣单品数,折扣同日正常价匹配条数,折扣价比中位数,折扣价比加权,折扣晚于19点占比,折扣同日正常价匹配率
2021-09-14,食用菌,8.996,194.3136,38,1,38,0.9152542372881356,0.9152542372881356,0.21052631578947367,1.0
2021-09-15,花叶类,24.123,48.246,19,1,19,0.6666666666666666,0.6666666666666666,0.15789473684210525,1.0
2021-09-15,食用菌,8.223,177.6168,35,1,35,0.9152542372881356,0.9152542372881356,0.2857142857142857,1.0
2021-09-16,花叶类,19.786,158.288,51,1,51,0.8888888888888888,0.8888888888888888,0.19607843137254902,1.0
2021-09-16,茄类,13.679,82.074,25,1,25,0.8571428571428571,0.8571428571428571,0.24,1.0
2021-09-17,花叶类,2.277,18.216,6,1,6,0.8888888888888888,0.8888888888888888,0.0,1.0
2021-09-17,茄类,7.915,47.49,16,1,16,0.8571428571428571,0.8571428571428571,0.4375,1.0
2021-09-18,花叶类,10.781,86.248,25,1,25,0.8888888888888888,0.8888888888888888,0.08,1.0
2021-09-18,花菜类,13.763,137.63,31,1,31,0.8333333333333334,0.8333333333333334,0.2903225806451613,1.0
2021-09-18,茄类,13.453,80.718,24,1,24,0.8571428571428571,0.8571428571428571,0.2916666666666667,1.0
2021-09-19,花叶类,21.521,172.168,48,1,48,0.8888888888888888,0.8888888888888888,0.125,1.0
2021-09-19,茄类,31.939,191.63400000000001,55,1,55,0.8571428571428571,0.8571428571428571,0.2545454545454545,1.0
2021-09-20,花叶类,23.654,189.232,56,2,56,0.8888888888888888,0.8888888888888888,0.07142857142857142,1.0
2021-09-20,茄类,15.849,95.09400000000001,29,1,29,0.8571428571428571,0.8571428571428571,0.06896551724137931,1.0
2021-09-21,花叶类,26.509999999999998,212.07999999999998,51,2,51,0.8888888888888888,0.8888888888888888,0.0784313725490196,1.0
2021-09-21,茄类,10.978,65.868,24,1,24,0.8571428571428571,0.8571428571428571,0.16666666666666666,1.0
2021-09-21,辣椒类,47.075,376.5196,123,1,123,0.8888888888888888,0.8888888888888888,0.04878048780487805,1.0
2021-09-22,花叶类,16.902,135.216,40,2,40,0.8888888888888888,0.8888888888888888,0.075,1.0
2021-09-22,茄类,15.346,92.07600000000001,31,1,31,0.8571428571428571,0.8571428571428571,0.3225806451612903,1.0
2021-09-23,花叶类,13.606,108.848,32,2,32,0.8888888888888888,0.8888888888888888,0.09375,1.0
2021-09-23,茄类,12.344,74.064,24,1,24,0.8571428571428571,0.8571428571428571,0.25,1.0
2021-09-24,水生根茎类,9.096,54.576,17,1,17,0.8571428571428571,0.8571428571428571,0.0,1.0
2021-09-24,花叶类,2.88,23.04,6,1,0,,,0.0,0.0
2021-09-24,茄类,5.432,32.592,12,1,12,0.8571428571428571,0.8571428571428571,0.3333333333333333,1.0
2021-09-24,辣椒类,13.461,107.6489,40,1,40,0.8888888888888888,0.8888888888888888,0.425,1.0
2021-09-25,花叶类,16.074,128.5674,32,1,32,0.8888888888888888,0.8888888888888888,0.03125,1.0
2021-09-25,茄类,20.71,124.25999999999999,43,1,43,0.8571428571428571,0.8571428571428571,0.09302325581395349,1.0
2021-09-25,辣椒类,47.307,378.3778,123,1,123,0.8888888888888888,0.8888888888888888,0.13821138211382114,1.0
2021-09-26,食用菌,7.615,150.77700000000002,40,1,40,0.9166666666666666,0.9166666666666666,0.1,1.0
2021-09-27,花叶类,3.066,21.462,7,1,7,0.875,0.875,0.42857142857142855,1.0
2021-09-27,食用菌,5.049,99.9702,28,1,28,0.9166666666666666,0.9166666666666666,0.10714285714285714,1.0
2021-09-28,花叶类,3.922,27.454,9,1,9,0.875,0.875,0.0,1.0
2021-09-28,食用菌,6.023,119.2527,33,1,33,0.9166666666666666,0.9166666666666666,0.12121212121212122,1.0
2021-09-29,花叶类,6.558,45.906,15,1,15,0.875,0.875,0.3333333333333333,1.0
2021-09-29,食用菌,6.346,125.6508,30,1,30,0.9166666666666666,0.9166666666666666,0.26666666666666666,1.0
2021-09-30,花叶类,3.643,25.500999999999998,9,1,9,0.875,0.875,0.2222222222222222,1.0
2021-09-30,食用菌,7.197,142.50060000000002,36,1,36,0.9166666666666666,0.9166666666666666,0.16666666666666666,1.0
2021-10-01,花叶类,12.118,72.708,21,2,21,0.75,0.75,0.14285714285714285,1.0
2021-10-01,花菜类,17.359,156.231,35,1,35,0.9,0.9,0.0,1.0
2021-10-01,食用菌,30.349,600.9102,115,1,115,0.9166666666666666,0.9166666666666666,0.14782608695652175,1.0
2021-10-02,花叶类,20.619,123.714,41,2,41,0.8571428571428571,0.8571428571428571,0.04878048780487805,1.0
2021-10-02,花菜类,10.563,95.06700000000001,21,1,21,0.9,0.9,0.0,1.0
2021-10-02,食用菌,19.123,378.6354,76,1,76,0.9166666666666666,0.9166666666666666,0.18421052631578946,1.0
2021-10-03,花叶类,16.336,98.01599999999999,33,2,33,0.8571428571428571,0.8571428571428571,0.15151515151515152,1.0
2021-10-03,花菜类,12.879,115.911,30,1,30,0.9,0.9,0.0,1.0
2021-10-03,食用菌,14.896,294.9408,60,1,60,0.9166666666666666,0.9166666666666666,0.15,1.0
2021-10-04,花叶类,24.611,147.666,45,1,45,0.8571428571428571,0.8571428571428571,0.13333333333333333,1.0
2021-10-04,食用菌,14.263,282.4074,67,1,67,0.9166666666666666,0.9166666666666666,0.208955223880597,1.0
2021-10-05,花叶类,19.255,115.53,37,1,37,0.8571428571428571,0.8571428571428571,0.05405405405405406,1.0
2021-10-05,食用菌,8.432,166.9536,44,1,44,0.8389830508474576,0.8389830508474576,0.1590909090909091,1.0
2021-10-06,花叶类,26.876,69.8776,22,1,0,,,0.0,0.0
2021-10-07,花叶类,20.894,54.324400000000004,16,1,16,0.7647058823529412,0.7647058823529412,0.0625,1.0
2021-10-08,花叶类,20.476,53.2376,14,1,14,0.7647058823529412,0.7647058823529412,0.0,1.0
2021-10-09,花叶类,18.574,48.2924,15,1,15,0.7647058823529412,0.7647058823529412,0.13333333333333333,1.0
2021-10-10,花叶类,32.471,84.4246,27,1,27,0.7647058823529412,0.7647058823529412,0.0,1.0
2021-10-10,花菜类,0.904,9.040000000000001,2,1,2,0.7142857142857143,0.7142857142857143,1.0,1.0
2021-10-11,水生根茎类,39.683,238.098,62,1,62,0.9090909090909092,0.9090909090909092,0.03225806451612903,1.0
2021-10-11,花叶类,9.153,54.918,27,1,27,0.8571428571428571,0.8571428571428571,0.0,1.0
2021-10-11,花菜类,4.407,44.07,12,1,0,,,0.0,0.0
2021-10-12,水生根茎类,27.548,165.28799999999998,42,1,42,0.9090909090909092,0.9090909090909092,0.07142857142857142,1.0
2021-10-12,花叶类,8.983,53.897999999999996,20,1,0,,,0.0,0.0
2021-10-12,花菜类,5.322,63.864000000000004,13,1,13,0.8571428571428571,0.8571428571428571,0.0,1.0
2021-10-13,水生根茎类,33.385,200.31,50,1,50,0.9090909090909092,0.9090909090909092,0.04,1.0
2021-10-13,花叶类,5.991,35.946,19,1,19,0.8571428571428571,0.8571428571428571,0.05263157894736842,1.0
2021-10-13,花菜类,5.537,66.444,14,1,14,0.8571428571428571,0.8571428571428571,0.0,1.0
2021-10-14,水生根茎类,33.506,201.036,49,1,49,0.9090909090909092,0.9090909090909092,0.0,1.0
2021-10-14,花叶类,5.675,34.05,14,1,14,0.8571428571428571,0.8571428571428571,0.0,1.0
2021-10-14,花菜类,4.814,57.768,13,1,13,0.8571428571428571,0.8571428571428571,0.0,1.0
2021-10-15,水生根茎类,47.667,286.002,60,1,60,0.9090909090909092,0.9090909090909092,0.0,1.0
2021-10-15,花叶类,10.95,65.7,22,1,22,0.8571428571428571,0.8571428571428571,0.0,1.0
2021-10-15,花菜类,6.419,77.02799999999999,16,1,16,0.8571428571428571,0.8571428571428571,0.0625,1.0
2021-10-16,水生根茎类,46.025,276.15,61,1,61,0.9090909090909092,0.9090909090909092,0.0,1.0
2021-10-16,花叶类,63.545,381.27,77,1,77,0.75,0.75,0.06493506493506493,1.0
2021-10-16,花菜类,8.862,106.344,21,1,21,0.8571428571428571,0.8571428571428571,0.19047619047619047,1.0
2021-10-17,水生根茎类,45.065,270.39,71,1,71,0.9090909090909092,0.9090909090909092,0.07042253521126761,1.0
2021-10-17,花叶类,14.913,89.478,19,1,19,0.75,0.75,0.0,1.0
2021-10-17,花菜类,5.4110000000000005,64.932,14,1,14,0.8571428571428571,0.8571428571428571,0.0,1.0
2021-10-17,食用菌,28.592,566.1216000000001,109,1,109,0.9166666666666666,0.9166666666666666,0.11009174311926606,1.0
2021-10-18,水生根茎类,36.099,216.594,56,1,56,0.9090909090909092,0.9090909090909092,0.05357142857142857,1.0
2021-10-18,食用菌,8.366,165.6468,38,1,38,0.9166666666666666,0.9166666666666666,0.07894736842105263,1.0
2021-10-19,水生根茎类,37.522,225.132,56,1,56,0.9090909090909092,0.9090909090909092,0.125,1.0
2021-10-19,食用菌,10.145,200.871,47,1,47,0.9166666666666666,0.9166666666666666,0.1276595744680851,1.0
2021-10-20,水生根茎类,26.939,161.634,37,1,37,0.9090909090909092,0.9090909090909092,0.02702702702702703,1.0
2021-10-20,食用菌,11.567,229.0266,53,1,53,0.9166666666666666,0.9166666666666666,0.1509433962264151,1.0
2021-10-21,水生根茎类,43.724000000000004,262.344,67,1,67,0.9090909090909092,0.9090909090909092,0.07462686567164178,1.0
2021-10-21,食用菌,6.731,133.2738,27,1,27,0.9166666666666666,0.9166666666666666,0.2222222222222222,1.0
2021-10-22,水生根茎类,41.118,246.708,54,1,54,0.9090909090909092,0.9090909090909092,0.07407407407407407,1.0
2021-10-22,食用菌,10.354,205.0092,48,1,48,0.9166666666666666,0.9166666666666666,0.14583333333333334,1.0
2021-10-23,水生根茎类,49.317,295.902,73,1,73,0.9090909090909092,0.9090909090909092,0.0136986301369863,1.0
2021-10-24,水生根茎类,43.219,259.314,52,1,52,0.9090909090909092,0.9090909090909092,0.0,1.0
2021-10-25,水生根茎类,28.353,170.118,37,1,37,0.9090909090909092,0.9090909090909092,0.02702702702702703,1.0
2021-10-26,水生根茎类,34.864,209.184,52,1,52,0.9090909090909092,0.9090909090909092,0.0,1.0
2021-10-27,水生根茎类,33.692,202.152,45,1,45,0.9090909090909092,0.9090909090909092,0.08888888888888889,1.0
2021-10-27,花叶类,31.685,190.11,40,1,40,0.75,0.75,0.175,1.0
2021-10-28,水生根茎类,33.345,200.07,50,1,50,0.9090909090909092,0.9090909090909092,0.04,1.0
2021-10-28,花叶类,27.989,167.934,43,1,43,0.75,0.75,0.16279069767441862,1.0
2021-10-29,水生根茎类,35.639,213.834,44,1,44,0.9090909090909092,0.9090909090909092,0.09090909090909091,1.0
2021-10-29,花叶类,19.708000000000002,130.59900000000002,31,2,31,0.75,0.75,0.16129032258064516,1.0
2021-10-30,水生根茎类,52.975,317.85,82,1,82,0.9090909090909092,0.9090909090909092,0.024390243902439025,1.0
2021-10-30,花叶类,42.443,268.893,61,2,61,0.75,0.75,0.04918032786885246,1.0
2021-10-31,水生根茎类,48.537,291.222,71,1,71,0.9090909090909092,0.9090909090909092,0.0,1.0
2021-10-31,花叶类,13.547,112.958,27,2,27,0.8,0.8,0.037037037037037035,1.0
2021-11-01,水生根茎类,38.234,229.404,59,1,59,0.9090909090909092,0.9090909090909092,0.06779661016949153,1.0
2021-11-02,水生根茎类,37.332,223.992,57,1,57,0.9090909090909092,0.9090909090909092,0.03508771929824561,1.0
2021-11-02,花叶类,0.633,5.064,1,1,0,,,0.0,0.0
2021-11-03,水生根茎类,35.307,211.842,41,1,41,0.9090909090909092,0.9090909090909092,0.07317073170731707,1.0
2021-11-03,花叶类,0.512,4.096,1,1,1,0.8,0.8,0.0,1.0
2021-11-03,食用菌,5.0,11.899999999999999,5,2,5,0.5897435897435898,0.5897435897435898,1.0,1.0
2021-11-04,水生根茎类,34.150999999999996,204.906,49,1,49,0.9090909090909092,0.9090909090909092,0.1836734693877551,1.0
2021-11-04,花叶类,1.135,9.08,3,1,0,,,0.3333333333333333,0.0
2021-11-04,食用菌,3.0,9.5,3,2,3,0.693877551020408,0.693877551020408,1.0,1.0
2021-11-05,水生根茎类,52.964,317.784,77,1,77,0.9090909090909092,0.9090909090909092,0.025974025974025976,1.0
2021-11-05,花叶类,1.807,14.456,4,1,0,,,0.0,0.0
2021-11-05,辣椒类,14.591000000000001,145.91,35,1,35,0.8333333333333334,0.8333333333333334,0.22857142857142856,1.0
2021-11-06,水生根茎类,58.008,348.048,82,1,82,0.9090909090909092,0.9090909090909092,0.012195121951219513,1.0
2021-11-06,花菜类,25.906000000000002,259.06,50,1,50,0.8333333333333334,0.8333333333333334,0.0,1.0
2021-11-06,辣椒类,7.945,79.45,26,1,26,0.8333333333333334,0.8333333333333334,0.038461538461538464,1.0
2021-11-07,水生根茎类,59.52,357.12,84,1,84,0.9090909090909092,0.9090909090909092,0.0,1.0
2021-11-07,花菜类,30.294999999999998,302.95,59,1,59,0.8333333333333334,0.8333333333333334,0.0,1.0
2021-11-07,辣椒类,5.561,55.61,18,1,18,0.8333333333333334,0.8333333333333334,0.1111111111111111,1.0
2021-11-08,水生根茎类,52.045,312.27,71,1,71,0.8571428571428571,0.8571428571428571,0.028169014084507043,1.0
2021-11-08,花菜类,22.368,223.68,47,1,47,0.8333333333333334,0.8333333333333334,0.1276595744680851,1.0
2021-11-09,水生根茎类,37.57,225.42000000000002,54,1,54,0.8571428571428571,0.8571428571428571,0.05555555555555555,1.0
2021-11-09,花菜类,23.887,238.87,57,1,57,0.8333333333333334,0.8333333333333334,0.15789473684210525,1.0
2021-11-10,水生根茎类,45.493,272.95799999999997,49,1,49,0.8571428571428571,0.8571428571428571,0.04081632653061224,1.0
2021-11-10,花菜类,25.623,256.23,53,1,53,0.8333333333333334,0.8333333333333334,0.33962264150943394,1.0
2021-11-10,辣椒类,7.284,72.84,18,1,18,0.8333333333333334,0.8333333333333334,0.05555555555555555,1.0
2021-11-11,辣椒类,4.323,43.23,13,1,13,0.8333333333333334,0.8333333333333334,0.23076923076923078,1.0
2021-11-12,花叶类,2.082,20.82,8,1,8,0.8333333333333334,0.8333333333333334,0.0,1.0
2021-11-13,花叶类,1.179,11.790000000000001,5,1,5,0.8333333333333334,0.8333333333333334,0.2,1.0
2021-11-13,食用菌,1.0,2.7,1,1,1,0.6923076923076924,0.6923076923076924,1.0,1.0
2021-11-14,花叶类,6.515,65.15,19,1,19,0.8333333333333334,0.8333333333333334,0.15789473684210525,1.0
2021-11-15,食用菌,5.659,57.025999999999996,16,2,16,0.875,0.875,0.125,1.0
2021-11-16,花叶类,8.64,86.3891,27,1,27,0.8333333333333334,0.8333333333333334,0.037037037037037035,1.0
2021-11-16,食用菌,15.9,222.6,66,1,66,0.875,0.875,0.16666666666666666,1.0
2021-11-17,花叶类,5.837,58.37,17,1,17,0.8333333333333334,0.8333333333333334,0.11764705882352941,1.0
2021-11-17,辣椒类,5.1930000000000005,51.93000000000001,14,1,14,0.9090909090909091,0.9090909090909091,0.35714285714285715,1.0
2021-11-17,食用菌,16.05,224.7,52,1,52,0.875,0.875,0.15384615384615385,1.0
2021-11-18,花叶类,3.665,36.650000000000006,11,1,11,0.8333333333333334,0.8333333333333334,0.18181818181818182,1.0
2021-11-18,辣椒类,4.216,42.16,10,1,10,0.9090909090909091,0.9090909090909091,0.4,1.0
2021-11-18,食用菌,15.26,213.64000000000001,53,1,53,0.875,0.875,0.1509433962264151,1.0
2021-11-19,花叶类,5.128,51.28,15,1,15,0.8333333333333334,0.8333333333333334,0.06666666666666667,1.0
2021-11-19,辣椒类,5.968,59.68,18,1,18,0.9090909090909091,0.9090909090909091,0.16666666666666666,1.0
2021-11-19,食用菌,18.967,243.3073,60,2,60,0.875,0.875,0.15,1.0
2021-11-20,花叶类,12.995000000000001,129.95,37,1,37,0.8333333333333334,0.8333333333333334,0.13513513513513514,1.0
2021-11-20,食用菌,25.146,352.044,106,1,106,0.875,0.875,0.16037735849056603,1.0
2021-11-21,水生根茎类,39.816,238.896,61,1,61,0.8571428571428571,0.8571428571428571,0.0,1.0
2021-11-21,花叶类,4.436999999999999,35.495999999999995,9,1,9,0.8,0.8,0.0,1.0
2021-11-21,食用菌,10.0,21.799999999999997,10,2,10,0.5897435897435898,0.5897435897435898,0.8,1.0
2021-11-22,水生根茎类,27.618,165.708,40,1,40,0.8571428571428571,0.8571428571428571,0.075,1.0
2021-11-22,食用菌,1.0,2.3,1,1,1,0.5897435897435898,0.5897435897435898,0.0,1.0
2021-11-23,水生根茎类,27.643,165.858,43,1,43,0.8571428571428571,0.8571428571428571,0.0,1.0
2021-11-24,水生根茎类,22.084,132.504,30,1,30,0.8571428571428571,0.8571428571428571,0.03333333333333333,1.0
2021-11-25,水生根茎类,21.51,129.06,34,1,34,0.8571428571428571,0.8571428571428571,0.0,1.0
2021-11-25,食用菌,3.0,5.1,3,1,3,0.5862068965517241,0.5862068965517241,1.0,1.0
2021-11-26,水生根茎类,34.328,205.968,49,1,49,0.8571428571428571,0.8571428571428571,0.061224489795918366,1.0
2021-11-26,花叶类,11.885,118.85,29,1,29,0.8333333333333334,0.8333333333333334,0.13793103448275862,1.0
2021-11-26,食用菌,1.313,6.082,2,2,1,0.5862068965517241,0.5862068965517241,0.0,0.5
2021-11-27,水生根茎类,51.336,308.016,69,1,69,0.8571428571428571,0.8571428571428571,0.014492753623188406,1.0
2021-11-27,花叶类,7.494,74.94,20,1,20,0.8333333333333334,0.8333333333333334,0.0,1.0
2021-11-27,食用菌,1.0,1.7,1,1,1,0.5862068965517241,0.5862068965517241,1.0,1.0
2021-11-28,水生根茎类,41.177,247.062,50,1,50,0.8571428571428571,0.8571428571428571,0.02,1.0
2021-11-28,花叶类,9.481,94.81,26,1,26,0.8333333333333334,0.8333333333333334,0.038461538461538464,1.0
2021-11-28,食用菌,8.245,115.43,29,1,29,0.875,0.875,0.0,1.0
2021-11-29,水生根茎类,24.024,144.144,38,1,38,0.8571428571428571,0.8571428571428571,0.10526315789473684,1.0
2021-11-29,花叶类,6.598,65.98,18,1,18,0.8333333333333334,0.8333333333333334,0.05555555555555555,1.0
2021-11-30,水生根茎类,25.776,154.656,37,1,37,0.8571428571428571,0.8571428571428571,0.05405405405405406,1.0
2021-11-30,花叶类,7.142,71.42,21,1,21,0.8333333333333334,0.8333333333333334,0.19047619047619047,1.0
2021-12-01,辣椒类,0.43899999999999995,4.39,2,1,2,1.0869565217391306,1.0869565217391306,0.0,1.0
2021-12-04,食用菌,0.179,2.1479999999999997,1,1,1,1.0,1.0,0.0,1.0
2021-12-06,花叶类,1.5750000000000002,6.300000000000001,2,1,2,0.5,0.5,1.0,1.0
2021-12-06,茄类,5.942,47.536,13,1,13,0.8,0.8,0.23076923076923078,1.0
2021-12-07,茄类,2.911,23.288,7,1,7,0.8,0.8,0.14285714285714285,1.0
2021-12-08,茄类,4.629,37.032,8,1,8,0.8,0.8,0.25,1.0
2021-12-08,食用菌,2.0,4.7,2,2,1,0.6896551724137931,0.6896551724137931,0.5,0.5
2021-12-09,茄类,5.04,40.32,12,1,0,,,0.16666666666666666,0.0
2021-12-09,食用菌,1.0,2.7,1,1,0,,,1.0,0.0
2021-12-10,茄类,6.626,53.008,17,1,17,0.8,0.8,0.17647058823529413,1.0
2021-12-11,水生根茎类,38.358,154.204,68,1,68,0.6666666666666666,0.6666666666666666,0.16176470588235295,1.0
2021-12-12,水生根茎类,4.314,17.256,10,1,0,,,0.1,0.0
2021-12-13,水生根茎类,0.201,0.804,1,1,1,0.6666666666666666,0.6666666666666666,0.0,1.0
2021-12-13,食用菌,48.0,120.0,48,1,48,0.8620689655172414,0.8620689655172414,0.16666666666666666,1.0
2021-12-14,水生根茎类,4.162,16.648,8,1,0,,,0.0,0.0
2021-12-14,食用菌,66.0,165.0,66,1,66,0.8620689655172414,0.8620689655172414,0.18181818181818182,1.0
2021-12-15,水生根茎类,2.115,8.46,4,1,4,0.6666666666666666,0.6666666666666666,0.0,1.0
2021-12-15,花叶类,18.0,54.0,18,1,18,0.7692307692307693,0.7692307692307693,0.2222222222222222,1.0
2021-12-15,食用菌,28.0,70.0,28,1,28,0.8620689655172414,0.8620689655172414,0.14285714285714285,1.0
2021-12-16,花叶类,13.597,32.976,15,7,12,0.5918367346938775,0.5918367346938775,0.8666666666666667,0.8
2021-12-17,花叶类,5.018,20.444,8,4,3,0.5862068965517241,0.5862068965517241,0.5,0.375
2021-12-18,花叶类,3.801,23.508,9,2,1,0.5789473684210527,0.5789473684210527,0.3333333333333333,0.1111111111111111
2021-12-19,水生根茎类,11.897,66.6232,16,1,16,0.9333333333333332,0.9333333333333332,0.0,1.0
2021-12-19,花叶类,5.724,45.792,16,1,16,0.8,0.8,0.0,1.0
2021-12-19,食用菌,5.0,9.0,5,1,5,0.72,0.72,1.0,1.0
2021-12-20,花叶类,1.0,2.7,1,1,1,0.6000000000000001,0.6000000000000001,1.0,1.0
2021-12-22,花叶类,5.833,10.032,8,3,6,0.7,0.7,0.625,0.75
2021-12-22,茄类,1.084,8.672,3,1,3,0.8,0.8,0.6666666666666666,1.0
2021-12-22,食用菌,4.0,6.8,4,1,4,0.6799999999999999,0.6799999999999999,1.0,1.0
2021-12-23,花叶类,2.0,3.0,2,1,2,0.6,0.6,1.0,1.0
2021-12-23,茄类,3.473,27.784,7,1,7,0.8,0.8,0.42857142857142855,1.0
2021-12-23,食用菌,3.0,5.1,3,1,3,0.5862068965517241,0.5862068965517241,0.0,1.0
2021-12-24,花叶类,9.0,16.1,9,6,9,0.6,0.6,1.0,1.0
2021-12-24,茄类,6.536,52.288,15,1,15,0.8,0.8,0.13333333333333333,1.0
2021-12-25,花叶类,2.0,3.0,2,1,2,0.6,0.6,1.0,1.0
2021-12-25,茄类,8.677,69.416,20,1,20,0.8,0.8,0.15,1.0
2021-12-25,食用菌,52.916000000000004,634.992,161,1,161,0.8571428571428571,0.8571428571428571,0.17391304347826086,1.0
2021-12-26,花叶类,1.0,1.1,1,1,1,0.5789473684210527,0.5789473684210527,1.0,1.0
2021-12-26,食用菌,8.757,52.542,24,1,24,0.75,0.75,0.0,1.0
2021-12-27,花叶类,12.0,20.8,12,5,12,0.6,0.6,1.0,1.0
2021-12-27,食用菌,7.552,45.312,20,1,20,0.75,0.75,0.05,1.0
2021-12-28,花叶类,5.0,7.9,5,3,5,0.6,0.6,1.0,1.0
2021-12-28,辣椒类,5.67,45.36,14,1,14,0.6666666666666666,0.6666666666666666,0.0,1.0
2021-12-28,食用菌,6.873,41.238,17,1,17,0.75,0.75,0.0,1.0
2021-12-29,花叶类,1.0,1.7,1,1,1,0.5862068965517241,0.5862068965517241,1.0,1.0
2021-12-29,辣椒类,5.896,47.168,20,1,20,0.6666666666666666,0.6666666666666666,0.2,1.0
2021-12-29,食用菌,3.744,22.464,9,1,9,0.75,0.75,0.0,1.0
2021-12-30,花叶类,8.0,12.6,8,5,8,0.5862068965517241,0.5862068965517241,1.0,1.0
2021-12-30,辣椒类,4.65,37.2,14,1,14,0.6666666666666666,0.6666666666666666,0.21428571428571427,1.0
2021-12-30,食用菌,4.443,22.358,9,2,9,0.75,0.75,0.1111111111111111,1.0
2021-12-31,花叶类,3.0,4.9,3,3,3,0.5918367346938775,0.5918367346938775,1.0,1.0
2021-12-31,食用菌,4.0,16.4,4,2,4,0.592851592851593,0.592851592851593,0.25,1.0
2022-01-01,花叶类,15.0,37.5,15,3,15,0.5918367346938775,0.5918367346938775,0.5333333333333333,1.0
2022-01-02,花叶类,20.0,45.1,20,6,8,0.593103448275862,0.593103448275862,0.65,0.4
2022-01-03,花叶类,11.0,19.1,11,3,11,0.6,0.6,0.7272727272727273,1.0
2022-01-03,食用菌,2.0,3.4,2,1,2,0.5862068965517241,0.5862068965517241,1.0,1.0
2022-01-04,花叶类,10.0,21.0,10,4,10,0.5918367346938775,0.5918367346938775,0.6,1.0
2022-01-04,食用菌,3.0,6.8999999999999995,3,1,3,0.5897435897435898,0.5897435897435898,0.0,1.0
2022-01-05,花叶类,3.0,8.7,3,1,3,0.5918367346938775,0.5918367346938775,0.6666666666666666,1.0
2022-01-05,食用菌,5.0,33.5,5,4,1,0.5897435897435898,0.5897435897435898,0.0,0.2
2022-01-06,花叶类,1.0,2.9,1,1,1,0.5918367346938775,0.5918367346938775,1.0,1.0
2022-01-06,食用菌,3.0,6.3,3,2,3,0.5897435897435898,0.5897435897435898,0.0,1.0
2022-01-07,花叶类,2.0,4.4,2,2,2,0.5959183673469388,0.5959183673469388,1.0,1.0
2022-01-07,食用菌,9.0,16.5,9,2,9,0.5862068965517241,0.5862068965517241,0.7777777777777778,1.0
2022-01-08,花叶类,1.0,1.1,1,1,1,0.5789473684210527,0.5789473684210527,1.0,1.0
2022-01-09,花叶类,7.0,8.7,7,3,7,0.6,0.6,1.0,1.0
2022-01-09,食用菌,3.0,6.8999999999999995,3,1,3,0.5897435897435898,0.5897435897435898,1.0,1.0
2022-01-10,花叶类,4.0,8.0,4,2,4,0.5853920515574651,0.5853920515574651,1.0,1.0
2022-01-11,花叶类,6.0,9.0,6,4,6,0.5959183673469388,0.5959183673469388,1.0,1.0
2022-01-11,食用菌,3.0,6.8999999999999995,3,1,3,0.5897435897435898,0.5897435897435898,1.0,1.0
2022-01-12,花叶类,11.0,17.7,11,7,11,0.5918367346938775,0.5918367346938775,1.0,1.0
2022-01-12,辣椒类,2.0,9.6,2,1,2,0.6956521739130435,0.6956521739130435,1.0,1.0
2022-01-12,食用菌,5.0,10.299999999999999,5,2,5,0.5897435897435898,0.5897435897435898,0.8,1.0
2022-01-13,花叶类,13.0,21.3,13,5,11,0.5862068965517241,0.5862068965517241,0.5384615384615384,0.8461538461538461
2022-01-13,食用菌,9.0,18.900000000000002,9,3,9,0.5862068965517241,0.5862068965517241,0.7777777777777778,1.0
2022-01-14,花叶类,13.0,24.5,13,5,13,0.5862068965517241,0.5862068965517241,1.0,1.0
2022-01-14,食用菌,13.0,27.3,13,3,13,0.5862068965517241,0.5862068965517241,0.9230769230769231,1.0
2022-01-15,花叶类,14.0,28.8,14,4,14,0.6896551724137931,0.6896551724137931,1.0,1.0
2022-01-15,食用菌,1.0,2.3,1,1,1,0.5897435897435898,0.5897435897435898,1.0,1.0
2022-01-16,花叶类,5.0,7.7,5,4,5,0.6842105263157895,0.6842105263157895,1.0,1.0
2022-01-16,辣椒类,2.0,9.6,2,1,2,0.6956521739130435,0.6956521739130435,0.0,1.0
2022-01-16,食用菌,11.0,21.7,11,2,11,0.5862068965517241,0.5862068965517241,0.9090909090909091,1.0
2022-01-17,花叶类,6.0,15.200000000000001,6,3,3,0.7111111111111111,0.7111111111111111,1.0,0.5
2022-01-17,食用菌,1.0,2.3,1,1,0,,,0.0,0.0
2022-01-18,花叶类,15.0,24.5,15,6,12,0.6896551724137931,0.6896551724137931,1.0,0.8
2022-01-18,食用菌,1.0,3.5,1,1,1,0.8974358974358975,0.8974358974358975,0.0,1.0
2022-01-19,花叶类,12.0,21.4,12,4,11,0.5862068965517241,0.5862068965517241,0.9166666666666666,0.9166666666666666
2022-01-20,花叶类,7.0,11.8,7,6,7,0.6842105263157895,0.6842105263157895,1.0,1.0
2022-01-20,辣椒类,1.0,4.8,1,1,1,0.6956521739130435,0.6956521739130435,0.0,1.0
2022-01-20,食用菌,5.0,11.5,5,1,5,0.5897435897435898,0.5897435897435898,1.0,1.0
2022-01-21,花叶类,8.0,13.9,8,4,8,0.6842105263157895,0.6842105263157895,1.0,1.0
2022-01-21,辣椒类,2.0,6.8,2,2,2,0.6926536731634183,0.6926536731634183,1.0,1.0
2022-01-22,花叶类,1.0,1.3,1,1,1,0.6842105263157895,0.6842105263157895,1.0,1.0
2022-01-22,辣椒类,3.0,20.700000000000003,3,1,3,0.8734177215189873,0.8734177215189873,0.0,1.0
