销售日期,分类名称,日总销量,日销售额,条数,单品数,日批发成本,批发价覆盖销量,日平均售价,日加权批发价,月份,星期,月份_02,月份_03,月份_04,月份_05,月份_06,月份_07,月份_08,月份_09,月份_10,月份_11,月份_12,星期_2,星期_3,星期_4,星期_5,星期_6,星期_7
2022-10-24,花叶类,163.326,675.2516,192,15,368.64973,192,4.134379094571593,1.9200506770833332,10,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2022-10-25,花叶类,162.908,696.9634,197,15,382.39843,197,4.278263805337982,1.9411087817258885,10,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2022-10-26,花叶类,165.091,664.2524,199,15,365.19805,199,4.023553070730688,1.8351660804020102,10,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2022-10-27,花叶类,145.988,587.4634,187,16,311.30573,187,4.024052661862619,1.664736524064171,10,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2022-10-28,花叶类,169.963,693.5364,206,15,353.80334,206,4.0805139942222715,1.7174919417475727,10,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2022-10-29,花叶类,289.131,1192.2806,360,16,608.63377,360,4.123669201849681,1.690649361111111,10,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2022-10-30,花叶类,202.897,1022.5636,378,18,614.86483,378,5.039816261452855,1.6266265343915343,10,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2022-10-31,花叶类,85.398,494.393,173,15,293.30412,173,5.789280779409354,1.6953995375722544,10,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2022-11-01,花叶类,95.544,489.923,178,16,281.84131,178,5.12772125931508,1.583378146067416,11,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2022-11-03,花叶类,80.973,443.1502,172,18,255.37218,172,5.472814394921764,1.484721976744186,11,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2022-11-05,花叶类,168.851,850.063,332,16,486.12161,332,5.034397190422325,1.4642217168674698,11,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2022-11-06,花叶类,162.064,726.2628,315,17,430.55135,315,4.481333300424524,1.3668296825396826,11,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2022-11-07,花叶类,102.677,441.9412,192,15,243.6022,192,4.304188864107833,1.2687614583333333,11,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2022-11-08,花叶类,96.371,400.1634,158,18,208.38012,158,4.152321756545019,1.3188615189873418,11,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2022-11-09,花叶类,94.56,340.033,129,16,173.129,129,3.5959496615905246,1.3420852713178293,11,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2022-11-10,花叶类,102.059,331.5884,138,21,171.95972,138,3.248987350454149,1.246084927536232,11,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2022-11-11,花叶类,147.21,476.0468,188,22,226.08247,188,3.233793899870933,1.202566329787234,11,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2022-11-12,花叶类,274.677,853.2066,365,20,405.66877,365,3.1062178486003558,1.1114212876712328,11,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2022-11-13,花叶类,282.032,803.1566,373,20,358.72523,373,2.847749900720486,0.9617298391420912,11,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2022-11-14,花叶类,131.632,341.07099999999997,163,16,145.77925,163,2.5910948705481944,0.8943512269938649,11,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2022-11-15,花叶类,127.843,355.8936,149,19,124.33723,149,2.783833295526544,0.8344780536912753,11,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2022-11-16,花叶类,149.406,436.1956,179,20,212.0936,179,2.9195320134398886,1.1848804469273744,11,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2022-11-17,花叶类,167.727,484.8272,197,20,208.8049,197,2.8905733722060254,1.059923350253807,11,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2022-11-18,花叶类,286.966,831.5598,338,20,354.01944000000003,338,2.897764195061436,1.0473947928994083,11,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2022-11-19,花叶类,1213.473,3566.8856,1385,25,1284.23769,1385,2.9394025248192586,0.9272474296028881,11,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2022-11-20,花叶类,144.034,491.8012,209,18,207.62073999999998,209,3.4144799144646405,0.9934006698564593,11,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2022-11-21,花叶类,751.168,2582.5292,891,23,1411.10924,891,3.4380181264377607,1.5837365207631875,11,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2022-11-22,花叶类,170.192,509.0032,199,19,237.58852,199,2.990758672558052,1.19391216080402,11,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2022-11-23,花叶类,244.572,697.6224,248,20,371.37957,248,2.8524213728472594,1.4974982661290324,11,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2022-11-24,花叶类,260.618,831.5844,284,16,312.26608,284,3.1908172113975244,1.0995284507042253,11,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2022-11-25,花叶类,228.796,701.4182,226,18,255.12091999999998,226,3.0656925820381473,1.128853628318584,11,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2022-11-26,花叶类,352.511,1096.8766,348,16,461.30337000000003,348,3.11160956679366,1.3255843965517242,11,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2022-11-27,花叶类,40.471,123.9824,39,10,55.83801,39,3.0634874354476045,1.431743846153846,11,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2022-11-28,花叶类,40.862,104.1144,33,10,48.08452,33,2.547951642112476,1.4571066666666666,11,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2022-11-29,花叶类,31.298,92.7414,35,11,37.7205,35,2.963173365710269,1.0777285714285714,11,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2022-12-04,花叶类,86.399,295.0424,108,10,138.851,108,3.414882116691165,1.2856574074074074,12,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2022-12-05,花叶类,170.093,558.7841999999999,186,11,268.93524,186,3.2851687018278235,1.4458883870967743,12,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2022-12-06,花叶类,209.171,809.3966,277,14,438.0121,277,3.869545013410081,1.581271119133574,12,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2022-12-07,花叶类,235.787,774.432,268,13,384.27456,268,3.284455886032733,1.4338602985074627,12,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2022-12-08,花叶类,150.924,459.253,174,14,232.87358,174,3.0429421430653836,1.338353908045977,12,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2022-12-09,花叶类,123.88,459.6118,156,14,271.18188,156,3.7101372295770103,1.7383453846153845,12,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2022-12-10,花叶类,221.009,774.266,269,17,431.66552,269,3.5033233940699247,1.6047045353159852,12,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2022-12-11,花叶类,199.007,667.8418,234,18,361.54882000000003,234,3.3558708990136026,1.5450804273504275,12,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2022-12-12,花叶类,154.035,511.9146,180,16,280.87073,180,3.3233654688869416,1.5603929444444444,12,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2022-12-13,花叶类,179.802,544.741,213,17,310.18797,213,3.029671527569215,1.4562815492957746,12,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2022-12-14,花叶类,219.115,671.9872,225,18,376.78295,225,3.0668242703603132,1.674590888888889,12,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2022-12-15,花叶类,291.759,879.483,313,16,485.75353,313,3.014416007732409,1.5519282108626198,12,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2022-12-16,花叶类,306.951,868.2426,323,15,434.28679,323,2.828603262409961,1.3445411455108358,12,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2022-12-17,花叶类,265.09,951.5306,361,21,540.81065,361,3.58946244671621,1.4980904432132964,12,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2022-12-18,花叶类,295.364,926.2246,352,15,472.48267,352,3.135875055863274,1.3422803125,12,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2022-12-19,花叶类,200.178,789.5082,266,15,444.98252,266,3.9440308125768064,1.6728666165413535,12,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2022-12-20,花叶类,251.224,783.2078,296,14,451.46979,296,3.117567589083846,1.525235777027027,12,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2022-12-21,花叶类,285.265,1019.3614,349,18,583.66072,349,3.5733840464129845,1.6723802865329511,12,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2022-12-22,花叶类,217.75,852.395,267,16,481.98835,267,3.9145579793340985,1.8051998127340825,12,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2022-12-23,花叶类,195.623,748.8188,234,13,449.7641,234,3.827866866370519,1.9220688034188034,12,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2022-12-24,花叶类,274.955,940.3332,312,12,547.00657,312,3.419953083231802,1.7532261858974358,12,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2022-12-25,花叶类,350.94,1236.669,414,15,737.8237399999999,414,3.5238758762181575,1.7821829468599033,12,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2022-12-26,花叶类,232.075,882.5618,276,16,564.26256,276,3.802916298610363,2.044429565217391,12,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2022-12-27,花叶类,228.592,803.9272,266,12,529.18643,266,3.516864982151606,1.9894226691729322,12,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2022-12-28,花叶类,250.429,942.306,295,16,598.67806,295,3.762767091670693,2.0294171525423725,12,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2022-12-29,花叶类,222.635,844.0208,261,16,525.25191,261,3.791051721427449,2.012459425287356,12,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2022-12-30,花叶类,228.35,831.7028,261,16,500.54422,261,3.642228158528575,1.9177939463601532,12,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2022-12-31,花叶类,307.509,1134.888,349,14,721.40617,349,3.690584665814659,2.067066389684814,12,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2023-01-01,花叶类,304.635,1235.2808,356,14,745.28327,356,4.0549536330362566,2.0934923314606744,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2023-01-02,花叶类,276.026,1077.6312,309,12,594.07021,309,3.904093092679675,1.9225573139158576,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-01-03,花叶类,181.984,753.3276,223,13,442.8859,223,4.139526551784772,1.9860354260089685,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2023-01-04,花叶类,150.91,665.5416,189,14,387.36633,189,4.41018885428401,2.0495573015873014,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2023-01-05,花叶类,165.069,767.428,211,14,416.64405,211,4.649134604316983,1.9746163507109005,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2023-01-06,花叶类,161.912,707.9876,194,14,396.54304,194,4.372669104204753,2.044036288659794,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2023-01-07,花叶类,159.324,790.5194,214,19,458.37198,214,4.961709472521402,2.141925140186916,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-01-08,花叶类,196.286,876.9596,246,18,508.0546,246,4.467764384622439,2.0652626016260163,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2023-01-09,花叶类,157.866,747.3388,176,17,421.5231,176,4.734007322666058,2.3950176136363637,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-01-10,花叶类,174.803,813.3306,209,18,438.22674,209,4.652841198377602,2.0967786602870815,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2023-01-11,花叶类,156.831,753.4676000000001,180,17,425.31795999999997,180,4.804328225924722,2.3628775555555555,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2023-01-12,花叶类,167.359,762.243,198,15,412.21729,198,4.554538447289958,2.081905505050505,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2023-01-13,花叶类,196.982,926.2008000000001,239,15,494.23971,239,4.701956523946351,2.0679485774058577,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2023-01-14,花叶类,427.993,2093.647,493,15,1133.96454,493,4.891778603855671,2.3001309127789047,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-01-15,花叶类,268.18,1334.9,322,14,736.62584,322,4.977626966962488,2.287657888198758,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2023-01-16,花叶类,207.173,988.3856000000001,247,12,546.27468,247,4.770822452732741,2.2116383805668014,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-01-17,花叶类,171.498,958.3484,212,14,528.0776500000001,212,5.588102485160177,2.490932311320755,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2023-01-18,花叶类,261.544,1410.9884,328,12,781.38548,328,5.394841403358518,2.382272804878049,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2023-01-19,花叶类,363.429,2132.0392,438,13,1163.84203,438,5.866453144905884,2.657173584474886,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2023-01-20,花叶类,578.656,3866.9624,761,15,2024.27265,761,6.682661892385114,2.660016622864652,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2023-01-22,花叶类,211.378,1505.8592,292,13,838.75326,292,7.1240110134451085,2.8724426712328768,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2023-01-23,花叶类,283.984,1988.2456,379,13,1001.18379,379,7.00125922587188,2.641645883905013,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-01-24,花叶类,203.447,1119.95,287,9,681.67466,287,5.504873505138931,2.375173031358885,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2023-01-25,花叶类,245.072,1957.5438000000001,352,10,1213.42536,352,7.987627309525364,3.4472311363636363,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2023-01-26,花叶类,272.125,2322.2886,416,10,1538.58313,416,8.533903904455672,3.698517139423077,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2023-01-27,花叶类,283.135,2021.0304,456,10,1182.75713,456,7.138045102159747,2.593765635964912,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2023-01-28,花叶类,235.443,1705.154,332,10,983.92591,332,7.242321920804611,2.9636322590361446,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-01-29,花叶类,229.694,1388.4644,312,13,907.98214,312,6.044844009856592,2.9101991666666667,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2023-01-30,花叶类,211.18,1171.8548,248,11,759.05614,248,5.549080405341415,3.060710241935484,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-01-31,花叶类,189.836,1221.2896,244,15,774.63796,244,6.433393033987231,3.174745737704918,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2023-02-01,花叶类,150.42,1012.9592,215,15,671.00097,215,6.734205557771573,3.1209347441860467,2,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2023-02-02,花叶类,185.688,1078.8902,242,14,745.35134,242,5.810231140407566,3.0799642148760333,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2023-02-03,花叶类,179.282,1144.8684,253,14,828.93603,253,6.385852455907453,3.2764269960474306,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2023-02-04,花叶类,244.725,1691.3176,345,18,1156.33077,345,6.9110944938195935,3.351683391304348,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-02-05,花叶类,272.351,1755.1028000000001,363,17,1101.20048,363,6.44426787491142,3.033610137741047,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2023-02-06,花叶类,168.042,859.7388,211,16,505.01404,211,5.116213803691934,2.393431469194313,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-02-07,花叶类,143.34,743.7436,174,16,441.49143,174,5.1886675038370305,2.537307068965517,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2023-02-08,花叶类,141.576,843.2268,186,15,501.68787,186,5.9560010171215465,2.6972466129032258,2,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2023-02-09,花叶类,178.645,995.6908,229,17,587.97289,229,5.573572168266674,2.5675672052401746,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2023-02-10,花叶类,166.847,933.5128,197,18,539.73161,197,5.595022985130089,2.739754365482234,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2023-02-11,花叶类,240.908,1417.1924000000001,324,19,888.33937,324,5.882712072658443,2.741788179012346,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-02-12,花叶类,307.307,1595.4994,375,18,931.12202,375,5.191874574936464,2.482992053333333,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2023-02-13,花叶类,213.189,1042.986,263,19,565.60317,263,4.892306826337195,2.1505823954372625,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-02-14,花叶类,153.034,779.8062,191,15,431.81533,191,5.095640184534156,2.2608132460732984,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2023-02-15,花叶类,163.83,836.4596,195,18,469.29188,195,5.105655862784594,2.4066250256410258,2,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2023-02-16,花叶类,144.735,727.0418,183,18,415.38205,183,5.023261823332296,2.269847267759563,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2023-02-17,花叶类,135.609,780.0024,180,21,444.99549,180,5.751848328650753,2.4721971666666667,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2023-02-18,花叶类,282.815,1776.4636,376,21,1043.24044,376,6.281362728285275,2.7745756382978723,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-02-19,花叶类,181.404,1056.1448,225,21,634.81284,225,5.822059050517078,2.8213904000000003,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2023-02-20,花叶类,108.164,562.004,133,19,324.59266,133,5.1958507451647495,2.440546315789474,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-02-21,花叶类,124.047,679.429,147,16,408.73656,147,5.477190097301829,2.7805208163265305,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2023-02-22,花叶类,108.874,624.1778,139,17,369.18744,139,5.733029006006944,2.6560247482014385,2,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2023-02-23,花叶类,126.467,686.8976,166,19,419.42502,166,5.431437450085793,2.526656746987952,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2023-02-24,花叶类,119.956,659.7180000000001,148,15,375.56683,148,5.499666544399614,2.537613716216216,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2023-02-25,花叶类,180.47,1027.1502,227,17,662.09842,227,5.691528785947804,2.916733127753304,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-02-26,花叶类,196.01,986.9628,249,20,584.11745,249,5.035267588388348,2.3458532128514054,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2023-02-27,花叶类,128.926,695.2076,156,15,406.64169,156,5.39229945860416,2.6066775,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-02-28,花叶类,107.968,573.9288,141,20,323.49645,141,5.315730586840545,2.294301063829787,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2023-03-01,花叶类,117.125,587.2802,146,17,322.43947,146,5.014131910352188,2.208489520547945,3,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2023-03-02,花叶类,95.001,497.7764,117,17,268.42429,117,5.239696424248166,2.2942247008547008,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2023-03-03,花叶类,118.142,559.221,132,16,289.72624,132,4.733464813529482,2.1948957575757575,3,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2023-03-04,花叶类,142.918,748.1904000000001,171,19,388.72996,171,5.235102646272688,2.273274619883041,3,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-03-05,花叶类,152.491,831.3032000000001,181,17,414.47043,181,5.451490251883718,2.2898918784530387,3,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2023-03-06,花叶类,90.018,516.4830000000001,107,15,282.66095,107,5.7375524895021,2.6416911214953274,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-07,花叶类,106.406,589.0918,131,17,307.19867,131,5.536264872281638,2.3450280152671756,3,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2023-03-08,花叶类,104.807,599.508,138,14,311.95966,138,5.720114114515252,2.2605772463768115,3,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2023-03-09,花叶类,99.336,585.549,130,18,290.90481,130,5.894630345494081,2.2377293076923075,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2023-03-10,花叶类,97.762,543.0666,140,14,283.09076,140,5.554986600110472,2.022076857142857,3,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2023-03-11,花叶类,181.131,953.4852,227,16,467.91425,227,5.264064130380774,2.061296255506608,3,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-03-12,花叶类,186.971,1078.9228,250,16,532.14677,250,5.77053553759674,2.12858708,3,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2023-03-13,花叶类,132.956,790.9132000000001,172,14,354.97473,172,5.948683775083487,2.063806569767442,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-14,花叶类,129.747,729.9174,185,17,362.7461,185,5.625697703993156,1.9607897297297299,3,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2023-03-15,花叶类,128.813,642.5856,196,17,321.14594999999997,196,4.988515134342031,1.638499744897959,3,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2023-03-16,花叶类,163.911,854.0738,217,14,412.48073,217,5.210594773993203,1.9008328571428572,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2023-03-17,花叶类,201.58,1095.3276,273,14,569.63252,273,5.4337116777458085,2.0865660073260073,3,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2023-03-18,花叶类,282.075,1604.133,399,13,813.29788,399,5.686902419569264,2.038340551378446,3,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-03-19,花叶类,243.51,1164.5716,323,10,605.3448,323,4.782438503552216,1.874132507739938,3,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2023-03-20,花叶类,180.04,855.905,231,13,438.4044,231,4.7539713397022885,1.8978545454545455,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-21,花叶类,160.208,755.8492,208,15,442.6067,208,4.717924198541896,2.127916826923077,3,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2023-03-22,花叶类,124.098,585.8548000000001,176,14,345.02358,176,4.720904446485842,1.9603612499999998,3,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2023-03-23,花叶类,139.273,712.3676,186,17,458.50660999999997,186,5.114900949932866,2.4650893010752686,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2023-03-24,花叶类,129.414,690.0302,176,12,439.92179,176,5.331959447973172,2.4995556249999997,3,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2023-03-25,花叶类,205.087,1148.77,299,15,728.4317,299,5.60137892699196,2.4362264214046823,3,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-03-26,花叶类,189.268,1027.039,260,14,662.45289,260,5.426374241815838,2.547895730769231,3,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2023-03-27,花叶类,114.807,733.2256,164,13,455.36771999999996,164,6.3865931519855055,2.77663243902439,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-28,花叶类,97.516,518.9228,135,14,326.53016,135,5.321411870872472,2.418741925925926,3,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2023-03-29,花叶类,96.475,566.2892,130,15,346.61994,130,5.869802539518011,2.6663072307692306,3,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2023-03-30,花叶类,121.581,620.9308,152,14,371.98723,152,5.107136805915397,2.447284407894737,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2023-03-31,花叶类,146.231,691.8672,181,14,432.1503,181,4.731330566022253,2.3875707182320443,3,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2023-04-01,花叶类,177.142,875.543,250,14,581.84189,250,4.942605367445326,2.3273675600000003,4,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-04-02,花叶类,168.834,936.6386,303,16,610.87863,303,5.547689446438514,2.016101089108911,4,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2023-04-03,花叶类,153.149,844.0348,226,16,487.1791,226,5.511200203723171,2.155659734513274,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-04,花叶类,156.641,803.905,206,14,470.55563,206,5.132149309567738,2.284250631067961,4,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2023-04-05,花叶类,203.271,955.6602,272,15,541.01041,272,4.701409448470269,1.9890088602941176,4,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2023-04-06,花叶类,122.403,582.5124,164,13,348.56292,164,4.758971593833484,2.1253836585365855,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
